ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
1058	"ENSMUSG00000036606.17"	"Plxnb2"	chr15	-	89157185	89157539	89157185	89157250	89157391	89157539
1059	"ENSMUSG00000034518.14"	"Hmgxb4"	chr8	+	74999559	74999891	74999559	74999708	74999812	74999891
1060	"ENSMUSG00000034785.14"	"Dio1"	chr4	-	107306781	107307118	107306781	107306918	107307042	107307118
1061	"ENSMUSG00000036452.17"	"Arhgap26"	chr18	+	39357552	39357828	39357552	39357663	39357798	39357828
1062	"ENSMUSG00000022332.8"	"Khdrbs3"	chr15	+	69092900	69094516	69092900	69093049	69094459	69094516
1063	"ENSMUSG00000031993.7"	"Snx19"	chr9	+	30432234	30433430	30432234	30432373	30433329	30433430
1064	"ENSMUSG00000060878.4"	"Olfr1420"	chr19	+	11895674	11898079	11895674	11895751	11896695	11898079
1065	"ENSMUSG00000033857.12"	"Engase"	chr11	+	118485756	118486553	118485756	118485905	118486444	118486553
1066	"ENSMUSG00000033857.12"	"Engase"	chr11	+	118485756	118486553	118485756	118485905	118486447	118486553
1067	"ENSMUSG00000026628.13"	"Atf3"	chr1	-	191177230	191177474	191177230	191177340	191177446	191177474
1068	"ENSMUSG00000040270.16"	"Bach2"	chr4	+	32561777	32563367	32561777	32562794	32563163	32563367
1069	"ENSMUSG00000029199.11"	"Lias"	chr5	+	65392219	65392389	65392219	65392243	65392334	65392389
1070	"ENSMUSG00000028017.7"	"Egf"	chr3	-	129754816	129755316	129754816	129754855	129754999	129755316
1071	"ENSMUSG00000074151.13"	"Nlrc5"	chr8	+	94525066	94525503	94525066	94525371	94525373	94525503
1072	"ENSMUSG00000058740.14"	"Kcnt1"	chr2	+	25888758	25890905	25888758	25888858	25890848	25890905
1073	"ENSMUSG00000058740.14"	"Kcnt1"	chr2	+	25909204	25909677	25909204	25909306	25909593	25909677
1074	"ENSMUSG00000021493.15"	"Pdlim7"	chr13	-	55506305	55507366	55506305	55506367	55507329	55507366
1075	"ENSMUSG00000021493.15"	"Pdlim7"	chr13	-	55507329	55507624	55507329	55507366	55507487	55507624
1076	"ENSMUSG00000042790.16"	"Rnf214"	chr9	-	45866565	45867632	45866565	45866661	45867499	45867632
1077	"ENSMUSG00000050776.3"	"Olfr1317"	chr2	+	112140332	112140634	112140332	112140453	112140539	112140634
1078	"ENSMUSG00000029674.13"	"Limk1"	chr5	-	134661388	134661858	134661388	134661553	134661792	134661858
1079	"ENSMUSG00000008690.15"	"Ncaph2"	chr15	+	89363604	89363834	89363604	89363689	89363765	89363834
1080	"ENSMUSG00000008690.15"	"Ncaph2"	chr15	+	89370394	89370675	89370394	89370488	89370600	89370675
1081	"ENSMUSG00000008690.15"	"Ncaph2"	chr15	+	89370394	89370675	89370394	89370488	89370603	89370675
1082	"ENSMUSG00000008690.15"	"Ncaph2"	chr15	+	89370752	89370993	89370752	89370808	89370891	89370993
1083	"ENSMUSG00000032280.16"	"Tle3"	chr9	+	61411262	61412514	61411262	61411339	61412264	61412514
1084	"ENSMUSG00000025127.15"	"Gcgr"	chr11	+	120536059	120536568	120536059	120536167	120536249	120536568
1085	"ENSMUSG00000025127.15"	"Gcgr"	chr11	+	120536656	120537054	120536656	120536813	120536894	120537054
1086	"ENSMUSG00000017652.16"	"Cd40"	chr2	+	165069628	165069848	165069628	165069715	165069816	165069848
1087	"ENSMUSG00000010142.12"	"Tnfrsf13b"	chr11	+	61141260	61141491	61141260	61141291	61141447	61141491
1088	"ENSMUSG00000022587.14"	"Ly6e"	chr15	+	74957776	74958388	74957776	74957877	74958268	74958388
1089	"ENSMUSG00000022587.14"	"Ly6e"	chr15	+	74958268	74959331	74958268	74958388	74958492	74959331
1090	"ENSMUSG00000075097.3"	"Olfr1226"	chr2	-	89195973	89197154	89195973	89196049	89196767	89197154
1091	"ENSMUSG00000002763.16"	"Pex6"	chr17	+	46723673	46724027	46723673	46723735	46723918	46724027
1092	"ENSMUSG00000030720.16"	"Cln3"	chr7	-	126575202	126575412	126575202	126575258	126575343	126575412
1093	"ENSMUSG00000039176.17"	"Polg"	chr7	-	79449381	79450037	79449381	79449534	79449948	79450037
1094	"ENSMUSG00000039176.17"	"Polg"	chr7	-	79451859	79452229	79451859	79452028	79452106	79452229
1095	"ENSMUSG00000039176.17"	"Polg"	chr7	-	79454038	79454711	79454038	79454174	79454593	79454711
1096	"ENSMUSG00000097075.3"	"RP23-142A14.6"	chr7	-	126974452	126975084	126974452	126974553	126974678	126975084
1097	"ENSMUSG00000097075.3"	"RP23-142A14.6"	chr7	-	126974452	126975084	126974452	126974510	126974939	126975084
1098	"ENSMUSG00000097075.3"	"RP23-142A14.6"	chr7	-	126974678	126975084	126974678	126974712	126974939	126975084
1099	"ENSMUSG00000004789.10"	"Dlst"	chr12	+	85118358	85118601	85118358	85118414	85118526	85118601
1100	"ENSMUSG00000030406.7"	"Gipr"	chr7	-	19159745	19160030	19159745	19159834	19159960	19160030
1101	"ENSMUSG00000030406.7"	"Gipr"	chr7	-	19160330	19160754	19160330	19160391	19160594	19160754
1102	"ENSMUSG00000033105.12"	"Lss"	chr10	+	76535558	76536365	76535558	76535667	76536243	76536365
1103	"ENSMUSG00000033105.12"	"Lss"	chr10	+	76544464	76545501	76544464	76544536	76545450	76545501
1104	"ENSMUSG00000029104.15"	"Htt"	chr5	+	34898796	34899927	34898796	34898926	34899771	34899927
1105	"ENSMUSG00000040663.8"	"Clcf1"	chr19	+	4220177	4223490	4220177	4220344	4222073	4223490
1106	"ENSMUSG00000054619.7"	"Mettl7a1"	chr15	+	100304922	100305344	100304922	100305074	100305173	100305344
1107	"ENSMUSG00000062031.13"	"Athl1"	chr7	+	140944950	140945349	140944950	140945082	140945237	140945349
1108	"ENSMUSG00000024944.5"	"Arl2"	chr19	-	6135978	6137640	6135978	6136059	6137477	6137640
1109	"ENSMUSG00000048307.8"	"Ankrd46"	chr15	-	36483980	36486127	36483980	36484139	36485794	36486127
1110	"ENSMUSG00000035478.14"	"Mbd3"	chr10	-	80392538	80393280	80392538	80393018	80393094	80393280
1111	"ENSMUSG00000079487.11"	"Med12"	chrX	+	101293957	101294175	101293957	101294012	101294087	101294175
1112	"ENSMUSG00000046032.16"	"Snx12"	chrX	-	101211958	101213864	101211958	101212346	101213773	101213864
1113	"ENSMUSG00000031604.10"	"Msmo1"	chr8	-	64722463	64723736	64722463	64722590	64723587	64723736
1114	"ENSMUSG00000004341.8"	"Gpx6"	chr13	+	21318876	21319624	21318876	21319079	21319480	21319624
1115	"ENSMUSG00000098754.7"	"Prn"	chr2	+	131953008	131956130	131953008	131953582	131954820	131956130
1116	"ENSMUSG00000028626.5"	"Col9a2"	chr4	+	121043695	121043897	121043695	121043749	121043861	121043897
1117	"ENSMUSG00000041528.15"	"Rnf123"	chr9	-	108069171	108069801	108069171	108069282	108069671	108069801
1118	"ENSMUSG00000041528.15"	"Rnf123"	chr9	-	108069171	108069801	108069171	108069286	108069675	108069801
1119	"ENSMUSG00000073956.3"	"Olfr592"	chr7	+	103186568	103192965	103186568	103187537	103188087	103192965
1120	"ENSMUSG00000029713.15"	"Gnb2"	chr5	-	137529003	137529509	137529003	137529205	137529442	137529509
1121	"ENSMUSG00000029713.15"	"Gnb2"	chr5	-	137529845	137530290	137529845	137529909	137530183	137530290
1122	"ENSMUSG00000026532.7"	"Spta1"	chr1	+	174229241	174230788	174229241	174229340	174230625	174230788
1123	"ENSMUSG00000053286.11"	"Trmt1l"	chr1	+	151433793	151436707	151433793	151433904	151435727	151436707
1124	"ENSMUSG00000032572.9"	"Col6a4"	chr9	-	106000211	106000895	106000211	106000312	106000827	106000895
1125	"ENSMUSG00000058290.4"	"Espl1"	chr15	+	102322575	102322972	102322575	102322746	102322867	102322972
1126	"ENSMUSG00000030470.15"	"Csrp3"	chr7	-	48833738	48835635	48833738	48833871	48835466	48835635
1127	"ENSMUSG00000017721.15"	"Pigt"	chr2	+	164501080	164501650	164501080	164501168	164501484	164501650
1128	"ENSMUSG00000004100.12"	"Ppan"	chr9	+	20889337	20889684	20889337	20889439	20889633	20889684
1129	"ENSMUSG00000004100.12"	"Ppan"	chr9	+	20891082	20891365	20891082	20891206	20891286	20891365
1130	"ENSMUSG00000071653.9"	"RP24-458M20.2"	chr19	+	8889123	8889727	8889123	8889248	8889636	8889727
1131	"ENSMUSG00000034729.16"	"Mrps10"	chr17	+	47372426	47372645	47372426	47372491	47372572	47372645
1132	"ENSMUSG00000034729.16"	"Mrps10"	chr17	+	47372426	47372645	47372426	47372491	47372575	47372645
1133	"ENSMUSG00000034729.16"	"Mrps10"	chr17	+	47372575	47375109	47372575	47372645	47374972	47375109
1134	"ENSMUSG00000028402.18"	"Mpdz"	chr4	-	81283332	81284699	81283332	81283437	81284576	81284699
1135	"ENSMUSG00000049456.3"	"Olfr1404"	chr1	+	173212391	173212932	173212391	173212471	173212852	173212932
1136	"ENSMUSG00000056394.17"	"Lig1"	chr7	+	13305909	13306055	13305909	13305924	13305925	13306055
1137	"ENSMUSG00000041991.18"	"Hrnr"	chr3	+	93322594	93333570	93322594	93329297	93329828	93333570
1138	"ENSMUSG00000024982.10"	"Zdhhc6"	chr19	-	55300802	55302604	55300802	55301869	55302557	55302604
1139	"ENSMUSG00000041798.15"	"Gck"	chr11	-	5900819	5901814	5900819	5901087	5901662	5901814
1140	"ENSMUSG00000026659.13"	"Dusp12"	chr1	-	170880129	170881041	170880129	170880226	170880914	170881041
1141	"ENSMUSG00000032413.12"	"Rasa2"	chr9	-	96566015	96568487	96566015	96566122	96568363	96568487
1142	"ENSMUSG00000073896.5"	"Olfr716"	chr7	+	107138326	107139104	107138326	107138527	107139004	107139104
1143	"ENSMUSG00000017664.16"	"Slc35c2"	chr2	-	165283248	165283600	165283248	165283407	165283527	165283600
1144	"ENSMUSG00000021420.13"	"Fars2"	chr13	+	36721925	36723104	36721925	36722065	36722971	36723104
1145	"ENSMUSG00000040310.12"	"Alx4"	chr2	+	93675295	93681339	93675295	93675424	93677231	93681339
1146	"ENSMUSG00000043065.12"	"Spice1"	chr16	+	44369879	44370378	44369879	44370019	44370237	44370378
1147	"ENSMUSG00000023277.12"	"Twf2"	chr9	+	106212731	106213063	106212731	106212836	106212937	106213063
1148	"ENSMUSG00000023277.12"	"Twf2"	chr9	+	106214100	106214477	106214100	106214251	106214355	106214477
1149	"ENSMUSG00000059729.2"	"Olfr1385"	chr11	+	49493443	49497496	49493443	49493570	49494761	49497496
1150	"ENSMUSG00000056162.13"	"Cndp1"	chr18	-	84636046	84637964	84636046	84636209	84637814	84637964
1151	"ENSMUSG00000016344.14"	"Ppdpf"	chr2	+	181187549	181187886	181187549	181187736	181187808	181187886
1152	"ENSMUSG00000029622.16"	"Arpc1b"	chr5	+	145123973	145124694	145123973	145124290	145124586	145124694
1153	"ENSMUSG00000028943.18"	"Espn"	chr4	-	152128068	152128553	152128068	152128332	152128407	152128553
1154	"ENSMUSG00000028943.18"	"Espn"	chr4	-	152130768	152131294	152130768	152130961	152131051	152131294
1155	"ENSMUSG00000031494.7"	"Cd209a"	chr8	-	3748672	3748930	3748672	3748759	3748860	3748930
1156	"ENSMUSG00000019139.10"	"Isyna1"	chr8	+	70594480	70594748	70594480	70594543	70594619	70594748
1157	"ENSMUSG00000019139.10"	"Isyna1"	chr8	+	70594619	70594984	70594619	70594748	70594822	70594984
1158	"ENSMUSG00000019139.10"	"Isyna1"	chr8	+	70595138	70595554	70595138	70595271	70595360	70595554
1159	"ENSMUSG00000023977.15"	"Ubr2"	chr17	-	46980319	46981442	46980319	46980418	46981353	46981442
1160	"ENSMUSG00000024773.14"	"Atg2a"	chr19	+	6258550	6258985	6258550	6258633	6258863	6258985
1161	"ENSMUSG00000068245.14"	"Phf11c"	chr14	-	59348731	59349388	59348731	59349051	59349221	59349388
1162	"ENSMUSG00000068245.14"	"Phf11c"	chr14	-	59352650	59353381	59352650	59352782	59353317	59353381
1163	"ENSMUSG00000068245.14"	"Phf11c"	chr14	-	59355139	59356450	59355139	59355189	59356316	59356450
1164	"ENSMUSG00000026709.10"	"Dars2"	chr1	-	161044958	161045476	161044958	161045069	161045257	161045476
1165	"ENSMUSG00000112023.1"	"Lilr4b"	chr10	+	51481139	51481869	51481139	51481424	51481566	51481869
1166	"ENSMUSG00000112023.1"	"Lilr4b"	chr10	+	51481139	51483878	51481139	51481869	51482868	51483878
1167	"ENSMUSG00000112023.1"	"Lilr4b"	chr10	+	51482868	51483878	51482868	51482904	51483761	51483878
1168	"ENSMUSG00000112023.1"	"Lilr4b"	chr10	+	51482868	51483878	51482868	51482927	51483761	51483878
1169	"ENSMUSG00000112023.1"	"Lilr4b"	chr10	+	51482868	51484569	51482868	51483878	51484445	51484569
1170	"ENSMUSG00000006005.17"	"Tpr"	chr1	+	150440066	150440529	150440066	150440198	150440438	150440529
1171	"ENSMUSG00000006005.17"	"Tpr"	chr1	+	150445867	150446241	150445867	150445963	150446084	150446241
1172	"ENSMUSG00000006005.17"	"Tpr"	chr1	+	150447511	150449238	150447511	150447630	150449142	150449238
1173	"ENSMUSG00000070424.12"	"Art5"	chr7	-	102097780	102098510	102097780	102097934	102098228	102098510
1174	"ENSMUSG00000000916.15"	"Nsun5"	chr5	+	135375274	135375698	135375274	135375485	135375554	135375698
1175	"ENSMUSG00000023039.17"	"Krt7"	chr15	+	101413968	101416281	101413968	101414180	101416220	101416281
1176	"ENSMUSG00000028099.8"	"Polr3c"	chr3	-	96723513	96724052	96723513	96723699	96723796	96724052
1177	"ENSMUSG00000008398.15"	"Elk3"	chr10	-	93264879	93265680	93264879	93265010	93265336	93265680
1178	"ENSMUSG00000022210.7"	"Dhrs4"	chr14	+	55487092	55487311	55487092	55487163	55487259	55487311
1179	"ENSMUSG00000006676.16"	"Usp19"	chr9	+	108493560	108494238	108493560	108493863	108494015	108494238
1180	"ENSMUSG00000006676.16"	"Usp19"	chr9	+	108497895	108498241	108497895	108498036	108498122	108498241
1181	"ENSMUSG00000006676.16"	"Usp19"	chr9	+	108497895	108498241	108497895	108498036	108498131	108498241
1182	"ENSMUSG00000024903.10"	"Lao1"	chr4	+	118967094	118967489	118967094	118967163	118967352	118967489
1183	"ENSMUSG00000066800.11"	"Rnasel"	chr1	+	153758382	153758588	153758382	153758419	153758527	153758588
1184	"ENSMUSG00000066800.11"	"Rnasel"	chr1	+	153759543	153760814	153759543	153759676	153760774	153760814
1185	"ENSMUSG00000000632.13"	"Sez6"	chr11	+	77973782	77974329	77973782	77973977	77974190	77974329
1186	"ENSMUSG00000000632.13"	"Sez6"	chr11	+	77973782	77974636	77973782	77974329	77974439	77974636
1187	"ENSMUSG00000011096.17"	"Akt1s1"	chr7	+	44853779	44854108	44853779	44853857	44853938	44854108
1188	"ENSMUSG00000020741.17"	"Cluh"	chr11	+	74664030	74664926	74664030	74664131	74664773	74664926
1189	"ENSMUSG00000020741.17"	"Cluh"	chr11	+	74665006	74665426	74665006	74665069	74665181	74665426
1190	"ENSMUSG00000032128.15"	"Robo3"	chr9	-	37416696	37417502	37416696	37416920	37417325	37417502
1191	"ENSMUSG00000032128.15"	"Robo3"	chr9	-	37416696	37417801	37416696	37417502	37417690	37417801
1192	"ENSMUSG00000032128.15"	"Robo3"	chr9	-	37421818	37422340	37421818	37421940	37422114	37422340
1193	"ENSMUSG00000062609.13"	"Kcnj15"	chr16	+	95257557	95258451	95257557	95257734	95258246	95258451
1194	"ENSMUSG00000062609.13"	"Kcnj15"	chr16	+	95257557	95258451	95257557	95257734	95258350	95258451
1195	"ENSMUSG00000022109.6"	"Med4"	chr14	+	73516635	73517338	73516635	73516722	73517206	73517338
1196	"ENSMUSG00000038780.14"	"Smurf1"	chr5	-	144880624	144881819	144880624	144880700	144881617	144881819
1197	"ENSMUSG00000038780.14"	"Smurf1"	chr5	-	144880624	144881819	144880624	144880709	144881617	144881819
1198	"ENSMUSG00000066952.11"	"Myo1h"	chr5	+	114361042	114361324	114361042	114361113	114361199	114361324
1199	"ENSMUSG00000066952.11"	"Myo1h"	chr5	+	114361042	114361324	114361042	114361113	114361226	114361324
1200	"ENSMUSG00000010311.15"	"Optc"	chr1	-	133897198	133898437	133897198	133897970	133898341	133898437
1201	"ENSMUSG00000023153.9"	"Tmem52"	chr4	+	155469302	155469503	155469302	155469346	155469443	155469503
1202	"ENSMUSG00000023153.9"	"Tmem52"	chr4	+	155469302	155469503	155469302	155469346	155469461	155469503
1203	"ENSMUSG00000029055.17"	"Plch2"	chr4	-	154983366	154985392	154983366	154984965	154985365	154985392
1204	"ENSMUSG00000029055.17"	"Plch2"	chr4	-	154985365	154987016	154985365	154985392	154986214	154987016
1205	"ENSMUSG00000029055.17"	"Plch2"	chr4	-	154985365	154987016	154985365	154985392	154986718	154987016
1206	"ENSMUSG00000036932.14"	"Aifm1"	chrX	-	48483154	48484635	48483154	48483262	48484526	48484635
1207	"ENSMUSG00000080316.11"	"Spaca6"	chr17	+	17838086	17838509	17838086	17838243	17838315	17838509
1208	"ENSMUSG00000024334.8"	"H2-Oa"	chr17	+	34093832	34094589	34093832	34094081	34094307	34094589
1209	"ENSMUSG00000020817.16"	"Rabep1"	chr11	+	70934404	70935182	70934404	70934594	70935120	70935182
1210	"ENSMUSG00000020817.16"	"Rabep1"	chr11	+	70934404	70935182	70934404	70934594	70935126	70935182
1211	"ENSMUSG00000055762.16"	"Eef1d"	chr15	-	75896242	75896740	75896242	75896464	75896639	75896740
1212	"ENSMUSG00000028656.14"	"Cap1"	chr4	-	122862622	122863085	122862622	122862746	122862900	122863085
1213	"ENSMUSG00000001909.15"	"Trmt1"	chr8	+	84690516	84690947	84690516	84690572	84690772	84690947
1214	"ENSMUSG00000001909.15"	"Trmt1"	chr8	+	84690516	84690947	84690516	84690572	84690784	84690947
1215	"ENSMUSG00000001909.15"	"Trmt1"	chr8	+	84690516	84690947	84690516	84690572	84690801	84690947
1216	"ENSMUSG00000001909.15"	"Trmt1"	chr8	+	84690516	84690947	84690516	84690572	84690810	84690947
1217	"ENSMUSG00000001909.15"	"Trmt1"	chr8	+	84695427	84696975	84695427	84695540	84696826	84696975
1218	"ENSMUSG00000001909.15"	"Trmt1"	chr8	+	84697114	84697348	84697114	84697201	84697268	84697348
1219	"ENSMUSG00000001909.15"	"Trmt1"	chr8	+	84699340	84699786	84699340	84699470	84699602	84699786
1220	"ENSMUSG00000000318.16"	"Clec10a"	chr11	+	70170417	70170833	70170417	70170470	70170604	70170833
1221	"ENSMUSG00000074643.12"	"Cpne1"	chr2	-	156073798	156074309	156073798	156073992	156074175	156074309
1222	"ENSMUSG00000074643.12"	"Cpne1"	chr2	-	156073798	156074309	156073798	156074035	156074175	156074309
1223	"ENSMUSG00000074643.12"	"Cpne1"	chr2	-	156078146	156078421	156078146	156078233	156078331	156078421
1224	"ENSMUSG00000074643.12"	"Cpne1"	chr2	-	156078751	156078974	156078751	156078823	156078899	156078974
1225	"ENSMUSG00000006024.13"	"Napa"	chr7	+	16113349	16113560	16113349	16113405	16113475	16113560
1226	"ENSMUSG00000029359.13"	"Tesc"	chr5	+	118056376	118056644	118056376	118056438	118056536	118056644
1227	"ENSMUSG00000029359.13"	"Tesc"	chr5	+	118056376	118056644	118056376	118056443	118056536	118056644
1228	"ENSMUSG00000041939.14"	"Mvk"	chr5	+	114445387	114446306	114445387	114445479	114446158	114446306
1229	"ENSMUSG00000034684.12"	"Sema3f"	chr9	-	107684221	107684591	107684221	107684379	107684549	107684591
1230	"ENSMUSG00000004187.11"	"Kifc2"	chr15	+	76662594	76662896	76662594	76662672	76662781	76662896
1231	"ENSMUSG00000037353.9"	"Letmd1"	chr15	+	100475022	100475407	100475022	100475209	100475305	100475407
1232	"ENSMUSG00000037353.9"	"Letmd1"	chr15	+	100475501	100476886	100475501	100475654	100476789	100476886
1233	"ENSMUSG00000036291.6"	"Ap5m1"	chr14	+	49073548	49074194	49073548	49073742	49073969	49074194
1234	"ENSMUSG00000035278.9"	"Plekhj1"	chr10	-	80796590	80796822	80796590	80796654	80796731	80796822
1235	"ENSMUSG00000035278.9"	"Plekhj1"	chr10	-	80797772	80797977	80797772	80797839	80797909	80797977
1236	"ENSMUSG00000034579.17"	"Pla2g3"	chr11	+	3491891	3492242	3491891	3492021	3492125	3492242
1237	"ENSMUSG00000025158.7"	"Rfng"	chr11	-	120782382	120783160	120782382	120782548	120783006	120783160
1238	"ENSMUSG00000024002.17"	"Brd4"	chr17	-	32198030	32198562	32198030	32198274	32198356	32198562
1239	"ENSMUSG00000024002.17"	"Brd4"	chr17	-	32198895	32199270	32198895	32199058	32199157	32199270
1240	"ENSMUSG00000020134.13"	"Peli1"	chr11	+	21140563	21142657	21140563	21140693	21142555	21142657
1241	"ENSMUSG00000115177.1"	"RP23-242B22.1"	chr15	-	46456944	46457189	46456944	46457058	46457179	46457189
1242	"ENSMUSG00000024128.13"	"Sbp"	chr17	+	23945006	23945603	23945006	23945106	23945559	23945603
1243	"ENSMUSG00000027514.14"	"Zbp1"	chr2	-	173210535	173212266	173210535	173210733	173212098	173212266
1244	"ENSMUSG00000051169.14"	"Rpusd3"	chr6	-	113417140	113417411	113417140	113417225	113417303	113417411
1245	"ENSMUSG00000031991.10"	"Spata19"	chr9	+	27396820	27397176	27396820	27396946	27397119	27397176
1246	"ENSMUSG00000025332.14"	"Kdm5c"	chrX	+	152244872	152245283	152244872	152244996	152245101	152245283
1247	"ENSMUSG00000026958.13"	"Dpp7"	chr2	-	25354892	25355721	25354892	25355028	25355557	25355721
1248	"ENSMUSG00000026958.13"	"Dpp7"	chr2	-	25355813	25356142	25355813	25355953	25356028	25356142
1249	"ENSMUSG00000073422.10"	"H2-Ke6"	chr17	-	34026032	34026470	34026032	34026225	34026395	34026470
1250	"ENSMUSG00000073422.10"	"H2-Ke6"	chr17	-	34026850	34027101	34026850	34026935	34027015	34027101
1251	"ENSMUSG00000073422.10"	"H2-Ke6"	chr17	-	34027405	34027840	34027405	34027522	34027622	34027840
1252	"ENSMUSG00000066232.4"	"Ipo7"	chr7	+	110044617	110046251	110044617	110044734	110046161	110046251
1253	"ENSMUSG00000066232.4"	"Ipo7"	chr7	+	110048944	110049693	110048944	110049070	110049595	110049693
1254	"ENSMUSG00000068735.14"	"Trp53i11"	chr2	+	93198894	93199458	93198894	93198991	93199356	93199458
1255	"ENSMUSG00000096972.7"	"Gm26883"	chr2	-	169883511	169888503	169883511	169883958	169884165	169888503
1256	"ENSMUSG00000004264.17"	"Phb2"	chr6	+	124713983	124714959	124713983	124714168	124714829	124714959
1257	"ENSMUSG00000004264.17"	"Phb2"	chr6	+	124715953	124716430	124715953	124716030	124716424	124716430
1258	"ENSMUSG00000073468.11"	"Sft2d1"	chr17	+	8321799	8323335	8321799	8321835	8323276	8323335
1259	"ENSMUSG00000073468.11"	"Sft2d1"	chr17	+	8321799	8323335	8321799	8322140	8323276	8323335
1260	"ENSMUSG00000070425.13"	"Xntrpc"	chr7	+	102082040	102083018	102082040	102082146	102082972	102083018
1261	"ENSMUSG00000064120.13"	"Mocs1"	chr17	+	49454029	49455435	49454029	49454201	49455256	49455435
1262	"ENSMUSG00000001588.12"	"Acap1"	chr11	-	69884321	69884680	69884321	69884491	69884585	69884680
1263	"ENSMUSG00000001588.12"	"Acap1"	chr11	-	69884795	69885604	69884795	69884865	69885392	69885604
1264	"ENSMUSG00000004630.18"	"Pcp2"	chr8	-	3623376	3624632	3623376	3623558	3624507	3624632
1265	"ENSMUSG00000025410.10"	"Dctn2"	chr10	+	127277694	127278222	127277694	127277772	127277866	127278222
1266	"ENSMUSG00000025410.10"	"Dctn2"	chr10	+	127277866	127278222	127277866	127277938	127278119	127278222
1267	"ENSMUSG00000026207.16"	"Speg"	chr1	+	75426763	75427211	75426763	75426880	75427043	75427211
1268	"ENSMUSG00000030035.14"	"Wbp1"	chr6	-	83120184	83120876	83120184	83120287	83120771	83120876
1269	"ENSMUSG00000022211.9"	"Carmil3"	chr14	+	55501458	55501893	55501458	55501593	55501829	55501893
1270	"ENSMUSG00000022211.9"	"Carmil3"	chr14	+	55501458	55502433	55501458	55501893	55502224	55502433
1271	"ENSMUSG00000022211.9"	"Carmil3"	chr14	+	55505399	55505659	55505399	55505466	55505569	55505659
1272	"ENSMUSG00000022211.9"	"Carmil3"	chr14	+	55505399	55505659	55505399	55505471	55505569	55505659
1273	"ENSMUSG00000030083.11"	"Abtb1"	chr6	-	88836524	88838285	88836524	88836725	88838117	88838285
1274	"ENSMUSG00000030083.11"	"Abtb1"	chr6	-	88840709	88840900	88840709	88840765	88840837	88840900
1275	"ENSMUSG00000030083.11"	"Abtb1"	chr6	-	88840709	88840900	88840709	88840781	88840837	88840900
1276	"ENSMUSG00000030083.11"	"Abtb1"	chr6	-	88840709	88840900	88840709	88840765	88840872	88840900
1277	"ENSMUSG00000031098.18"	"Syt8"	chr7	+	142438893	142439280	142438893	142438992	142439121	142439280
1278	"ENSMUSG00000031098.18"	"Syt8"	chr7	+	142438893	142439521	142438893	142439280	142439353	142439521
1279	"ENSMUSG00000041459.15"	"Tardbp"	chr4	-	148612381	148618791	148612381	148617705	148618646	148618791
1280	"ENSMUSG00000041459.15"	"Tardbp"	chr4	-	148612381	148618791	148612381	148617635	148618664	148618791
1281	"ENSMUSG00000041459.15"	"Tardbp"	chr4	-	148612381	148618791	148612381	148617705	148618664	148618791
1282	"ENSMUSG00000054099.11"	"Slc25a40"	chr5	+	8440720	8442571	8440720	8440788	8442446	8442571
1283	"ENSMUSG00000022241.6"	"Tars"	chr15	-	11388080	11388460	11388080	11388218	11388297	11388460
1284	"ENSMUSG00000022241.6"	"Tars"	chr15	-	11391813	11392034	11391813	11391892	11391969	11392034
1285	"ENSMUSG00000001520.12"	"Nrip2"	chr6	+	128404934	128406572	128404934	128405084	128406489	128406572
1286	"ENSMUSG00000001520.12"	"Nrip2"	chr6	+	128407685	128408932	128407685	128407738	128407983	128408932
1287	"ENSMUSG00000001520.12"	"Nrip2"	chr6	+	128407685	128408932	128407685	128407738	128408204	128408932
1288	"ENSMUSG00000041375.18"	"Ccdc9"	chr7	-	16276726	16278538	16276726	16276773	16278356	16278538
1289	"ENSMUSG00000029221.15"	"Slc30a9"	chr5	+	67342093	67344569	67342093	67342229	67344529	67344569
1290	"ENSMUSG00000053158.10"	"Fes"	chr7	-	80379817	80380892	80379817	80379912	80380208	80380892
1291	"ENSMUSG00000053158.10"	"Fes"	chr7	-	80380208	80380892	80380208	80380327	80380838	80380892
1292	"ENSMUSG00000053158.10"	"Fes"	chr7	-	80381164	80381810	80381164	80381287	80381600	80381810
1293	"ENSMUSG00000053158.10"	"Fes"	chr7	-	80382810	80383189	80382810	80382933	80383069	80383189
1294	"ENSMUSG00000053158.10"	"Fes"	chr7	-	80383069	80383406	80383069	80383189	80383268	80383406
1295	"ENSMUSG00000053158.10"	"Fes"	chr7	-	80383833	80384287	80383833	80384017	80384190	80384287
1296	"ENSMUSG00000053158.10"	"Fes"	chr7	-	80383833	80384287	80383833	80384017	80384239	80384287
1297	"ENSMUSG00000022106.14"	"Rcbtb2"	chr14	+	73154314	73154894	73154314	73154408	73154830	73154894
1298	"ENSMUSG00000022106.14"	"Rcbtb2"	chr14	+	73154314	73154894	73154314	73154410	73154830	73154894
1299	"ENSMUSG00000022106.14"	"Rcbtb2"	chr14	+	73176994	73178563	73176994	73177134	73178432	73178563
1300	"ENSMUSG00000034610.14"	"Zcchc11"	chr4	+	108557321	108559415	108557321	108557474	108558714	108559415
1301	"ENSMUSG00000097195.9"	"Snhg5"	chr9	-	88521917	88522381	88521917	88521975	88522306	88522381
1302	"ENSMUSG00000021868.7"	"Ppif"	chr14	+	25696003	25698341	25696003	25696092	25698265	25698341
