ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
3129	"ENSMUSG00000035372.1"	"1810055G02Rik"	chr19	+	3714403	3714625	3708332	3708436	3715637	3715802
3133	"ENSMUSG00000021113.5"	"Snapc1"	chr12	+	73969526	73969631	73968238	73968379	73970180	73970339
3135	"ENSMUSG00000029151.14"	"Slc30a3"	chr5	-	31090055	31090237	31089553	31089700	31093262	31093615
3142	"ENSMUSG00000031158.11"	"Timm17b"	chrX	+	7900960	7901060	7899356	7899469	7903672	7903736
3144	"ENSMUSG00000057715.13"	"AC103635.1"	chr1	+	11545153	11545282	11518577	11518709	11562962	11562991
3146	"ENSMUSG00000042489.15"	"Clspn"	chr4	+	126572278	126572470	126565970	126566581	126573135	126573308
3162	"ENSMUSG00000034021.15"	"Pds5b"	chr5	+	150728893	150728974	150723244	150723371	150736278	150736419
3163	"ENSMUSG00000034021.15"	"Pds5b"	chr5	+	150793548	150793611	150792566	150792686	150794267	150794413
3167	"ENSMUSG00000025856.15"	"Pdgfa"	chr5	-	138994708	138994838	138993287	138993384	138996198	138996396
3180	"ENSMUSG00000037313.16"	"Tacc3"	chr5	+	33661520	33661645	33661221	33661384	33663820	33663902
3182	"ENSMUSG00000020775.13"	"Mrpl38"	chr11	-	116132419	116132556	116131816	116132130	116132742	116132901
3183	"ENSMUSG00000020775.13"	"Mrpl38"	chr11	-	116135190	116135325	116134907	116135116	116138441	116138621
3184	"ENSMUSG00000026219.14"	"Trip12"	chr1	-	84738677	84738834	84736981	84737080	84742186	84742338
3185	"ENSMUSG00000026219.14"	"Trip12"	chr1	-	84739513	84739656	84738677	84738834	84742186	84742338
3188	"ENSMUSG00000026219.14"	"Trip12"	chr1	-	84793524	84794327	84786090	84786196	84814822	84814969
3192	"ENSMUSG00000030421.9"	"Uri1"	chr7	-	37996686	37996721	37982869	37982948	38019109	38019165
3202	"ENSMUSG00000003355.7"	"Fkbp11"	chr15	-	98726483	98726554	98724369	98724602	98726899	98726933
3214	"ENSMUSG00000039781.14"	"Cep131"	chr11	-	120067945	120068147	120067128	120067237	120068697	120068800
3215	"ENSMUSG00000039781.14"	"Cep131"	chr11	-	120069948	120069994	120068697	120068800	120070288	120070405
3217	"ENSMUSG00000039781.14"	"Cep131"	chr11	-	120075563	120075710	120073740	120073858	120076088	120076202
3221	"ENSMUSG00000044835.15"	"Ankrd45"	chr1	+	161155245	161155413	161150964	161151317	161160666	161160761
3226	"ENSMUSG00000097239.7"	"RP23-124N11.3"	chr11	-	101408130	101408225	101406663	101407024	101409652	101409707
3238	"ENSMUSG00000032306.14"	"Mpi"	chr9	-	57546393	57546567	57545194	57545403	57548527	57548710
3240	"ENSMUSG00000024889.4"	"Rce1"	chr19	-	4623500	4623563	4622590	4623242	4623825	4623897
3241	"ENSMUSG00000024889.4"	"Rce1"	chr19	-	4623500	4623576	4623140	4623242	4623825	4623897
3255	"ENSMUSG00000025086.12"	"Trub1"	chr19	+	57458089	57458188	57452905	57453196	57464369	57464425
3260	"ENSMUSG00000042724.8"	"Map3k9"	chr12	-	81729682	81729836	81725721	81725834	81730536	81730659
3286	"ENSMUSG00000002342.17"	"Tmem161a"	chr8	+	70177240	70177338	70176844	70176925	70177451	70177608
3292	"ENSMUSG00000027715.9"	"Ccna2"	chr3	-	36566540	36566674	36564864	36566282	36566999	36567113
3293	"ENSMUSG00000027715.9"	"Ccna2"	chr3	-	36566999	36567113	36566540	36566674	36567723	36567931
3294	"ENSMUSG00000027715.9"	"Ccna2"	chr3	-	36568587	36568811	36567723	36567931	36568979	36569089
3295	"ENSMUSG00000027715.9"	"Ccna2"	chr3	-	36570075	36570165	36568979	36569089	36570735	36570979
3299	"ENSMUSG00000005674.9"	"Tomm40l"	chr1	-	171221167	171221260	171220804	171220906	171221571	171221639
3300	"ENSMUSG00000005674.9"	"Tomm40l"	chr1	-	171221903	171222025	171221571	171221639	171222374	171222444
3301	"ENSMUSG00000005674.9"	"Tomm40l"	chr1	-	171221903	171222053	171221571	171221639	171222374	171222460
3302	"ENSMUSG00000005674.9"	"Tomm40l"	chr1	-	171221903	171222153	171221179	171221639	171222374	171222432
3308	"ENSMUSG00000008892.12"	"Vdac3"	chr8	-	22578991	22579142	22578042	22578100	22580339	22580567
3310	"ENSMUSG00000026036.17"	"Nif3l1"	chr1	+	58447633	58448089	58445150	58445634	58450386	58450549
3314	"ENSMUSG00000031955.10"	"Bcar1"	chr8	-	111713338	111714436	111712600	111712690	111715282	111715399
3315	"ENSMUSG00000031955.10"	"Bcar1"	chr8	-	111720698	111721331	111715614	111715776	111743688	111743809
3316	"ENSMUSG00000020166.15"	"Cnot2"	chr10	-	116501191	116501317	116499341	116499466	116517316	116517383
3319	"ENSMUSG00000020166.15"	"Cnot2"	chr10	-	116507040	116507188	116504034	116504114	116517316	116517383
3320	"ENSMUSG00000020166.15"	"Cnot2"	chr10	-	116517316	116517383	116501191	116501317	116527826	116527949
3323	"ENSMUSG00000020166.15"	"Cnot2"	chr10	-	116527826	116527949	116501191	116501317	116581452	116581485
3325	"ENSMUSG00000020166.15"	"Cnot2"	chr10	-	116527826	116527949	116507040	116507188	116581452	116581485
3326	"ENSMUSG00000020166.15"	"Cnot2"	chr10	-	116527826	116527949	116517316	116517383	116549032	116549105
3327	"ENSMUSG00000020166.15"	"Cnot2"	chr10	-	116537220	116537278	116527826	116527949	116549032	116549175
3328	"ENSMUSG00000020166.15"	"Cnot2"	chr10	-	116537220	116537448	116527826	116527949	116549032	116549105
3329	"ENSMUSG00000020166.15"	"Cnot2"	chr10	-	116549032	116549105	116527826	116527949	116581452	116581483
3330	"ENSMUSG00000020166.15"	"Cnot2"	chr10	-	116549032	116549175	116507040	116507188	116581452	116581465
3331	"ENSMUSG00000020166.15"	"Cnot2"	chr10	-	116549032	116549175	116527826	116527949	116581452	116581465
3333	"ENSMUSG00000062270.13"	"Morf4l1"	chr9	-	90096502	90096604	90095120	90095209	90097371	90097460
3335	"ENSMUSG00000062270.13"	"Morf4l1"	chr9	-	90100442	90100523	90097863	90097889	90114535	90114659
3336	"ENSMUSG00000062270.13"	"Morf4l1"	chr9	-	90102299	90102386	90097371	90100523	90107234	90107302
3337	"ENSMUSG00000062270.13"	"Morf4l1"	chr9	-	90102299	90102386	90097371	90100523	90114535	90114698
3338	"ENSMUSG00000062270.13"	"Morf4l1"	chr9	-	90102299	90102386	90097863	90097889	90114535	90114698
3345	"ENSMUSG00000096959.1"	"RP23-230D17.6"	chr16	+	11179634	11179771	11178175	11179512	11180132	11180328
3346	"ENSMUSG00000038502.16"	"Ptov1"	chr7	-	44864382	44864487	44863534	44863732	44864611	44864666
3347	"ENSMUSG00000038502.16"	"Ptov1"	chr7	-	44866809	44866917	44865471	44865627	44867059	44867117
3352	"ENSMUSG00000020715.9"	"Ern1"	chr11	-	106414350	106414469	106411622	106411814	106418823	106418989
3358	"ENSMUSG00000036572.16"	"Upf3b"	chrX	-	37104428	37104527	37102026	37102137	37108914	37109021
3359	"ENSMUSG00000003062.13"	"Stard3nl"	chr13	-	19367743	19367839	19358977	19359051	19372587	19372665
3361	"ENSMUSG00000003062.13"	"Stard3nl"	chr13	-	19370249	19370533	19367743	19367839	19372587	19372665
3362	"ENSMUSG00000003062.13"	"Stard3nl"	chr13	-	19370479	19370533	19367743	19367839	19372587	19372665
3378	"ENSMUSG00000004356.8"	"Utp20"	chr10	-	88751344	88751532	88750651	88750723	88752906	88753039
3381	"ENSMUSG00000039062.15"	"Anpep"	chr7	-	79838646	79838790	79838412	79838478	79838887	79839001
3383	"ENSMUSG00000026455.14"	"Klhl12"	chr1	+	134463826	134463980	134458427	134458666	134467650	134467868
3384	"ENSMUSG00000026455.14"	"Klhl12"	chr1	+	134467650	134467868	134458427	134458666	134472393	134472543
3390	"ENSMUSG00000002948.19"	"Map2k7"	chr8	+	4240687	4240735	4238760	4239033	4243303	4243445
3391	"ENSMUSG00000002948.19"	"Map2k7"	chr8	+	4244860	4245003	4244636	4244775	4245542	4245588
3393	"ENSMUSG00000021697.12"	"Depdc1b"	chr13	+	108368812	108368860	108363532	108363663	108373712	108373853
3395	"ENSMUSG00000087651.3"	"RP24-175N4.1"	chr10	+	83737908	83737933	83722864	83723034	83757444	83757480
3399	"ENSMUSG00000025453.18"	"Nnt"	chr13	-	119404551	119404754	119396746	119396976	119408902	119408997
3405	"ENSMUSG00000105053.1"	"RP24-180F7.1"	chr3	+	103817759	103817843	103814824	103815321	103818803	103818907
3406	"ENSMUSG00000105053.1"	"RP24-180F7.1"	chr3	+	103818803	103818907	103817759	103817843	103820253	103820461
3410	"ENSMUSG00000000958.10"	"Slc7a7"	chr14	-	54374547	54374671	54374213	54374317	54377765	54377910
3411	"ENSMUSG00000000958.10"	"Slc7a7"	chr14	-	54374547	54374671	54374213	54374317	54408502	54409048
3412	"ENSMUSG00000000958.10"	"Slc7a7"	chr14	-	54377765	54377910	54374213	54374317	54408502	54409048
3413	"ENSMUSG00000000958.10"	"Slc7a7"	chr14	-	54377765	54377910	54374547	54374671	54408502	54409048
3414	"ENSMUSG00000000958.10"	"Slc7a7"	chr14	-	54378995	54379121	54377765	54377910	54408502	54409048
3415	"ENSMUSG00000000958.10"	"Slc7a7"	chr14	-	54408502	54409048	54378994	54379121	54416588	54416770
3416	"ENSMUSG00000000958.10"	"Slc7a7"	chr14	-	54411584	54411646	54408534	54409048	54413879	54414014
3417	"ENSMUSG00000000958.10"	"Slc7a7"	chr14	-	54411584	54411646	54408534	54409048	54416588	54416770
3418	"ENSMUSG00000000958.10"	"Slc7a7"	chr14	-	54413879	54414013	54408502	54409048	54416588	54416770
3420	"ENSMUSG00000034218.15"	"Atm"	chr9	-	53461111	53461120	53460890	53461010	53462480	53462585
3422	"ENSMUSG00000022200.8"	"Golph3"	chr15	+	12339627	12339759	12321449	12321956	12343036	12343151
3424	"ENSMUSG00000022200.8"	"Golph3"	chr15	+	12343272	12343321	12343036	12343151	12349367	12351591
3432	"ENSMUSG00000043207.10"	"Zmpste24"	chr4	-	121087308	121087395	121083308	121083425	121095551	121095698
3435	"ENSMUSG00000003573.15"	"Homer3"	chr8	+	70285393	70285550	70285233	70285315	70285930	70286062
3437	"ENSMUSG00000003573.15"	"Homer3"	chr8	+	70291516	70291603	70291317	70291428	70292974	70294353
3438	"ENSMUSG00000003573.15"	"Homer3"	chr8	+	70291525	70291603	70291317	70291428	70292974	70294361
3439	"ENSMUSG00000030423.7"	"Pop4"	chr7	-	38265899	38265961	38264327	38264429	38266126	38266204
3447	"ENSMUSG00000046311.13"	"Zfp62"	chr11	+	49204450	49204475	49203733	49204210	49212694	49212776
3454	"ENSMUSG00000022710.17"	"Usp7"	chr16	-	8756815	8757072	8716514	8716619	8792235	8792308
3455	"ENSMUSG00000025007.13"	"Aldh18a1"	chr19	-	40569032	40569177	40568321	40568395	40570467	40570592
3459	"ENSMUSG00000003644.17"	"Rps6ka1"	chr4	-	133871549	133871631	133869498	133869579	133880916	133880961
3463	"ENSMUSG00000053062.15"	"Jam2"	chr16	+	84818757	84818775	84816265	84816373	84821259	84821302
3464	"ENSMUSG00000053062.15"	"Jam2"	chr16	+	84818759	84818775	84816265	84816373	84821259	84821302
3467	"ENSMUSG00000020392.8"	"Cdkn2aipnl"	chr11	+	51970143	51970243	51967660	51967957	51975899	51976244
3470	"ENSMUSG00000022091.6"	"Sorbs3"	chr14	-	70191147	70191200	70191015	70191062	70191432	70191575
3476	"ENSMUSG00000090290.2"	"RP23-109A22.2"	chr8	-	126470018	126470088	126467033	126467182	126471301	126471399
3480	"ENSMUSG00000029554.15"	"Mad1l1"	chr5	-	140261497	140261584	140193913	140194058	140295786	140295848
3483	"ENSMUSG00000027479.14"	"Mapre1"	chr2	+	153746255	153746379	153741273	153741419	153755930	153756076
3490	"ENSMUSG00000030216.12"	"Wbp11"	chr6	-	136821176	136821376	136820506	136820698	136821528	136821662
3493	"ENSMUSG00000024858.13"	"Adrbk1"	chr19	-	4294849	4294926	4292766	4292840	4305901	4306027
3510	"ENSMUSG00000116275.1"	"Zc3h11a"	chr1	-	133653972	133654032	133647335	133647529	133661236	133661380
3512	"ENSMUSG00000018160.15"	"Med1"	chr11	-	98160936	98161042	98152154	98158469	98161143	98161239
3514	"ENSMUSG00000032386.15"	"Trip4"	chr9	-	65896696	65896930	65884927	65885247	65908438	65908794
3518	"ENSMUSG00000050199.13"	"Lgr4"	chr2	+	109989704	109989776	109970691	109970763	109991103	109991175
3525	"ENSMUSG00000021432.15"	"Slc35b3"	chr13	-	38943058	38943166	38939442	38939972	38954108	38954230
3538	"ENSMUSG00000019988.7"	"Nedd1"	chr10	-	92691833	92692036	92690627	92690784	92692887	92692935
3551	"ENSMUSG00000021987.9"	"Mtmr6"	chr14	+	60280082	60280245	60277128	60277245	60281936	60282094
3555	"ENSMUSG00000057363.12"	"Uxs1"	chr1	-	43764889	43765009	43760520	43760564	43771680	43771802
3556	"ENSMUSG00000057363.12"	"Uxs1"	chr1	-	43780064	43780169	43774816	43774876	43790463	43790550
3562	"ENSMUSG00000100199.1"	"RP23-223M20.2"	chr15	+	82900718	82901072	82899079	82899268	82901715	82901814
3563	"ENSMUSG00000099908.1"	"RP23-357J7.8"	chr16	+	18897697	18897788	18896453	18896564	18899362	18899457
3571	"ENSMUSG00000039200.16"	"Atf7ip2"	chr16	+	10237165	10237232	10236157	10236219	10240560	10240646
3578	"ENSMUSG00000005871.14"	"Apc"	chr18	+	34282006	34282009	34279268	34279352	34296030	34296129
3579	"ENSMUSG00000005871.14"	"Apc"	chr18	+	34289837	34289942	34279268	34279352	34296030	34296129
3586	"ENSMUSG00000028019.9"	"Pdgfc"	chr3	+	81141404	81141600	81036415	81037554	81174815	81174996
3588	"ENSMUSG00000018932.9"	"Map2k3"	chr11	+	60946643	60946771	60944664	60944781	60947110	60947188
3589	"ENSMUSG00000005873.5"	"Reep5"	chr18	-	34357091	34357230	34349634	34349803	34372404	34372498
3590	"ENSMUSG00000040446.3"	"Rprd1a"	chr18	-	24509792	24509922	24508169	24508276	24529915	24530204
3603	"ENSMUSG00000058704.7"	"Memo1"	chr17	-	74217026	74217103	74202260	74202365	74225431	74225574
3604	"ENSMUSG00000058704.7"	"Memo1"	chr17	-	74255227	74255296	74244974	74245087	74258423	74258505
3605	"ENSMUSG00000041438.8"	"Utp4"	chr8	+	106912225	106912348	106910941	106911006	106913347	106913504
3607	"ENSMUSG00000038932.13"	"Tcfl5"	chr2	-	180635253	180635395	180621955	180622714	180638403	180638647
3613	"ENSMUSG00000002985.16"	"Apoe"	chr7	-	19697478	19697614	19696843	19697103	19698187	19698247
3614	"ENSMUSG00000002985.16"	"Apoe"	chr7	-	19697478	19697647	19696108	19697103	19698187	19698253
3631	"ENSMUSG00000002679.14"	"Med6"	chr12	-	81574524	81574552	81573556	81573960	81579569	81579685
3633	"ENSMUSG00000030346.16"	"Rad51ap1"	chr6	-	126928140	126928227	126927537	126927690	126929992	126930102
3647	"ENSMUSG00000009563.16"	"Tor2a"	chr2	+	32759526	32759702	32757275	32758936	32760588	32760716
3651	"ENSMUSG00000029326.13"	"Enoph1"	chr5	+	100060973	100061167	100059139	100059241	100062142	100062275
3661	"ENSMUSG00000038764.14"	"Ptpn3"	chr4	-	57223618	57223675	57221897	57222054	57225505	57225583
3683	"ENSMUSG00000050697.9"	"Prkaa1"	chr15	+	5164711	5164805	5160602	5160744	5168567	5168712
3684	"ENSMUSG00000020814.13"	"Mxra7"	chr11	-	116810779	116810867	116807912	116807968	116811922	116812016
3685	"ENSMUSG00000020814.13"	"Mxra7"	chr11	-	116810787	116810867	116807728	116807968	116811922	116812016
3689	"ENSMUSG00000006057.15"	"Atp5g1"	chr11	-	96073961	96074039	96073522	96073701	96074986	96075033
3690	"ENSMUSG00000049755.14"	"Zfp672"	chr11	-	58319866	58319954	58319323	58319590	58322568	58322729
3701	"ENSMUSG00000033323.13"	"Ctdp1"	chr18	-	80434165	80434328	80420442	80420630	80445885	80446095
3702	"ENSMUSG00000052752.15"	"Traf7"	chr17	-	24511314	24511397	24510658	24510698	24511571	24511699
3707	"ENSMUSG00000052752.15"	"Traf7"	chr17	-	24516504	24516596	24514712	24514866	24518741	24518794
3709	"ENSMUSG00000052752.15"	"Traf7"	chr17	-	24516504	24516599	24514712	24514866	24518741	24518794
3710	"ENSMUSG00000052752.15"	"Traf7"	chr17	-	24518741	24518794	24516504	24516599	24519130	24519246
3711	"ENSMUSG00000052752.15"	"Traf7"	chr17	-	24518741	24518799	24516299	24516599	24519130	24519208
3725	"ENSMUSG00000028567.8"	"Txndc12"	chr4	+	108845950	108846011	108834600	108834856	108853168	108853221
3726	"ENSMUSG00000041057.9"	"Wdr43"	chr17	+	71641286	71641418	71640233	71640320	71642704	71642833
3727	"ENSMUSG00000041057.9"	"Wdr43"	chr17	+	71648772	71648859	71642704	71642833	71650016	71650048
3730	"ENSMUSG00000004530.12"	"Coro1c"	chr5	-	113865638	113865761	113852170	113852300	113881957	113882157
3732	"ENSMUSG00000061477.4"	"Rps7"	chr12	-	28635579	28635663	28635174	28635487	28635855	28635878
3735	"ENSMUSG00000069729.13"	"Arid1b"	chr17	+	5097573	5097732	5040577	5040774	5126913	5127024
3739	"ENSMUSG00000052566.8"	"Hook2"	chr8	+	84997163	84997251	84996954	84997065	84997378	84997448
3740	"ENSMUSG00000052566.8"	"Hook2"	chr8	+	84998489	84998524	84998203	84998291	85001154	85001237
3741	"ENSMUSG00000019782.10"	"Rwdd1"	chr10	-	34001657	34001790	34001136	34001199	34002423	34002567
3742	"ENSMUSG00000034908.16"	"Sidt2"	chr9	-	45939406	45939507	45939304	45939316	45941300	45941408
3743	"ENSMUSG00000034908.16"	"Sidt2"	chr9	-	45939406	45939520	45937856	45939316	45941300	45941411
3745	"ENSMUSG00000034908.16"	"Sidt2"	chr9	-	45946983	45947055	45946744	45946816	45947835	45947888
3749	"ENSMUSG00000058979.7"	"Cecr5"	chr6	-	120517049	120517080	120514397	120514572	120518443	120518537
3752	"ENSMUSG00000030741.15"	"Spns1"	chr7	-	126371177	126371276	126370734	126370906	126371957	126372147
3753	"ENSMUSG00000030741.15"	"Spns1"	chr7	-	126371540	126371606	126371177	126371276	126371957	126372147
3754	"ENSMUSG00000030741.15"	"Spns1"	chr7	-	126372411	126372567	126371957	126372147	126372744	126372890
3755	"ENSMUSG00000030741.15"	"Spns1"	chr7	-	126373921	126373973	126373769	126373836	126375066	126375203
3756	"ENSMUSG00000030741.15"	"Spns1"	chr7	-	126373921	126374073	126373769	126373836	126375066	126375203
3763	"ENSMUSG00000030213.12"	"Atf7ip"	chr6	+	136555417	136555540	136554003	136554084	136559763	136561439
3774	"ENSMUSG00000025817.12"	"Nudt5"	chr2	+	5862300	5862408	5861026	5861076	5863578	5863674
3775	"ENSMUSG00000025817.12"	"Nudt5"	chr2	+	5866232	5866241	5864346	5864448	5866353	5866407
3776	"ENSMUSG00000038578.15"	"Susd1"	chr4	-	59427950	59428064	59423994	59424150	59438205	59438633
3777	"ENSMUSG00000038578.15"	"Susd1"	chr4	-	59427954	59428064	59423994	59424150	59438205	59438633
3783	"ENSMUSG00000038178.16"	"Slc43a2"	chr11	+	75570570	75570644	75568360	75568490	75571756	75571790
3786	"ENSMUSG00000034088.15"	"Hdlbp"	chr1	-	93429377	93429485	93428147	93428252	93430097	93430304
3793	"ENSMUSG00000063838.6"	"Cdc42ep5"	chr7	-	4164084	4164187	4151550	4151787	4164458	4164539
3794	"ENSMUSG00000063838.6"	"Cdc42ep5"	chr7	-	4164092	4164187	4151259	4151787	4164458	4164860
3800	"ENSMUSG00000020184.15"	"Mdm2"	chr10	-	117692581	117692737	117691144	117691222	117694904	117695068
3801	"ENSMUSG00000020184.15"	"Mdm2"	chr10	-	117695952	117696049	117694904	117695068	117696380	117696439
3804	"ENSMUSG00000021747.12"	"RP23-466M3.1"	chr14	-	8482416	8482620	8473350	8473412	8510861	8511193
3805	"ENSMUSG00000021747.12"	"RP23-466M3.1"	chr14	-	8510861	8511193	8482416	8482620	8515252	8515375
3806	"ENSMUSG00000021747.12"	"RP23-466M3.1"	chr14	-	8644396	8644469	8578347	8578462	8659388	8659482
3807	"ENSMUSG00000022024.10"	"Sugt1"	chr14	+	79587953	79588011	79587690	79587866	79595368	79595459
3809	"ENSMUSG00000086587.7"	"RP23-379L17.3"	chr4	+	14947438	14947545	14936440	14936539	14952620	14952893
3810	"ENSMUSG00000086587.7"	"RP23-379L17.3"	chr4	+	14947438	14947545	14942199	14942275	14952620	14952893
3811	"ENSMUSG00000028901.13"	"Gmeb1"	chr4	-	132251674	132251832	132245985	132246068	132261490	132261602
3814	"ENSMUSG00000037992.16"	"Rara"	chr11	+	98966346	98966495	98950244	98950795	98968044	98968186
3818	"ENSMUSG00000033114.11"	"Slc35d2"	chr13	-	64111515	64111584	64108317	64108427	64112929	64113001
3819	"ENSMUSG00000033114.11"	"Slc35d2"	chr13	-	64118415	64118483	64112929	64113001	64120594	64120681
3820	"ENSMUSG00000033114.11"	"Slc35d2"	chr13	-	64120594	64120681	64112929	64113001	64129185	64129325
3831	"ENSMUSG00000022377.16"	"Asap1"	chr15	-	64208483	64208556	64191042	64191629	64312348	64312475
3833	"ENSMUSG00000030556.13"	"Lrrc28"	chr7	-	67531614	67531790	67529585	67529745	67545365	67545468
3835	"ENSMUSG00000030556.13"	"Lrrc28"	chr7	-	67559857	67560064	67545365	67545468	67579689	67579750
3843	"ENSMUSG00000054693.14"	"Adam10"	chr9	+	70776372	70776499	70768791	70769012	70777999	70778382
3845	"ENSMUSG00000020153.14"	"Ndufs7"	chr10	+	80253073	80253157	80252396	80252433	80253659	80253783
3846	"ENSMUSG00000020153.14"	"Ndufs7"	chr10	+	80253078	80253157	80252396	80252433	80253659	80253783
3855	"ENSMUSG00000041225.16"	"Arhgap12"	chr18	-	6039353	6039455	6037017	6037116	6049276	6049358
3858	"ENSMUSG00000041225.16"	"Arhgap12"	chr18	-	6064340	6064421	6061846	6061972	6069830	6069940
3860	"ENSMUSG00000041225.16"	"Arhgap12"	chr18	-	6069830	6070091	6064340	6064421	6111684	6112363
3862	"ENSMUSG00000024423.5"	"Impact"	chr18	+	12975978	12976031	12974712	12974841	12976468	12976531
3863	"ENSMUSG00000028484.16"	"Psip1"	chr4	-	83458074	83458186	83455679	83457079	83459843	83460057
3869	"ENSMUSG00000087174.7"	"RP23-250A14.2"	chrX	-	105042603	105042817	105038816	105039812	105043129	105043304
3870	"ENSMUSG00000087174.7"	"RP23-250A14.2"	chrX	-	105043124	105043304	105038807	105039812	105044001	105044111
3871	"ENSMUSG00000087174.7"	"RP23-250A14.2"	chrX	-	105043129	105043304	105038816	105039812	105044001	105044111
3873	"ENSMUSG00000087174.7"	"RP23-250A14.2"	chrX	-	105044001	105044111	105038807	105039812	105066758	105066877
3874	"ENSMUSG00000087174.7"	"RP23-250A14.2"	chrX	-	105047908	105048010	105037196	105039812	105066758	105066877
3879	"ENSMUSG00000036282.15"	"Naa30"	chr14	+	49172615	49173393	49172225	49172377	49178051	49178175
3888	"ENSMUSG00000059895.13"	"Ptp4a3"	chr15	+	73751128	73752027	73724797	73724848	73753755	73753848
3889	"ENSMUSG00000014301.13"	"Pam16"	chr16	-	4617918	4618003	4617125	4617262	4624850	4624936
3892	"ENSMUSG00000030428.16"	"Ttyh1"	chr7	+	4122476	4122612	4119753	4119780	4124619	4124731
3893	"ENSMUSG00000030428.16"	"Ttyh1"	chr7	+	4122476	4122647	4119587	4119780	4124619	4124731
3894	"ENSMUSG00000030428.16"	"Ttyh1"	chr7	+	4122476	4122651	4119555	4119780	4124619	4124731
3895	"ENSMUSG00000030428.16"	"Ttyh1"	chr7	+	4122476	4122655	4119529	4119780	4124619	4124731
3898	"ENSMUSG00000078716.9"	"Tmem8b"	chr4	+	43673899	43674089	43669609	43670034	43674436	43674644
3910	"ENSMUSG00000007880.16"	"Arid1a"	chr4	-	133695571	133695661	133694662	133694830	133695915	133696156
3919	"ENSMUSG00000024896.8"	"Minpp1"	chr19	+	32493870	32493968	32491337	32491535	32498383	32498517
3920	"ENSMUSG00000021115.15"	"Vrk1"	chr12	+	106071569	106071641	106070524	106070615	106073618	106073678
3921	"ENSMUSG00000021115.15"	"Vrk1"	chr12	+	106071569	106071641	106070524	106070615	106075006	106075409
3922	"ENSMUSG00000021115.15"	"Vrk1"	chr12	+	106073618	106073678	106070524	106070615	106075006	106075200
3923	"ENSMUSG00000021115.15"	"Vrk1"	chr12	+	106073618	106073678	106070524	106071641	106075006	106075200
3929	"ENSMUSG00000000823.16"	"Zfp512b"	chr2	-	181587728	181587899	181587046	181587241	181587980	181588079
3932	"ENSMUSG00000028382.15"	"Ptbp3"	chr4	-	59501309	59501474	59494499	59494610	59514273	59514420
3933	"ENSMUSG00000028382.15"	"Ptbp3"	chr4	-	59517585	59517755	59514273	59514420	59524394	59524476
3934	"ENSMUSG00000028382.15"	"Ptbp3"	chr4	-	59517585	59517755	59514273	59514420	59524403	59524476
3945	"ENSMUSG00000021969.8"	"Zdhhc20"	chr14	-	57873892	57873996	57863574	57865641	57878432	57878459
3951	"ENSMUSG00000021794.16"	"Glud1"	chr14	+	34319881	34319962	34310726	34311342	34321767	34321823
3953	"ENSMUSG00000021794.16"	"Glud1"	chr14	+	34339926	34340018	34338759	34338883	34342118	34342181
3970	"ENSMUSG00000019889.10"	"Ptprk"	chr10	+	28570173	28570191	28569896	28569973	28573367	28573404
3973	"ENSMUSG00000072501.5"	"Phf20l1"	chr15	+	66613020	66613270	66609525	66609608	66615219	66615408
3975	"ENSMUSG00000002475.15"	"Abhd3"	chr18	-	10652187	10652361	10647969	10648018	10658779	10658789
3985	"ENSMUSG00000035572.16"	"Dcaf10"	chr4	+	45359760	45359958	45349536	45349591	45370305	45370508
3987	"ENSMUSG00000051557.15"	"Pusl1"	chr4	-	155889668	155889723	155889433	155889596	155890498	155890669
3989	"ENSMUSG00000030911.7"	"Zp2"	chr7	-	120135702	120135794	120135480	120135605	120135882	120136064
3991	"ENSMUSG00000037533.19"	"Rapgef6"	chr11	+	54543578	54543649	54522846	54523118	54546372	54546429
3992	"ENSMUSG00000037533.19"	"Rapgef6"	chr11	+	54625860	54626019	54622315	54622452	54626584	54626737
3995	"ENSMUSG00000037533.19"	"Rapgef6"	chr11	+	54679238	54679427	54676194	54676415	54683891	54684026
4008	"ENSMUSG00000040481.17"	"Bptf"	chr11	-	107086711	107086897	107082512	107082700	107095001	107095190
4012	"ENSMUSG00000055044.12"	"Pdlim1"	chr19	-	40251909	40252061	40247291	40249703	40271345	40271512
4018	"ENSMUSG00000051176.6"	"Zfp42"	chr8	-	43300627	43300705	43295062	43296536	43304475	43304557
4022	"ENSMUSG00000025154.14"	"Arhgap19"	chr19	-	41784325	41784412	41782330	41782396	41784771	41784998
4023	"ENSMUSG00000025154.14"	"Arhgap19"	chr19	-	41788305	41788386	41786557	41786767	41791746	41792012
4024	"ENSMUSG00000078490.9"	"Cfap74"	chr4	+	155418846	155418990	155418619	155418695	155420246	155420345
4025	"ENSMUSG00000078490.9"	"Cfap74"	chr4	+	155420246	155420345	155418846	155418990	155422199	155422304
4027	"ENSMUSG00000027284.16"	"Cdan1"	chr2	-	120729688	120729802	120729530	120729609	120729929	120730099
4028	"ENSMUSG00000027284.16"	"Cdan1"	chr2	-	120730701	120731192	120730298	120730505	120731411	120731490
4032	"ENSMUSG00000059995.12"	"Atxn7l3"	chr11	-	102292441	102292485	102292135	102292207	102292704	102292773
4033	"ENSMUSG00000041763.14"	"Tpp2"	chr1	+	43957435	43957512	43956470	43956625	43960083	43960211
