ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
569	"ENSMUSG00000018501.17"	"Ncor1"	chr11	-	62345234	62345318	62349352	62349493	62344631	62344888	62351377	62351546
570	"ENSMUSG00000018501.17"	"Ncor1"	chr11	-	62433562	62433699	62438337	62438515	62422874	62423067	62457147	62457323
571	"ENSMUSG00000030990.18"	"Pgap2"	chr7	+	102226270	102226445	102236093	102236346	102223378	102223490	102236447	102236542
573	"ENSMUSG00000078427.3"	"Sarnp"	chr10	+	128851156	128851182	128853182	128853251	128848760	128848789	128872420	128872510
574	"ENSMUSG00000025495.15"	"Ptdss2"	chr7	+	141152191	141152242	141152774	141152888	141151649	141151784	141152974	141152991
575	"ENSMUSG00000009112.4"	"Bcl2l13"	chr6	+	120865567	120865724	120870765	120870835	120862854	120862962	120876202	120876346
584	"ENSMUSG00000039108.14"	"Lsm14b"	chr2	+	180031360	180031528	180031793	180031871	180027899	180028035	180032060	180032222
585	"ENSMUSG00000031954.6"	"Cfdp1"	chr8	-	111779250	111779409	111830869	111830989	111768490	111768787	111840357	111840485
586	"ENSMUSG00000026193.15"	"Fn1"	chr1	-	71593070	71593235	71595663	71595802	71590766	71590892	71597280	71597387
598	"ENSMUSG00000026427.16"	"Eif2d"	chr1	+	131164402	131164506	131164619	131164769	131163519	131163565	131165119	131165209
600	"ENSMUSG00000040268.17"	"Plekha1"	chr7	+	130885402	130885448	130892180	130892278	130882329	130882386	130897324	130897450
602	"ENSMUSG00000037725.8"	"Ckap2"	chr8	-	22177666	22177739	22179513	22179595	22176773	22177579	22185683	22185819
603	"ENSMUSG00000029283.17"	"Cdc7"	chr5	+	106976629	106976712	106979294	106979444	106974600	106975660	106982963	106984432
606	"ENSMUSG00000032212.10"	"Sltm"	chr9	+	70584752	70584877	70585923	70586088	70581300	70581464	70586634	70586949
609	"ENSMUSG00000026103.14"	"Gls"	chr1	-	52200617	52200651	52204345	52204516	52199854	52199887	52207300	52207359
610	"ENSMUSG00000022471.14"	"Xrcc6"	chr15	+	82017109	82017198	82018980	82019093	82016368	82016475	82022444	82022583
612	"ENSMUSG00000012114.16"	"Med15"	chr16	-	17680548	17680761	17683158	17683188	17674404	17674658	17685452	17685504
618	"ENSMUSG00000031885.14"	"Cbfb"	chr8	+	105194474	105194591	105202451	105202578	105178592	105178709	105215903	105217981
621	"ENSMUSG00000028107.14"	"Tars2"	chr3	-	95746534	95746697	95747438	95747656	95746032	95746170	95748041	95748140
622	"ENSMUSG00000033808.16"	"Tmem87a"	chr2	-	120362878	120362940	120363361	120363435	120360038	120360094	120369243	120369347
627	"ENSMUSG00000038290.15"	"Smg6"	chr11	+	74946006	74946219	74981851	74981913	74945521	74945632	74990069	74990215
631	"ENSMUSG00000022789.15"	"Dnm1l"	chr16	-	16318444	16318477	16318763	16318841	16316601	16316778	16319451	16319508
640	"ENSMUSG00000054280.14"	"Prr14l"	chr5	-	32844043	32844564	32851881	32851998	32835615	32835688	32854092	32854256
652	"ENSMUSG00000045503.16"	"Sys1"	chr2	+	164463300	164463368	164467147	164467327	164461292	164461529	164472137	164472322
654	"ENSMUSG00000020694.16"	"Tlk2"	chr11	+	105241568	105241661	105246773	105246884	105221185	105221353	105247458	105247595
655	"ENSMUSG00000037474.13"	"Dtl"	chr1	-	191558060	191558134	191561424	191561537	191556783	191556887	191563110	191563176
659	"ENSMUSG00000014353.14"	"Tmem87b"	chr2	+	128839147	128839219	128840731	128840803	128837301	128837395	128841234	128841343
661	"ENSMUSG00000026553.17"	"Copa"	chr1	+	172087551	172087665	172089096	172089170	172082528	172082949	172090938	172091019
662	"ENSMUSG00000041815.14"	"Poldip3"	chr15	-	83135293	83135389	83137467	83137554	83133146	83133326	83138131	83138522
663	"ENSMUSG00000020422.13"	"Tns3"	chr11	-	8600554	8600592	8615739	8615851	8579082	8579121	8664478	8664535
671	"ENSMUSG00000026172.12"	"Bcs1l"	chr1	+	74590264	74590459	74590670	74590734	74589959	74590099	74590959	74591129
674	"ENSMUSG00000020516.15"	"Rps6kb1"	chr11	-	86516743	86516987	86517349	86517392	86513982	86516191	86517582	86517640
675	"ENSMUSG00000037058.14"	"Paip2"	chr18	+	35610870	35611034	35613322	35613502	35598616	35598759	35616198	35617186
677	"ENSMUSG00000023973.13"	"Cnpy3"	chr17	-	46737726	46737849	46743185	46743282	46737174	46737292	46747420	46747544
678	"ENSMUSG00000023973.13"	"Cnpy3"	chr17	-	46743185	46743282	46747420	46747544	46737726	46737849	46751972	46752214
681	"ENSMUSG00000024180.13"	"Tmem8"	chr17	+	26120538	26120685	26121539	26121656	26120283	26120462	26121937	26123254
690	"ENSMUSG00000028693.15"	"Nasp"	chr4	-	116614329	116614410	116622766	116622814	116611466	116612081	116627331	116627493
692	"ENSMUSG00000028693.15"	"Nasp"	chr4	-	116618869	116618980	116622766	116622814	116611971	116612081	116627331	116627429
693	"ENSMUSG00000028693.15"	"Nasp"	chr4	-	116618869	116618980	116622766	116622814	116614329	116614410	116627331	116627429
697	"ENSMUSG00000046364.14"	"Rpl27a"	chr7	+	109519917	109519993	109520467	109520642	109519584	109519648	109521600	109522367
700	"ENSMUSG00000069744.7"	"Psmb3"	chr11	+	97706797	97706905	97711101	97711279	97703787	97703972	97712436	97712531
701	"ENSMUSG00000061136.14"	"Prpf40a"	chr2	-	53157892	53157917	53159262	53159316	53156622	53156985	53159557	53159678
706	"ENSMUSG00000020064.9"	"Herc4"	chr10	+	63290503	63290676	63299119	63299239	63289051	63289241	63306347	63306446
710	"ENSMUSG00000024392.17"	"Bag6"	chr17	+	35142306	35142384	35142497	35142605	35141829	35142082	35142726	35142839
713	"ENSMUSG00000012609.19"	"Ttll5"	chr12	+	86012647	86012862	86020520	86020603	85996000	85996196	86053142	86053759
718	"ENSMUSG00000020831.18"	"RP23-198E14.7"	chr11	-	70236876	70236978	70237530	70237625	70236023	70236211	70237783	70237914
728	"ENSMUSG00000019487.11"	"Trip10"	chr17	+	57250703	57250857	57250954	57251011	57249501	57249571	57253261	57253402
729	"ENSMUSG00000019487.11"	"Trip10"	chr17	+	57250741	57250857	57250954	57251011	57249454	57249571	57253261	57253409
736	"ENSMUSG00000002006.12"	"Pdzd4"	chrX	-	73796829	73796892	73798193	73798292	73796375	73796477	73798757	73798848
737	"ENSMUSG00000002006.12"	"Pdzd4"	chrX	-	73798193	73798292	73798757	73798848	73796829	73796892	73799833	73800087
738	"ENSMUSG00000027315.13"	"Spint1"	chr2	+	119248010	119248181	119248355	119248403	119246372	119246647	119248756	119248902
739	"ENSMUSG00000029475.17"	"Kdm2b"	chr5	-	122881019	122881058	122881636	122881750	122880172	122880852	122881963	122882224
740	"ENSMUSG00000039069.19"	"Mtg2"	chr2	+	180073139	180073233	180078003	180078142	180071793	180071886	180078618	180078823
744	"ENSMUSG00000001750.15"	"Tcirg1"	chr19	-	3897037	3897169	3897467	3897681	3896794	3896902	3897757	3897876
749	"ENSMUSG00000053414.7"	"Hunk"	chr16	+	90481249	90481333	90487858	90487906	90475819	90475982	90493412	90493593
751	"ENSMUSG00000031729.6"	"Ist1"	chr8	-	109675375	109675424	109676757	109676850	109671324	109672641	109677485	109677686
754	"ENSMUSG00000079614.3"	"Seh1l"	chr18	+	67779204	67779255	67783914	67784061	67774875	67775120	67784886	67785098
762	"ENSMUSG00000033819.16"	"Ppp1r16a"	chr15	+	76693013	76693138	76693438	76693514	76692836	76692940	76693594	76693724
763	"ENSMUSG00000029833.17"	"Trim24"	chr6	+	37927525	37927640	37931353	37931500	37919373	37919490	37943412	37943530
765	"ENSMUSG00000030410.16"	"Dmwd"	chr7	+	19080041	19081301	19081918	19081993	19078054	19078237	19082275	19082776
766	"ENSMUSG00000024067.13"	"Dpy30"	chr17	-	74307719	74307862	74315901	74315949	74299473	74299824	74316043	74316116
767	"ENSMUSG00000043962.16"	"Thrap3"	chr4	-	126177861	126178557	126179911	126180814	126176183	126176356	126186434	126186588
770	"ENSMUSG00000032342.13"	"Mto1"	chr9	+	78449717	78449835	78452763	78453053	78449418	78449618	78457209	78457322
775	"ENSMUSG00000039842.15"	"Mcph1"	chr8	+	18627117	18627240	18631515	18632643	18622606	18622694	18641564	18641665
776	"ENSMUSG00000039842.15"	"Mcph1"	chr8	+	18629545	18629635	18631515	18632643	18627117	18627240	18641564	18641665
778	"ENSMUSG00000111497.1"	"RP23-186O3.11"	chr9	-	21075584	21075668	21075963	21076107	21073074	21075496	21076566	21076641
780	"ENSMUSG00000069094.12"	"Pde7a"	chr3	-	19241145	19241209	19241341	19241518	19236443	19236539	19243049	19243201
781	"ENSMUSG00000069094.12"	"Pde7a"	chr3	-	19243049	19243201	19256777	19256861	19241145	19241209	19260231	19260292
783	"ENSMUSG00000037013.15"	"Ss18"	chr18	-	14655026	14655180	14670308	14670393	14651022	14651244	14679386	14679463
785	"ENSMUSG00000034022.8"	"Cpsf1"	chr15	-	76601105	76601186	76601262	76601337	76600937	76601027	76601403	76601498
789	"ENSMUSG00000024817.13"	"Uhrf2"	chr19	+	30039063	30039297	30056234	30056494	30030512	30030931	30071242	30071461
791	"ENSMUSG00000028047.11"	"Thbs3"	chr3	+	89220957	89221110	89221333	89221444	89220151	89220229	89221526	89221634
792	"ENSMUSG00000028902.4"	"Sf3a3"	chr4	+	124729458	124729549	124731370	124731426	124728318	124728429	124732187	124732460
795	"ENSMUSG00000001089.14"	"Luzp1"	chr4	+	136521340	136521443	136539124	136539216	136469760	136469850	136540355	136543518
796	"ENSMUSG00000024726.9"	"Carnmt1"	chr19	+	18693648	18693762	18703360	18703464	18679103	18679267	18704019	18704788
801	"ENSMUSG00000032601.13"	"Prkar2a"	chr9	+	108740687	108740762	108744229	108744295	108740434	108740536	108745481	108745623
802	"ENSMUSG00000024985.18"	"Tcf7l2"	chr19	+	55743072	55743197	55755013	55755082	55742775	55742842	55817763	55817865
804	"ENSMUSG00000058239.13"	"Usf2"	chr7	-	30955289	30955440	30955799	30956000	30955105	30955193	30956148	30956267
805	"ENSMUSG00000058239.13"	"Usf2"	chr7	-	30955289	30955440	30956148	30956267	30955105	30955193	30956695	30956757
806	"ENSMUSG00000056342.16"	"Usp34"	chr11	+	23333438	23333859	23343319	23343370	23320660	23320748	23343510	23343660
808	"ENSMUSG00000035299.16"	"Mid1"	chrX	+	169976921	169977029	169981884	169982033	169966062	169966158	169983955	169984083
810	"ENSMUSG00000014496.8"	"Ankrd28"	chr14	-	31755732	31755803	31764253	31764332	31748642	31748843	31778921	31779005
811	"ENSMUSG00000014496.8"	"Ankrd28"	chr14	-	31755732	31755803	31764253	31764332	31748642	31748843	31830326	31830378
812	"ENSMUSG00000039599.16"	"Fam149b"	chr14	+	20351311	20351416	20352703	20352839	20348161	20348394	20356354	20356497
814	"ENSMUSG00000039599.16"	"Fam149b"	chr14	+	20356354	20356497	20358023	20358140	20352703	20352839	20363262	20363450
828	"ENSMUSG00000002963.17"	"Pnkp"	chr7	+	44858452	44858749	44859722	44859802	44857172	44857554	44859887	44859945
829	"ENSMUSG00000002963.17"	"Pnkp"	chr7	+	44858452	44858749	44859722	44859802	44858101	44858209	44859887	44859945
831	"ENSMUSG00000040506.16"	"Ambra1"	chr2	+	91900497	91900637	91910296	91910389	91886823	91886978	91911413	91911607
839	"ENSMUSG00000026558.13"	"Uck2"	chr1	-	167229892	167229990	167234691	167234834	167227731	167227780	167236602	167236699
843	"ENSMUSG00000035778.17"	"Ggta1"	chr2	-	35416471	35416507	35423231	35423411	35413325	35413427	35432513	35432632
844	"ENSMUSG00000035778.17"	"Ggta1"	chr2	-	35416471	35416507	35423231	35423412	35413325	35413427	35432513	35432632
845	"ENSMUSG00000035778.17"	"Ggta1"	chr2	-	35416471	35416507	35423231	35423412	35414218	35414284	35432513	35432632
849	"ENSMUSG00000028692.14"	"Akr1a1"	chr4	-	116641857	116641977	116645503	116645593	116640990	116641142	116651338	116651396
850	"ENSMUSG00000033985.17"	"Tesk2"	chr4	+	116751104	116751226	116771799	116771848	116741615	116741918	116792087	116792234
853	"ENSMUSG00000039753.16"	"Fbxl5"	chr5	-	43758221	43758944	43759742	43759825	43750605	43751010	43760706	43760855
854	"ENSMUSG00000060038.14"	"Dhps"	chr8	+	85072451	85072616	85073294	85073416	85071756	85072053	85073502	85073599
856	"ENSMUSG00000019478.16"	"Rab4a"	chr8	+	123823813	123823894	123827323	123827438	123805984	123806166	123828995	123829058
859	"ENSMUSG00000038170.15"	"Pde4dip"	chr3	-	97706871	97707057	97709481	97709634	97703166	97703418	97710220	97710444
860	"ENSMUSG00000039356.15"	"Exosc2"	chr2	+	31674514	31674560	31674694	31674784	31672471	31672586	31675838	31675904
866	"ENSMUSG00000031730.18"	"Dhodh"	chr8	-	109594619	109594779	109594915	109595069	109593476	109594131	109595646	109595760
868	"ENSMUSG00000043987.18"	"Cep164"	chr9	-	45781951	45782248	45784882	45785029	45779689	45779836	45785777	45785921
873	"ENSMUSG00000036678.8"	"Aaas"	chr15	-	102339324	102339418	102339530	102339621	102339185	102339253	102339763	102339824
874	"ENSMUSG00000090626.9"	"Tex9"	chr9	-	72473657	72473792	72477736	72477910	72461855	72461990	72478339	72478422
878	"ENSMUSG00000005947.11"	"Itgae"	chr11	+	73138766	73138862	73140666	73140762	73138454	73138511	73145540	73145651
879	"ENSMUSG00000030970.16"	"Ctbp2"	chr7	-	133081756	133081860	133123140	133123356	133025701	133025872	133124288	133124354
880	"ENSMUSG00000030970.16"	"Ctbp2"	chr7	-	133081756	133081860	133123140	133123356	133025712	133025872	133123657	133123770
884	"ENSMUSG00000003680.15"	"Taf6l"	chr19	-	8773289	8773424	8773504	8773692	8773027	8773106	8774334	8774467
889	"ENSMUSG00000010755.17"	"Cars"	chr7	-	143559648	143559708	143561858	143561926	143559127	143559211	143562960	143563041
894	"ENSMUSG00000021870.17"	"Slmap"	chr14	-	26442574	26442634	26459409	26459460	26438947	26439028	26459903	26459954
900	"ENSMUSG00000028809.16"	"Srrm1"	chr4	-	135327091	135327223	135329003	135329045	135324818	135325280	135329372	135329517
903	"ENSMUSG00000038388.14"	"Mpp6"	chr6	+	50145773	50145892	50158681	50158834	50110277	50110464	50162585	50162735
905	"ENSMUSG00000027361.15"	"Gabpb1"	chr2	-	126639228	126639344	126646562	126646748	126627441	126630382	126650067	126650181
906	"ENSMUSG00000027361.15"	"Gabpb1"	chr2	-	126639228	126639344	126646562	126646745	126628912	126630382	126650067	126650181
907	"ENSMUSG00000033931.9"	"Rbm34"	chr8	-	126959541	126959585	126961911	126961971	126953365	126953449	126965381	126965622
912	"ENSMUSG00000028568.16"	"Btf3l4"	chr4	-	108826099	108826213	108830517	108830583	108819135	108819337	108833507	108833614
913	"ENSMUSG00000027244.14"	"Atg13"	chr2	-	91679312	91679429	91679919	91679997	91678726	91678855	91680342	91680457
914	"ENSMUSG00000021913.8"	"Ogdhl"	chr14	+	32326978	32327149	32332180	32332283	32325793	32325998	32332485	32332601
917	"ENSMUSG00000052833.9"	"Sae1"	chr7	-	16370286	16370460	16378364	16378476	16368508	16368651	16387640	16387785
919	"ENSMUSG00000030706.17"	"Mrpl48"	chr7	-	100559747	100559917	100565193	100565279	100552578	100552681	100571251	100571289
920	"ENSMUSG00000030706.17"	"Mrpl48"	chr7	-	100559747	100559917	100565193	100565427	100552578	100552681	100571251	100571289
922	"ENSMUSG00000037791.15"	"Phf12"	chr11	+	77984015	77984197	78006726	78006799	77982753	77983377	78009400	78009794
924	"ENSMUSG00000032435.9"	"Dync1li1"	chr9	+	114719857	114719902	114720548	114720669	114717862	114717922	114721704	114721857
927	"ENSMUSG00000020290.14"	"Xpo1"	chr11	+	23287344	23287451	23289757	23289952	23286744	23286928	23291462	23291631
928	"ENSMUSG00000031684.11"	"Slc10a7"	chr8	+	78662986	78663022	78686584	78686668	78578718	78578757	78697165	78697331
929	"ENSMUSG00000021357.14"	"Exoc2"	chr13	-	30911169	30911250	30925722	30925847	30906731	30906877	30927307	30927421
931	"ENSMUSG00000040681.14"	"Hmgn1"	chr16	-	96124722	96124845	96127152	96127203	96120617	96122417	96127310	96127340
932	"ENSMUSG00000040681.14"	"Hmgn1"	chr16	-	96127152	96127203	96127310	96127340	96124722	96124845	96127431	96127461
933	"ENSMUSG00000089669.7"	"Tnfsf13"	chr11	-	69684217	69684333	69684484	69684532	69683853	69683992	69684659	69684738
934	"ENSMUSG00000063884.6"	"Ptcd3"	chr6	-	71901195	71901319	71902855	71902960	71898339	71898455	71903425	71903494
939	"ENSMUSG00000034681.16"	"Rnps1"	chr17	+	24422149	24422303	24424401	24424543	24421748	24421851	24425085	24425895
940	"ENSMUSG00000024456.16"	"Diaph1"	chr18	-	37856452	37856547	37860414	37860513	37856173	37856275	37889214	37889223
941	"ENSMUSG00000024456.16"	"Diaph1"	chr18	-	37860414	37860522	37889214	37889223	37856452	37856547	37889697	37889812
942	"ENSMUSG00000057637.13"	"Prdm2"	chr4	-	143180876	143180991	143194660	143194734	143170035	143170188	143212614	143212705
944	"ENSMUSG00000032399.8"	"Rpl4"	chr9	+	64174823	64174995	64175193	64175722	64173392	64173433	64176091	64176205
946	"ENSMUSG00000026927.17"	"Sdccag3"	chr2	-	26385082	26385145	26385497	26385609	26384681	26384821	26385989	26386063
950	"ENSMUSG00000059475.13"	"Zfp426"	chr9	-	20474906	20475033	20478132	20478158	20473027	20473108	20486329	20486437
951	"ENSMUSG00000059475.13"	"Zfp426"	chr9	-	20474906	20475033	20478132	20478254	20473027	20473108	20486329	20486437
952	"ENSMUSG00000059475.13"	"Zfp426"	chr9	-	20474906	20475033	20478132	20478279	20473027	20473108	20486329	20486437
959	"ENSMUSG00000028292.14"	"Rars2"	chr4	+	34633657	34633713	34636951	34637035	34630472	34630570	34639244	34639321
964	"ENSMUSG00000024993.15"	"Fam45a"	chr19	+	60821206	60821355	60822294	60822406	60814591	60814808	60825830	60825931
966	"ENSMUSG00000021140.9"	"Pcnx"	chr12	+	81928241	81928374	81933530	81933715	81917664	81919380	81946930	81947021
985	"ENSMUSG00000008855.17"	"Hdac5"	chr11	-	102218415	102218487	102224733	102224955	102206906	102207166	102230004	102230136
987	"ENSMUSG00000029472.13"	"Anapc5"	chr5	-	122802129	122802219	122802822	122802904	122800450	122800632	122806244	122806435
988	"ENSMUSG00000026803.17"	"Ttf1"	chr2	+	29064618	29065908	29067002	29067229	29060261	29060303	29069891	29070077
989	"ENSMUSG00000020719.14"	"Ddx5"	chr11	-	106782468	106782693	106783958	106784018	106780354	106782256	106784100	106784162
990	"ENSMUSG00000020719.14"	"Ddx5"	chr11	-	106786447	106786544	106786908	106787074	106786225	106786359	106788272	106788459
991	"ENSMUSG00000027406.12"	"Idh3b"	chr2	-	130279555	130279726	130280262	130280323	130279312	130279437	130280456	130280551
993	"ENSMUSG00000028478.18"	"Clta"	chr4	+	44019873	44019991	44025448	44025560	44018812	44018850	44032400	44032845
998	"ENSMUSG00000059119.9"	"Nap1l4"	chr7	-	143521400	143521430	143524160	143524280	143520383	143520440	143524693	143524716
999	"ENSMUSG00000059119.9"	"Nap1l4"	chr7	-	143524160	143524280	143524693	143524716	143521400	143521430	143527165	143527311
1001	"ENSMUSG00000040760.11"	"Appl1"	chr14	-	26960950	26961038	26962805	26962877	26959424	26959466	26963646	26963706
1006	"ENSMUSG00000025583.15"	"Rptor"	chr11	+	119671277	119671360	119725009	119725168	119657663	119657766	119743866	119744013
1008	"ENSMUSG00000060126.14"	"Tpt1"	chr14	+	75846693	75846799	75847243	75847360	75846202	75846393	75848098	75848297
1009	"ENSMUSG00000024104.11"	"Washc2"	chr6	+	116256226	116256289	116256615	116256828	116254089	116255168	116258641	116259256
1012	"ENSMUSG00000038658.15"	"Ric1"	chr19	+	29584174	29584213	29584466	29584577	29579764	29579968	29585780	29585870
1014	"ENSMUSG00000035297.14"	"Cops4"	chr5	+	100541536	100541652	100543838	100543923	100537297	100537468	100547303	100547780
1016	"ENSMUSG00000007411.16"	"Mark3"	chr12	+	111592576	111592768	111604510	111604564	111574522	111575101	111615395	111615444
1017	"ENSMUSG00000021910.15"	"Nisch"	chr14	-	31188638	31188794	31189730	31189826	31187649	31187718	31190995	31191091
1018	"ENSMUSG00000033487.14"	"Fndc3a"	chr14	-	72589753	72589991	72599065	72599142	72584574	72584844	72652015	72652091
1032	"ENSMUSG00000036737.12"	"Oxsr1"	chr9	-	119294414	119294523	119304804	119304917	119284545	119284687	119322004	119322322
1033	"ENSMUSG00000000340.10"	"Dbt"	chr3	+	116520236	116520360	116523351	116523427	116513069	116513191	116533254	116533436
1037	"ENSMUSG00000026037.14"	"Orc2"	chr1	-	58501322	58501426	58501841	58501890	58500240	58500384	58504771	58505109
1038	"ENSMUSG00000026037.14"	"Orc2"	chr1	-	58501322	58501426	58501841	58501884	58500345	58500384	58504771	58504955
1039	"ENSMUSG00000002265.16"	"Peg3"	chr7	-	6717112	6717196	6717798	6717888	6716053	6716157	6718425	6718556
1041	"ENSMUSG00000043323.16"	"Fbrsl1"	chr5	-	110381600	110381646	110396044	110396074	110379268	110379593	110416029	110416065
1042	"ENSMUSG00000043323.16"	"Fbrsl1"	chr5	-	110396044	110396074	110416029	110416065	110381600	110381646	110417842	110417947
1046	"ENSMUSG00000070003.7"	"Ssbp4"	chr8	-	70599839	70599899	70600008	70600062	70599687	70599757	70600395	70600485
1047	"ENSMUSG00000070003.7"	"Ssbp4"	chr8	-	70602231	70602316	70602400	70602462	70600395	70600485	70602573	70602646
1048	"ENSMUSG00000070003.7"	"Ssbp4"	chr8	-	70602400	70602462	70602573	70602646	70602231	70602316	70608124	70608268
1049	"ENSMUSG00000070003.7"	"Ssbp4"	chr8	-	70602434	70602462	70602573	70602646	70602231	70602316	70608124	70608287
1050	"ENSMUSG00000034252.14"	"Senp6"	chr9	+	80087429	80087523	80089848	80089906	80066902	80067572	80092266	80092412
1052	"ENSMUSG00000022570.6"	"Tsta3"	chr15	-	75926966	75927095	75928428	75928543	75926742	75926872	75928891	75929049
1053	"ENSMUSG00000022570.6"	"Tsta3"	chr15	-	75926966	75927095	75928428	75928512	75926798	75926872	75928891	75929049
1054	"ENSMUSG00000022570.6"	"Tsta3"	chr15	-	75926966	75927123	75928428	75928512	75926798	75926872	75928891	75929049
1055	"ENSMUSG00000022570.6"	"Tsta3"	chr15	-	75926966	75927123	75928428	75928543	75926798	75926872	75928891	75929049
1063	"ENSMUSG00000024563.15"	"Smad2"	chr18	+	76262439	76262727	76286859	76286949	76241579	76241979	76287927	76288121
1069	"ENSMUSG00000029635.15"	"Cdk8"	chr5	+	146271594	146271735	146283628	146283686	146268214	146268325	146286107	146286239
1071	"ENSMUSG00000005882.18"	"Uqcc1"	chr2	-	155851358	155851472	155858111	155858189	155846893	155848526	155887108	155887217
1076	"ENSMUSG00000040720.15"	"RP23-242O9.1"	chr4	+	11505441	11505610	11506953	11507076	11501308	11501357	11507906	11508179
1078	"ENSMUSG00000068882.13"	"Ssb"	chr2	+	69868778	69868850	69869141	69869181	69867451	69867552	69869879	69870020
1081	"ENSMUSG00000022558.16"	"Mroh1"	chr15	+	76423715	76423835	76427108	76427216	76421139	76421213	76427511	76427656
1083	"ENSMUSG00000038482.11"	"Tfdp1"	chr8	+	13365088	13365195	13369458	13369580	13357042	13357109	13370480	13370546
1084	"ENSMUSG00000028164.15"	"Manba"	chr3	+	135554759	135554924	135563204	135563349	135551062	135551281	135566487	135566630
1088	"ENSMUSG00000063952.15"	"Brpf3"	chr17	+	28828343	28828441	28831313	28831411	28823972	28824066	28835761	28835916
1091	"ENSMUSG00000037935.16"	"Smarce1"	chr11	-	99228274	99228318	99228496	99228548	99224720	99225142	99230401	99230445
1092	"ENSMUSG00000018565.17"	"Elp5"	chr11	-	69969492	69969588	69970560	69970742	69969095	69969196	69975039	69975260
1093	"ENSMUSG00000018565.17"	"Elp5"	chr11	-	69970560	69970742	69975039	69975260	69969492	69969588	69979829	69979910
1094	"ENSMUSG00000035370.9"	"RP24-327D15.11"	chr10	+	80609640	80609797	80611027	80611129	80609329	80609458	80612341	80612459
1100	"ENSMUSG00000032478.14"	"Nme6"	chr9	+	109835317	109835414	109841926	109842087	109833041	109833295	109842451	109842661
1103	"ENSMUSG00000032478.14"	"Nme6"	chr9	+	109839607	109839710	109841475	109841515	109835317	109835414	109841926	109842087
1104	"ENSMUSG00000060073.9"	"Psma3"	chr12	+	70984492	70984594	70984671	70984745	70983318	70983442	70986862	70986935
1105	"ENSMUSG00000017146.12"	"Brca1"	chr11	-	101523324	101526639	101528000	101528077	101522431	101522502	101529790	101529836
1106	"ENSMUSG00000074071.11"	"Fam169b"	chr7	+	68321819	68321905	68329221	68329399	68304551	68304651	68350233	68350416
1120	"ENSMUSG00000021470.18"	"Ercc6l2"	chr13	+	63824808	63824928	63834595	63834789	63819630	63820055	63841423	63841585
1122	"ENSMUSG00000018548.15"	"Trim37"	chr11	+	87201317	87201626	87205932	87206055	87196820	87197015	87206763	87206953
1123	"ENSMUSG00000046138.14"	"RP24-408B13.1"	chr19	-	29723389	29723505	29729831	29729959	29720721	29720773	29735115	29735205
1125	"ENSMUSG00000036138.16"	"Acaa1a"	chr9	+	119344465	119344508	119346469	119346568	119344172	119344252	119347729	119347810
1129	"ENSMUSG00000032411.15"	"Tfdp2"	chr9	+	96223093	96223198	96232681	96232748	96202130	96202188	96287600	96287722
1130	"ENSMUSG00000032411.15"	"Tfdp2"	chr9	+	96223093	96223198	96273838	96273942	96202130	96202188	96287600	96287722
1131	"ENSMUSG00000032411.15"	"Tfdp2"	chr9	+	96232681	96232748	96273838	96273942	96202130	96202188	96287600	96287722
1134	"ENSMUSG00000032411.15"	"Tfdp2"	chr9	+	96273838	96273942	96287600	96287722	96223093	96223198	96290579	96290627
1135	"ENSMUSG00000032411.15"	"Tfdp2"	chr9	+	96273838	96273942	96287600	96287722	96232681	96232748	96290579	96290627
1136	"ENSMUSG00000032411.15"	"Tfdp2"	chr9	+	96287600	96287722	96290579	96290627	96273838	96273942	96294964	96295127
1138	"ENSMUSG00000027550.14"	"Lrrcc1"	chr3	+	14554303	14554505	14557188	14557374	14551387	14551527	14558250	14558425
1157	"ENSMUSG00000062078.14"	"Qk"	chr17	-	10273946	10274063	10282838	10282981	10238892	10239036	10318731	10319361
1159	"ENSMUSG00000024949.17"	"Sf1"	chr19	+	6374718	6374898	6375657	6375862	6374548	6374608	6376295	6376512
1165	"ENSMUSG00000092203.7"	"RP23-349B4.7"	chr17	-	34950697	34950847	34952135	34952173	34950240	34950475	34952351	34952448
1166	"ENSMUSG00000092203.7"	"RP23-349B4.7"	chr17	-	34951884	34951925	34952135	34952173	34950240	34950475	34952351	34952471
1167	"ENSMUSG00000035765.9"	"Dym"	chr18	+	75199162	75199265	75229989	75230172	75126824	75126919	75243284	75243398
1168	"ENSMUSG00000023905.14"	"Tnfrsf12a"	chr17	-	23676138	23676273	23676518	23676623	23675446	23676046	23677326	23677449
1169	"ENSMUSG00000018669.14"	"Cdk5rap3"	chr11	-	96913381	96913482	96913664	96913796	96912216	96912395	96916150	96916196
1170	"ENSMUSG00000018669.14"	"Cdk5rap3"	chr11	-	96913381	96913482	96913664	96913877	96912216	96912395	96916150	96916366
1174	"ENSMUSG00000022629.17"	"Kif21a"	chr15	-	90949005	90949044	90952710	90952818	90943764	90943901	90956294	90956509
1176	"ENSMUSG00000063576.11"	"Klhdc3"	chr17	-	46678280	46678493	46679041	46679194	46677931	46678108	46680701	46680930
1177	"ENSMUSG00000025404.15"	"R3hdm2"	chr10	+	127400125	127400193	127444275	127444475	127390310	127390427	127451991	127452033
