ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
5321	"ENSMUSG00000028295.14"	"Smim8"	chr4	-	34771873	34772053	34771257	34771414	34778223	34778337
5322	"ENSMUSG00000028295.14"	"Smim8"	chr4	-	34771873	34772053	34771257	34771414	34778278	34778349
5323	"ENSMUSG00000028295.14"	"Smim8"	chr4	-	34771877	34772053	34770887	34771414	34778223	34778270
5324	"ENSMUSG00000028295.14"	"Smim8"	chr4	-	34771877	34772053	34770887	34771414	34778278	34778355
5325	"ENSMUSG00000063232.16"	"Serpina11"	chr12	-	103988365	103988489	103985857	103986509	103989888	103989919
5326	"ENSMUSG00000031153.16"	"Gripap1"	chrX	+	7800535	7800583	7800156	7800341	7801176	7801208
5327	"ENSMUSG00000031153.16"	"Gripap1"	chrX	+	7803593	7803686	7803322	7803400	7804359	7804494
5328	"ENSMUSG00000031153.16"	"Gripap1"	chrX	+	7809892	7809988	7804359	7804494	7810252	7810465
5329	"ENSMUSG00000038816.14"	"Ctnnal1"	chr4	-	56812510	56812594	56810934	56812388	56813177	56813291
5330	"ENSMUSG00000038816.14"	"Ctnnal1"	chr4	-	56838004	56838047	56837731	56837902	56838965	56839055
5331	"ENSMUSG00000048078.16"	"Tenm4"	chr7	+	96496243	96496340	96436759	96436858	96550011	96550299
5332	"ENSMUSG00000048078.16"	"Tenm4"	chr7	+	96643998	96644208	96553477	96553747	96694769	96695025
5333	"ENSMUSG00000048078.16"	"Tenm4"	chr7	+	96702641	96702740	96694769	96695025	96703925	96704161
5334	"ENSMUSG00000048078.16"	"Tenm4"	chr7	+	96729348	96729525	96703925	96704161	96735684	96735899
5335	"ENSMUSG00000048078.16"	"Tenm4"	chr7	+	96805104	96805131	96797319	96797505	96811832	96811979
5336	"ENSMUSG00000048078.16"	"Tenm4"	chr7	+	96854716	96854737	96852332	96852582	96863449	96863682
5337	"ENSMUSG00000066026.14"	"Dhrs3"	chr4	+	144893584	144893709	144893136	144893375	144918650	144918794
5338	"ENSMUSG00000066026.14"	"Dhrs3"	chr4	+	144919229	144919504	144918650	144918794	144919840	144919972
5339	"ENSMUSG00000066026.14"	"Dhrs3"	chr4	+	144919384	144919504	144918650	144918794	144919840	144919898
5340	"ENSMUSG00000027247.16"	"Arhgap1"	chr2	+	91651763	91651823	91649859	91650252	91654072	91654207
5341	"ENSMUSG00000027247.16"	"Arhgap1"	chr2	+	91655361	91655391	91654435	91654531	91662297	91662385
5342	"ENSMUSG00000027247.16"	"Arhgap1"	chr2	+	91670145	91670261	91669384	91669729	91670465	91670569
5343	"ENSMUSG00000027247.16"	"Arhgap1"	chr2	+	91670145	91670274	91669651	91669729	91670465	91670569
5344	"ENSMUSG00000030166.14"	"Rad52"	chr6	+	119911047	119911141	119902702	119902835	119913001	119913103
5345	"ENSMUSG00000030166.14"	"Rad52"	chr6	+	119911047	119911141	119902702	119902835	119915966	119916042
5346	"ENSMUSG00000030166.14"	"Rad52"	chr6	+	119913898	119913992	119913001	119913103	119914169	119914237
5347	"ENSMUSG00000030166.14"	"Rad52"	chr6	+	119915966	119916042	119902733	119902835	119918586	119918786
5348	"ENSMUSG00000025574.13"	"Tk1"	chr11	-	117824670	117824781	117821639	117822190	117825600	117825632
5349	"ENSMUSG00000025574.13"	"Tk1"	chr11	-	117825600	117825632	117822457	117824781	117825713	117825847
5350	"ENSMUSG00000070419.11"	"Cyp3a57"	chr5	+	145370633	145370722	145369025	145369139	145370956	145371105
5351	"ENSMUSG00000015766.14"	"Eps8"	chr6	-	137514702	137514791	137514277	137514352	137517070	137517197
5352	"ENSMUSG00000015766.14"	"Eps8"	chr6	-	137530541	137530592	137528524	137528592	137537617	137537694
5353	"ENSMUSG00000015766.14"	"Eps8"	chr6	-	137539321	137539396	137537617	137537694	137591417	137591492
5354	"ENSMUSG00000015766.14"	"Eps8"	chr6	-	137539321	137539401	137537617	137537694	137591417	137591492
5355	"ENSMUSG00000015766.14"	"Eps8"	chr6	-	137591417	137591492	137539321	137539401	137649051	137649229
5356	"ENSMUSG00000015766.14"	"Eps8"	chr6	-	137595327	137595408	137591417	137591492	137648116	137648283
5357	"ENSMUSG00000015766.14"	"Eps8"	chr6	-	137623347	137623383	137591417	137591492	137649051	137649242
5358	"ENSMUSG00000030986.13"	"Dhx32"	chr7	-	133724399	133724549	133723041	133723229	133725203	133725395
5359	"ENSMUSG00000030986.13"	"Dhx32"	chr7	-	133748842	133749036	133742428	133742801	133759399	133759913
5360	"ENSMUSG00000030986.13"	"Dhx32"	chr7	-	133759399	133759913	133748842	133749036	133776601	133776616
5361	"ENSMUSG00000044067.6"	"Gpr22"	chr12	-	31711570	31712561	31706866	31710035	31713499	31713926
5362	"ENSMUSG00000020530.14"	"Ggnbp2"	chr11	-	84854254	84854380	84854053	84854167	84858439	84858538
5363	"ENSMUSG00000013523.13"	"Bcas1"	chr2	-	170384188	170384326	170378722	170378929	170387162	170387207
5364	"ENSMUSG00000031819.13"	"Emc8"	chr8	-	120658527	120658622	120653913	120658248	120659004	120659074
5365	"ENSMUSG00000031819.13"	"Emc8"	chr8	-	120658527	120659074	120655977	120658248	120667756	120668012
5366	"ENSMUSG00000031819.13"	"Emc8"	chr8	-	120658551	120658622	120658023	120658248	120659004	120659074
5367	"ENSMUSG00000031819.13"	"Emc8"	chr8	-	120659004	120659074	120653913	120658248	120667756	120667763
5368	"ENSMUSG00000031819.13"	"Emc8"	chr8	-	120659958	120660187	120658527	120659074	120660493	120660670
5369	"ENSMUSG00000031819.13"	"Emc8"	chr8	-	120659958	120660187	120658527	120659074	120660783	120660860
5370	"ENSMUSG00000031819.13"	"Emc8"	chr8	-	120660493	120660670	120659004	120659074	120660783	120660860
5371	"ENSMUSG00000031819.13"	"Emc8"	chr8	-	120660493	120660670	120659958	120660187	120660783	120660860
5372	"ENSMUSG00000031819.13"	"Emc8"	chr8	-	120660783	120660860	120659004	120659074	120667756	120667763
5373	"ENSMUSG00000031819.13"	"Emc8"	chr8	-	120660834	120660860	120659004	120659074	120667756	120667836
5374	"ENSMUSG00000028687.17"	"Mutyh"	chr4	+	116810848	116810941	116807724	116807771	116814318	116814436
5375	"ENSMUSG00000028687.17"	"Mutyh"	chr4	+	116815961	116816035	116815798	116815838	116816312	116816354
5376	"ENSMUSG00000028687.17"	"Mutyh"	chr4	+	116816777	116816875	116816582	116816696	116816954	116817039
5377	"ENSMUSG00000028687.17"	"Mutyh"	chr4	+	116817887	116818037	116817668	116817805	116818240	116818282
5378	"ENSMUSG00000061950.17"	"Ppp4r1"	chr17	+	65783623	65783668	65783354	65783449	65803159	65803295
5379	"ENSMUSG00000061950.17"	"Ppp4r1"	chr17	+	65783623	65783668	65783354	65783449	65803210	65803295
5380	"ENSMUSG00000061950.17"	"Ppp4r1"	chr17	+	65824259	65824789	65815922	65816050	65829374	65829547
5381	"ENSMUSG00000061950.17"	"Ppp4r1"	chr17	+	65829870	65829990	65829374	65829547	65830996	65831092
5382	"ENSMUSG00000102000.6"	"RP23-125L8.1"	chr13	+	107689947	107690103	107687396	107687584	107691890	107692173
5383	"ENSMUSG00000101771.6"	"RP24-91P5.1"	chrY	-	38873231	38873416	38872634	38872703	38874143	38874325
5384	"ENSMUSG00000057554.13"	"Lgals8"	chr13	-	12456343	12456432	12454734	12454945	12459173	12459316
5385	"ENSMUSG00000057554.13"	"Lgals8"	chr13	-	12459173	12459316	12456343	12456432	12461426	12461493
5386	"ENSMUSG00000031901.12"	"Dus2"	chr8	+	106031697	106031741	106030351	106030443	106033722	106033783
5387	"ENSMUSG00000096981.2"	"RP23-123D6.11"	chr9	+	22076019	22076083	22071001	22071164	22076249	22076351
5388	"ENSMUSG00000087198.4"	"RP23-173D8.8"	chr4	+	149479643	149479723	149478793	149478856	149480421	149480552
5389	"ENSMUSG00000027610.17"	"Gss"	chr2	-	155587441	155587576	155581887	155582033	155592693	155592727
5390	"ENSMUSG00000031808.7"	"Slc27a1"	chr8	+	71569341	71569448	71568926	71569023	71570720	71570888
5391	"ENSMUSG00000031808.7"	"Slc27a1"	chr8	+	71570720	71570888	71569747	71569841	71579403	71579478
5392	"ENSMUSG00000040525.13"	"Cblc"	chr7	-	19786182	19786314	19785237	19785399	19788968	19789056
5393	"ENSMUSG00000090100.7"	"Ttbk2"	chr2	-	120783694	120783799	120777533	120777599	120785978	120786119
5394	"ENSMUSG00000090100.7"	"Ttbk2"	chr2	-	120825241	120825315	120822472	120822608	120850055	120850390
5395	"ENSMUSG00000090100.7"	"Ttbk2"	chr2	-	120837164	120837260	120825241	120825315	120850055	120850435
5396	"ENSMUSG00000030894.5"	"Tpp1"	chr7	-	105751589	105751729	105750179	105750330	105751981	105752053
5397	"ENSMUSG00000030894.5"	"Tpp1"	chr7	-	105751589	105751729	105750179	105750330	105752170	105752196
5398	"ENSMUSG00000030894.5"	"Tpp1"	chr7	-	105751959	105752053	105751589	105751729	105752170	105752215
5399	"ENSMUSG00000030894.5"	"Tpp1"	chr7	-	105751981	105752053	105750179	105750330	105752170	105752196
5400	"ENSMUSG00000030894.5"	"Tpp1"	chr7	-	105751981	105752053	105750179	105751729	105752170	105752196
5401	"ENSMUSG00000023034.7"	"Nr4a1"	chr15	+	101268927	101269103	101266845	101266971	101270082	101270124
5402	"ENSMUSG00000031995.9"	"St14"	chr9	-	31106488	31106524	31106013	31106254	31106716	31106874
5403	"ENSMUSG00000031995.9"	"St14"	chr9	-	31108570	31108730	31108154	31108282	31131545	31131796
5404	"ENSMUSG00000031995.9"	"St14"	chr9	-	31129742	31129898	31108570	31108730	31131545	31131796
5405	"ENSMUSG00000038900.17"	"Rpl12"	chr2	+	32963496	32963583	32962984	32963066	32963740	32963853
5406	"ENSMUSG00000100175.6"	"RP23-153H17.1"	chr5	-	73282056	73282171	73271655	73271794	73283042	73283099
5407	"ENSMUSG00000100175.6"	"RP23-153H17.1"	chr5	-	73283042	73283099	73271655	73271794	73284122	73284175
5408	"ENSMUSG00000087694.8"	"RP23-230H3.7"	chr2	+	114023228	114023277	114020181	114020208	114031193	114032105
5409	"ENSMUSG00000046093.9"	"Hpcal4"	chr4	+	123183752	123183856	123183226	123183624	123188714	123188883
5410	"ENSMUSG00000046093.9"	"Hpcal4"	chr4	+	123187729	123187818	123183752	123183856	123188714	123188798
5411	"ENSMUSG00000015745.9"	"Plekho1"	chr3	-	95990800	95990902	95988428	95989633	95991443	95991548
5412	"ENSMUSG00000025533.15"	"Asl"	chr5	-	130012656	130012740	130012049	130012130	130012996	130013056
5413	"ENSMUSG00000025533.15"	"Asl"	chr5	-	130019661	130019856	130018832	130018916	130024041	130024096
5414	"ENSMUSG00000025533.15"	"Asl"	chr5	-	130023635	130023698	130019709	130019856	130024041	130024096
5415	"ENSMUSG00000070777.5"	"Ceacam20"	chr7	+	19977788	19977906	19976031	19976310	19978121	19978210
5416	"ENSMUSG00000004952.13"	"Rasa4"	chr5	+	136101243	136101394	136100901	136101019	136101624	136101689
5417	"ENSMUSG00000004952.13"	"Rasa4"	chr5	+	136101944	136102057	136101243	136101689	136102234	136102295
5418	"ENSMUSG00000004952.13"	"Rasa4"	chr5	+	136102527	136102665	136102234	136102427	136103279	136103424
5419	"ENSMUSG00000022394.14"	"L3mbtl2"	chr15	+	81675514	81675632	81671067	81671147	81676257	81676392
5420	"ENSMUSG00000022394.14"	"L3mbtl2"	chr15	+	81676257	81676392	81675514	81675632	81676824	81676913
5421	"ENSMUSG00000022394.14"	"L3mbtl2"	chr15	+	81684713	81684948	81684300	81684383	81685380	81685446
5422	"ENSMUSG00000031027.15"	"Stk33"	chr7	-	109353558	109353752	109341288	109341639	109438916	109439076
5423	"ENSMUSG00000002064.10"	"Sdf2"	chr11	+	78251015	78251212	78245745	78246170	78254850	78255496
5424	"ENSMUSG00000064330.9"	"Pde6h"	chr6	+	136961164	136961205	136959225	136959394	136963192	136963238
5425	"ENSMUSG00000058240.13"	"Cryzl1"	chr16	-	91707224	91707293	91701071	91701205	91712194	91712267
5426	"ENSMUSG00000058240.13"	"Cryzl1"	chr16	-	91708828	91708873	91707018	91707293	91712194	91712267
5427	"ENSMUSG00000058240.13"	"Cryzl1"	chr16	-	91714748	91714826	91712194	91712267	91717403	91717469
5428	"ENSMUSG00000058240.13"	"Cryzl1"	chr16	-	91717403	91717475	91712194	91712267	91728557	91728598
5429	"ENSMUSG00000002325.15"	"Irf9"	chr14	+	55604467	55604553	55603570	55604243	55605051	55605232
5430	"ENSMUSG00000025040.13"	"Fundc1"	chrX	-	17558680	17558809	17556563	17558011	17568032	17568108
5431	"ENSMUSG00000049482.16"	"Ctu2"	chr8	+	122476514	122476589	122476142	122476295	122476905	122476984
5432	"ENSMUSG00000024845.17"	"Tmem134"	chr19	+	4127056	4127121	4125933	4126200	4127549	4127639
5433	"ENSMUSG00000024845.17"	"Tmem134"	chr19	+	4127056	4127121	4125933	4126200	4127576	4127639
5434	"ENSMUSG00000024845.17"	"Tmem134"	chr19	+	4127056	4127132	4125978	4126200	4127549	4127639
5435	"ENSMUSG00000024845.17"	"Tmem134"	chr19	+	4127549	4127639	4127056	4127132	4131228	4131282
5436	"ENSMUSG00000024845.17"	"Tmem134"	chr19	+	4127759	4127836	4127549	4127639	4131030	4131075
5437	"ENSMUSG00000024845.17"	"Tmem134"	chr19	+	4127759	4127836	4127549	4127639	4131228	4131282
5438	"ENSMUSG00000024845.17"	"Tmem134"	chr19	+	4130856	4131075	4127759	4127836	4131228	4131282
5439	"ENSMUSG00000024845.17"	"Tmem134"	chr19	+	4131030	4131075	4127549	4127836	4131228	4131257
5440	"ENSMUSG00000024845.17"	"Tmem134"	chr19	+	4131030	4131075	4127571	4127639	4131228	4131257
5441	"ENSMUSG00000028999.15"	"Rint1"	chr5	+	23794302	23794487	23788289	23788335	23800594	23800836
5442	"ENSMUSG00000028999.15"	"Rint1"	chr5	+	23805309	23805483	23800594	23800836	23805570	23805720
5443	"ENSMUSG00000037816.10"	"Fbxw17"	chr13	+	50430167	50430587	50426621	50426780	50431539	50431750
5444	"ENSMUSG00000022565.15"	"Plec"	chr15	-	76178518	76181899	76170973	76178385	76182909	76183008
5445	"ENSMUSG00000022565.15"	"Plec"	chr15	-	76193965	76194001	76193409	76193487	76194340	76194430
5446	"ENSMUSG00000022565.15"	"Plec"	chr15	-	76194558	76194573	76194340	76194430	76194750	76194812
5447	"ENSMUSG00000021094.10"	"Dhrs7"	chr12	-	72657327	72657434	72656299	72656539	72659343	72659496
5448	"ENSMUSG00000027708.14"	"Dcun1d1"	chr3	-	35916219	35916350	35897792	35897875	35919000	35919169
5449	"ENSMUSG00000027708.14"	"Dcun1d1"	chr3	-	35937164	35937232	35920970	35921187	35937347	35937439
5450	"ENSMUSG00000034210.13"	"Efcab14"	chr4	+	115759869	115760061	115758808	115758895	115762217	115762298
5451	"ENSMUSG00000018479.12"	"RP23-286B12.2"	chr11	+	85173187	85173363	85172833	85172935	85174016	85174116
5452	"ENSMUSG00000016239.11"	"Lonrf3"	chrX	+	36339519	36339675	36335211	36335334	36341622	36341754
5453	"ENSMUSG00000038777.19"	"Sema6c"	chr3	+	95162614	95162663	95160493	95160702	95164338	95164427
5454	"ENSMUSG00000038777.19"	"Sema6c"	chr3	+	95162614	95162663	95160500	95160712	95164338	95164427
5455	"ENSMUSG00000038777.19"	"Sema6c"	chr3	+	95163126	95163271	95162614	95162663	95164338	95164481
5456	"ENSMUSG00000038777.19"	"Sema6c"	chr3	+	95163431	95163521	95162614	95162663	95164338	95164513
5457	"ENSMUSG00000038777.19"	"Sema6c"	chr3	+	95167412	95167476	95167005	95167120	95167623	95167680
5458	"ENSMUSG00000038777.19"	"Sema6c"	chr3	+	95168298	95168389	95167998	95168100	95168586	95168706
5459	"ENSMUSG00000038777.19"	"Sema6c"	chr3	+	95168586	95168706	95168211	95168389	95168808	95168897
5460	"ENSMUSG00000038777.19"	"Sema6c"	chr3	+	95171790	95171886	95171557	95171602	95172254	95173653
5461	"ENSMUSG00000027562.12"	"Car2"	chr3	+	14895021	14895140	14887833	14888031	14895534	14895627
5462	"ENSMUSG00000044791.16"	"Setd2"	chr9	+	110561115	110561239	110556287	110556416	110562936	110563014
5463	"ENSMUSG00000044791.16"	"Setd2"	chr9	+	110561115	110561248	110556287	110556416	110562936	110563014
5464	"ENSMUSG00000044791.16"	"Setd2"	chr9	+	110577121	110577289	110573611	110574274	110590387	110590436
5465	"ENSMUSG00000044791.16"	"Setd2"	chr9	+	110577121	110577338	110573883	110574274	110590387	110590436
5466	"ENSMUSG00000044791.16"	"Setd2"	chr9	+	110599118	110599253	110594090	110594760	110602122	110602262
5467	"ENSMUSG00000044791.16"	"Setd2"	chr9	+	110609997	110610049	110604119	110604231	110614869	110614950
5468	"ENSMUSG00000020612.16"	"Prkar1a"	chr11	+	109650440	109650624	109649404	109649527	109653778	109653961
5469	"ENSMUSG00000035401.9"	"RP23-331A21.2"	chr7	-	98593330	98593666	98588935	98590884	98594751	98595312
5470	"ENSMUSG00000035401.9"	"RP23-331A21.2"	chr7	-	98593330	98593810	98587136	98590884	98594751	98595312
5471	"ENSMUSG00000035401.9"	"RP23-331A21.2"	chr7	-	98599751	98599793	98596494	98597184	98600671	98600827
5472	"ENSMUSG00000035401.9"	"RP23-331A21.2"	chr7	-	98600671	98600827	98597032	98597184	98602582	98602747
5473	"ENSMUSG00000035401.9"	"RP23-331A21.2"	chr7	-	98600671	98600827	98597032	98597184	98610666	98610865
5474	"ENSMUSG00000035401.9"	"RP23-331A21.2"	chr7	-	98602582	98602747	98597045	98597184	98610666	98610865
5475	"ENSMUSG00000035401.9"	"RP23-331A21.2"	chr7	-	98602582	98602747	98600671	98600827	98610666	98610865
5476	"ENSMUSG00000035401.9"	"RP23-331A21.2"	chr7	-	98639730	98639883	98637260	98637520	98641492	98641668
5477	"ENSMUSG00000035401.9"	"RP23-331A21.2"	chr7	-	98645166	98645208	98641492	98641668	98646448	98646523
5478	"ENSMUSG00000035401.9"	"RP23-331A21.2"	chr7	-	98646448	98646523	98641492	98641668	98647804	98647904
5479	"ENSMUSG00000037938.4"	"Chchd5"	chr2	+	129130177	129130318	129129699	129129857	129130400	129130566
5480	"ENSMUSG00000037938.4"	"Chchd5"	chr2	+	129130400	129130566	129129699	129129857	129133274	129134134
5481	"ENSMUSG00000051236.13"	"Msrb3"	chr10	-	120821383	120821500	120791401	120791499	120825107	120825136
5482	"ENSMUSG00000073900.5"	"Olfr704"	chr7	+	106864962	106865346	106863560	106863717	106867484	106870921
5483	"ENSMUSG00000114854.1"	"RP23-123E17.3"	chr13	+	59149005	59149189	59145872	59146433	59157278	59157507
5484	"ENSMUSG00000114854.1"	"RP23-123E17.3"	chr13	+	59182627	59182966	59177758	59177828	59186022	59186977
5485	"ENSMUSG00000002546.16"	"Golga2"	chr2	+	32293314	32293395	32292092	32292215	32296625	32296721
5486	"ENSMUSG00000002546.16"	"Golga2"	chr2	+	32296625	32296721	32292092	32292215	32296964	32297008
5487	"ENSMUSG00000002546.16"	"Golga2"	chr2	+	32297753	32297834	32297520	32297577	32298599	32298638
5488	"ENSMUSG00000031328.15"	"Flna"	chrX	-	74227851	74227974	74227490	74227757	74228085	74228238
5489	"ENSMUSG00000031328.15"	"Flna"	chrX	-	74228085	74228238	74227851	74227974	74228320	74228489
5490	"ENSMUSG00000031328.15"	"Flna"	chrX	-	74228759	74228921	74228320	74228524	74229018	74229063
5491	"ENSMUSG00000031328.15"	"Flna"	chrX	-	74229018	74229192	74228759	74228921	74229380	74229509
5492	"ENSMUSG00000031328.15"	"Flna"	chrX	-	74230300	74230396	74230055	74230158	74230505	74230570
5493	"ENSMUSG00000031328.15"	"Flna"	chrX	-	74232966	74232990	74230505	74230753	74233148	74233338
5494	"ENSMUSG00000073616.10"	"Cops9"	chr1	-	92639686	92639759	92637144	92637403	92641879	92641985
5495	"ENSMUSG00000028328.13"	"Tmod1"	chr4	+	46060965	46061134	46038934	46039309	46078313	46078470
5496	"ENSMUSG00000027907.4"	"S100a11"	chr3	+	93524050	93524199	93520487	93520553	93525991	93526287
5497	"ENSMUSG00000040405.13"	"Havcr1"	chr11	+	46766640	46766709	46756128	46756287	46770490	46770540
5498	"ENSMUSG00000029345.13"	"Tfip11"	chr5	+	112327961	112328182	112327484	112327670	112329365	112329519
5499	"ENSMUSG00000097735.7"	"D930032P07Rik"	chr19	+	28690686	28690758	28686614	28686754	28694004	28694206
5500	"ENSMUSG00000097735.7"	"D930032P07Rik"	chr19	+	28717204	28717279	28694004	28694206	28719209	28719752
5501	"ENSMUSG00000032081.10"	"Apoc3"	chr9	-	46234658	46234726	46234416	46234540	46235258	46235299
5502	"ENSMUSG00000021884.18"	"Hacl1"	chr14	-	31618971	31619073	31616359	31616514	31619844	31619928
5503	"ENSMUSG00000021884.18"	"Hacl1"	chr14	-	31621002	31621108	31619844	31619928	31622838	31622974
5504	"ENSMUSG00000021884.18"	"Hacl1"	chr14	-	31630960	31631038	31629766	31630127	31632895	31632968
5505	"ENSMUSG00000021884.18"	"Hacl1"	chr14	-	31632895	31632968	31630578	31631038	31634198	31634279
5506	"ENSMUSG00000021884.18"	"Hacl1"	chr14	-	31634198	31634279	31632895	31632968	31635743	31635784
5507	"ENSMUSG00000021884.18"	"Hacl1"	chr14	-	31635743	31635784	31632895	31632968	31640493	31640598
5508	"ENSMUSG00000027165.16"	"RP23-325I3.1"	chr2	-	101566347	101566462	101562225	101562354	101576011	101576151
5509	"ENSMUSG00000027165.16"	"RP23-325I3.1"	chr2	-	101576011	101576151	101560780	101562354	101583520	101583583
5510	"ENSMUSG00000027165.16"	"RP23-325I3.1"	chr2	-	101630340	101630548	101610523	101610675	101649421	101649532
5511	"ENSMUSG00000048874.15"	"Phf3"	chr1	-	30829842	30831559	30824209	30824519	30837104	30837266
5512	"ENSMUSG00000048874.15"	"Phf3"	chr1	-	30829842	30831559	30824209	30824519	30873577	30873581
5513	"ENSMUSG00000048874.15"	"Phf3"	chr1	-	30837104	30837266	30824209	30824519	30862986	30863255
5514	"ENSMUSG00000048874.15"	"Phf3"	chr1	-	30837104	30837266	30824209	30824519	30873577	30873581
5515	"ENSMUSG00000048874.15"	"Phf3"	chr1	-	30837104	30837266	30829842	30831559	30862986	30863255
5516	"ENSMUSG00000048874.15"	"Phf3"	chr1	-	30837104	30837266	30829842	30831559	30873577	30873581
5517	"ENSMUSG00000048874.15"	"Phf3"	chr1	-	30862986	30863255	30831204	30831559	30873577	30873581
5518	"ENSMUSG00000048874.15"	"Phf3"	chr1	-	30862986	30863255	30837104	30837266	30873577	30873581
5519	"ENSMUSG00000025188.15"	"Hps1"	chr19	-	42766129	42766216	42765912	42765982	42766709	42766833
5520	"ENSMUSG00000052581.13"	"Lrrtm4"	chr6	+	80019553	80019706	80018917	80019186	80021613	80023160
5521	"ENSMUSG00000052581.13"	"Lrrtm4"	chr6	+	80019623	80019706	80018917	80019186	80021613	80023160
5522	"ENSMUSG00000052581.13"	"Lrrtm4"	chr6	+	80019642	80019706	80018887	80019186	80021613	80021756
5523	"ENSMUSG00000038533.15"	"Cbfa2t2"	chr2	+	154500399	154500543	154436480	154436636	154504552	154504777
5524	"ENSMUSG00000038533.15"	"Cbfa2t2"	chr2	+	154521150	154521236	154517708	154517962	154523903	154524099
5525	"ENSMUSG00000038533.15"	"Cbfa2t2"	chr2	+	154528836	154528905	154523903	154524099	154531221	154531412
5526	"ENSMUSG00000032468.11"	"Armc8"	chr9	-	99496150	99496246	99487863	99487959	99497242	99497392
5527	"ENSMUSG00000032468.11"	"Armc8"	chr9	-	99523138	99523339	99518803	99520582	99525352	99525413
5528	"ENSMUSG00000032468.11"	"Armc8"	chr9	-	99551542	99551619	99537687	99537759	99568601	99568649
5529	"ENSMUSG00000049744.15"	"Arhgap15"	chr2	+	43845754	43845832	43844749	43844811	43856805	43856893
5530	"ENSMUSG00000037509.20"	"Arhgef4"	chr1	+	34732108	34732408	34721703	34725159	34745317	34745444
5531	"ENSMUSG00000037509.20"	"Arhgef4"	chr1	+	34793225	34793362	34745317	34745444	34804913	34805093
5532	"ENSMUSG00000037509.20"	"Arhgef4"	chr1	+	34806314	34806494	34805955	34806135	34807058	34807144
5533	"ENSMUSG00000029122.11"	"Evc"	chr5	-	37314761	37314827	37314564	37314571	37316324	37316423
5534	"ENSMUSG00000030382.15"	"Slc27a5"	chr7	-	12996230	12996440	12994879	12995038	12997377	12998150
5535	"ENSMUSG00000068101.11"	"Cenpm"	chr15	-	82239292	82239384	82233778	82234509	82239878	82239958
5536	"ENSMUSG00000044583.13"	"Tlr7"	chrX	-	167308788	167308856	167304928	167308485	167309280	167309361
5537	"ENSMUSG00000044583.13"	"Tlr7"	chrX	-	167308788	167308856	167304928	167308485	167330000	167330099
5538	"ENSMUSG00000044583.13"	"Tlr7"	chrX	-	167309280	167309361	167308355	167308485	167330000	167330099
5539	"ENSMUSG00000044583.13"	"Tlr7"	chrX	-	167309280	167309361	167308788	167308856	167330000	167330099
5540	"ENSMUSG00000063550.8"	"Nup98"	chr7	-	102157051	102157168	102153794	102154093	102160540	102160728
5541	"ENSMUSG00000063550.8"	"Nup98"	chr7	-	102169362	102169503	102163688	102163822	102176312	102176405
5542	"ENSMUSG00000087132.7"	"AC124347.2"	chr19	+	4447296	4447426	4444002	4444038	4447524	4448183
5543	"ENSMUSG00000044985.6"	"Olfr124"	chr17	+	37803498	37803618	37802400	37802575	37804586	37808604
5544	"ENSMUSG00000086390.7"	"AC133195.2"	chr8	+	106137468	106137544	106137166	106137350	106137827	106137891
5545	"ENSMUSG00000074476.6"	"Spc24"	chr9	-	21757116	21757193	21755441	21756295	21757289	21757394
5546	"ENSMUSG00000074476.6"	"Spc24"	chr9	-	21757116	21757193	21755441	21756295	21760118	21760303
5547	"ENSMUSG00000063145.10"	"Bbs5"	chr2	+	69654245	69654373	69654062	69654112	69655498	69655634
5548	"ENSMUSG00000063145.10"	"Bbs5"	chr2	+	69656896	69656992	69655423	69655634	69661035	69661098
5549	"ENSMUSG00000063145.10"	"Bbs5"	chr2	+	69661035	69661098	69656896	69656992	69663025	69663160
5550	"ENSMUSG00000063145.10"	"Bbs5"	chr2	+	69663025	69663160	69661035	69661098	69665025	69665028
5551	"ENSMUSG00000109493.1"	"RP23-109E24.10"	chrX	+	7727346	7727492	7727169	7727271	7729715	7729933
5552	"ENSMUSG00000026074.15"	"Map4k4"	chr1	+	40001429	40001591	40000530	40000749	40003756	40003987
5553	"ENSMUSG00000026074.15"	"Map4k4"	chr1	+	40001429	40001591	40000530	40000749	40003762	40003987
5554	"ENSMUSG00000026074.15"	"Map4k4"	chr1	+	40001429	40001591	40000530	40000749	40004806	40004913
5555	"ENSMUSG00000026074.15"	"Map4k4"	chr1	+	40003756	40003987	40000530	40000749	40004806	40004913
5556	"ENSMUSG00000026074.15"	"Map4k4"	chr1	+	40003756	40003987	40001429	40001591	40004806	40004913
5557	"ENSMUSG00000026074.15"	"Map4k4"	chr1	+	40003762	40003987	40000530	40000749	40004806	40004910
5558	"ENSMUSG00000026074.15"	"Map4k4"	chr1	+	40003762	40003987	40001429	40001591	40004806	40004910
5559	"ENSMUSG00000026074.15"	"Map4k4"	chr1	+	40008330	40008339	40007432	40007530	40009687	40009863
5560	"ENSMUSG00000026074.15"	"Map4k4"	chr1	+	40011649	40011841	40010556	40010677	40014105	40014223
5561	"ENSMUSG00000026074.15"	"Map4k4"	chr1	+	40014526	40014697	40014105	40014223	40017109	40017253
5562	"ENSMUSG00000033278.10"	"Ptprm"	chr17	-	66814270	66814297	66809465	66809653	66814466	66814541
5563	"ENSMUSG00000033278.10"	"Ptprm"	chr17	-	66872116	66872191	66817825	66817977	66890923	66891056
