ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
627	"ENSMUSG00000061689.15"	"Dlgap4"	chr2	+	156748022	156748420	156748331	156748420	156745834	156746196
628	"ENSMUSG00000095737.5"	"Igkv11-125"	chr6	+	67913754	67914052	67913757	67914052	67913572	67913627
629	"ENSMUSG00000025497.15"	"Cdhr5"	chr7	-	141271516	141272002	141271516	141271720	141272100	141272185
630	"ENSMUSG00000016308.12"	"Ube2a"	chrX	+	36882598	36882687	36882607	36882687	36881656	36881746
631	"ENSMUSG00000034021.15"	"Pds5b"	chr5	+	150801118	150801229	150801121	150801229	150800577	150801017
632	"ENSMUSG00000002059.18"	"Rab34"	chr11	+	78191574	78191682	78191610	78191682	78191364	78191455
633	"ENSMUSG00000020773.11"	"Trim47"	chr11	-	116106931	116107006	116106931	116107003	116107423	116107622
634	"ENSMUSG00000037003.16"	"Tns2"	chr15	+	102112407	102112576	102112428	102112576	102111081	102112293
635	"ENSMUSG00000037313.16"	"Tacc3"	chr5	+	33667042	33667167	33667063	33667167	33666692	33666745
636	"ENSMUSG00000037313.16"	"Tacc3"	chr5	+	33671664	33671785	33671725	33671785	33671403	33671510
637	"ENSMUSG00000020775.13"	"Mrpl38"	chr11	-	116134907	116135325	116134907	116135116	116138441	116138621
638	"ENSMUSG00000026219.14"	"Trip12"	chr1	-	84745012	84745185	84745012	84745170	84747177	84747329
639	"ENSMUSG00000026219.14"	"Trip12"	chr1	-	84758973	84759127	84758973	84759046	84760762	84760919
640	"ENSMUSG00000026219.14"	"Trip12"	chr1	-	84777423	84777507	84777423	84777489	84782826	84782963
641	"ENSMUSG00000059552.13"	"Trp53"	chr11	+	69591253	69591872	69591349	69591872	69590655	69590762
642	"ENSMUSG00000032332.17"	"Col12a1"	chr9	-	79598990	79601179	79598990	79600007	79602199	79602370
643	"ENSMUSG00000044320.14"	"RP23-221O14.1"	chr2	-	30796108	30796283	30796108	30796211	30796400	30796566
644	"ENSMUSG00000044320.14"	"RP23-221O14.1"	chr2	-	30797867	30798028	30797867	30797980	30800723	30800816
645	"ENSMUSG00000019471.10"	"Cdc37"	chr9	-	21142421	21142677	21142421	21142530	21142946	21143225
646	"ENSMUSG00000067522.3"	"Olfr76"	chr19	-	12117995	12120648	12117995	12120610	12122079	12122254
647	"ENSMUSG00000067522.3"	"Olfr76"	chr19	-	12117995	12120707	12117995	12120610	12122079	12122254
648	"ENSMUSG00000067522.3"	"Olfr76"	chr19	-	12117995	12120707	12117995	12120648	12122079	12122254
649	"ENSMUSG00000049299.14"	"Trappc1"	chr11	+	69324823	69324962	69324853	69324962	69324394	69324465
650	"ENSMUSG00000049299.14"	"Trappc1"	chr11	+	69325438	69325793	69325557	69325793	69324823	69324962
651	"ENSMUSG00000061878.15"	"Sphk1"	chr11	+	116534848	116535001	116534851	116535001	116533969	116534173
652	"ENSMUSG00000034911.8"	"Ushbp1"	chr8	-	71390640	71390781	71390640	71390729	71390920	71391054
653	"ENSMUSG00000034739.17"	"Mfrp"	chr9	+	44105386	44105515	44105404	44105515	44105151	44105282
654	"ENSMUSG00000024889.4"	"Rce1"	chr19	-	4623500	4623576	4623500	4623563	4623825	4623897
655	"ENSMUSG00000024889.4"	"Rce1"	chr19	-	4624013	4624181	4624013	4624151	4624684	4624763
656	"ENSMUSG00000024889.4"	"Rce1"	chr19	-	4625012	4625096	4625012	4625092	4625192	4625295
657	"ENSMUSG00000109354.2"	"Olfr706"	chr7	-	106882588	106884003	106882588	106883967	106884786	106884829
658	"ENSMUSG00000068329.12"	"Htra2"	chr6	-	83052697	83052803	83052697	83052726	83053037	83053070
659	"ENSMUSG00000031310.16"	"Zmym3"	chrX	-	101416908	101416981	101416908	101416975	101417286	101417330
660	"ENSMUSG00000061815.11"	"Rufy4"	chr1	+	74127845	74127952	74127868	74127952	74127591	74127723
661	"ENSMUSG00000079056.12"	"Kcnip3"	chr2	-	127465853	127465978	127465853	127465974	127510828	127510994
662	"ENSMUSG00000000766.18"	"Oprm1"	chr10	+	6788569	6789158	6788743	6789158	6758592	6758690
663	"ENSMUSG00000000766.18"	"Oprm1"	chr10	+	6932966	6933367	6933071	6933367	6829976	6830497
664	"ENSMUSG00000035818.14"	"Plekhs1"	chr19	+	56471697	56471832	56471700	56471832	56470936	56471043
665	"ENSMUSG00000035818.14"	"Plekhs1"	chr19	+	56474137	56474254	56474140	56474254	56473188	56473264
666	"ENSMUSG00000020183.11"	"Cpm"	chr10	+	117659767	117659865	117659771	117659865	117629720	117629883
667	"ENSMUSG00000002342.17"	"Tmem161a"	chr8	+	70176806	70176925	70176844	70176925	70174302	70174406
668	"ENSMUSG00000002342.17"	"Tmem161a"	chr8	+	70177451	70177608	70177526	70177608	70177240	70177338
669	"ENSMUSG00000029517.13"	"Ankrd7"	chr6	+	18868240	18868417	18868243	18868417	18867981	18868096
670	"ENSMUSG00000028464.16"	"Tpm2"	chr4	-	43514710	43516003	43514710	43514861	43518229	43518299
671	"ENSMUSG00000028644.16"	"Ermap"	chr4	-	119188175	119188334	119188175	119188321	119188858	119188943
672	"ENSMUSG00000020166.15"	"Cnot2"	chr10	-	116549032	116549175	116549032	116549105	116581452	116581483
673	"ENSMUSG00000062270.13"	"Morf4l1"	chr9	-	90103654	90103771	90103654	90103768	90107234	90107302
674	"ENSMUSG00000038502.16"	"Ptov1"	chr7	-	44863534	44863732	44863534	44863624	44864382	44864487
675	"ENSMUSG00000038502.16"	"Ptov1"	chr7	-	44863534	44864487	44863534	44863732	44864611	44864669
676	"ENSMUSG00000038502.16"	"Ptov1"	chr7	-	44864611	44864669	44864611	44864666	44864761	44864835
677	"ENSMUSG00000038502.16"	"Ptov1"	chr7	-	44865471	44865627	44865471	44865623	44866809	44866917
678	"ENSMUSG00000009585.18"	"Apobec3"	chr15	+	79897694	79897971	79897743	79897971	79895410	79895558
679	"ENSMUSG00000022552.16"	"Sharpin"	chr15	-	76347663	76347807	76347663	76347789	76347895	76348004
680	"ENSMUSG00000022552.16"	"Sharpin"	chr15	-	76347663	76347817	76347663	76347789	76347895	76348004
681	"ENSMUSG00000022552.16"	"Sharpin"	chr15	-	76347663	76347817	76347663	76347807	76347895	76348004
682	"ENSMUSG00000022552.16"	"Sharpin"	chr15	-	76348085	76348227	76348085	76348222	76348300	76348435
683	"ENSMUSG00000008035.12"	"Mid1ip1"	chrX	+	10717983	10719690	10717986	10719690	10717389	10717704
684	"ENSMUSG00000031965.15"	"Tbx20"	chr9	-	24740247	24740703	24740247	24740329	24750311	24750388
685	"ENSMUSG00000057897.14"	"Camk2b"	chr11	-	5982720	5982761	5982720	5982758	5988100	5988143
686	"ENSMUSG00000000392.17"	"Fap"	chr2	-	62547754	62547892	62547754	62547875	62548569	62548642
687	"ENSMUSG00000000392.17"	"Fap"	chr2	-	62556100	62556199	62556100	62556184	62573438	62573523
688	"ENSMUSG00000026455.14"	"Klhl12"	chr1	+	134458427	134458666	134458465	134458666	134455530	134455665
689	"ENSMUSG00000026455.14"	"Klhl12"	chr1	+	134488934	134489121	134489015	134489121	134487643	134487742
690	"ENSMUSG00000087651.3"	"RP24-175N4.1"	chr10	+	83759592	83759630	83759597	83759630	83758133	83758213
691	"ENSMUSG00000085795.8"	"Zfp703"	chr8	+	26978234	26978395	26978261	26978395	26977324	26977611
692	"ENSMUSG00000093460.9"	"Six3os1"	chr17	-	85614647	85614727	85614647	85614692	85615593	85615743
693	"ENSMUSG00000030032.12"	"Wdr54"	chr6	-	83155069	83155240	83155069	83155136	83155477	83155540
694	"ENSMUSG00000030032.12"	"Wdr54"	chr6	-	83155648	83155871	83155648	83155795	83156174	83156245
695	"ENSMUSG00000003573.15"	"Homer3"	chr8	+	70291516	70291603	70291525	70291603	70291317	70291428
696	"ENSMUSG00000046311.13"	"Zfp62"	chr11	+	49214525	49214654	49214554	49214654	49213589	49213642
697	"ENSMUSG00000026826.13"	"Nr4a2"	chr2	-	57108560	57108739	57108560	57108618	57109062	57109265
698	"ENSMUSG00000026826.13"	"Nr4a2"	chr2	-	57111575	57112441	57111575	57112263	57112950	57113072
699	"ENSMUSG00000026826.13"	"Nr4a2"	chr2	-	57112950	57113289	57112950	57113072	57114717	57115038
700	"ENSMUSG00000022710.17"	"Usp7"	chr16	-	8698719	8698850	8698719	8698809	8699142	8699287
701	"ENSMUSG00000003644.17"	"Rps6ka1"	chr4	-	133865360	133865431	133865360	133865398	133865762	133865905
702	"ENSMUSG00000053062.15"	"Jam2"	chr16	+	84818757	84818775	84818759	84818775	84816265	84816373
703	"ENSMUSG00000025420.13"	"Katnal2"	chr18	-	76978429	76978672	76978429	76978532	76979998	76980161
704	"ENSMUSG00000039988.14"	"Ankrd13c"	chr3	+	157972999	157975294	157975227	157975294	157972231	157972317
705	"ENSMUSG00000073411.11"	"H2-D1"	chr17	+	35266466	35266514	35266481	35266514	35266186	35266303
706	"ENSMUSG00000068040.10"	"Tm9sf4"	chr2	+	153198349	153198433	153198353	153198433	153195489	153195565
707	"ENSMUSG00000021182.15"	"Ccdc88c"	chr12	-	100947099	100947258	100947099	100947237	100948446	100948631
708	"ENSMUSG00000001911.16"	"Nfix"	chr8	-	84726468	84726605	84726468	84726602	84727123	84727244
709	"ENSMUSG00000024858.13"	"Adrbk1"	chr19	-	4289897	4290020	4289897	4290005	4290073	4290168
710	"ENSMUSG00000027184.14"	"Caprin1"	chr2	-	103773733	103773795	103773733	103773744	103775416	103775525
711	"ENSMUSG00000018678.13"	"Sp2"	chr11	-	96963364	96963444	96963364	96963441	96977620	96977711
712	"ENSMUSG00000018678.13"	"Sp2"	chr11	-	96963364	96963444	96963364	96963441	96981411	96981585
713	"ENSMUSG00000067399.10"	"Trim43c"	chr9	+	88842933	88843167	88842936	88843167	88841833	88841929
714	"ENSMUSG00000028357.13"	"Kif12"	chr4	-	63166406	63166510	63166406	63166507	63166933	63167032
715	"ENSMUSG00000027355.15"	"Tmco5"	chr2	+	116886729	116886789	116886759	116886789	116886249	116886306
716	"ENSMUSG00000021432.15"	"Slc35b3"	chr13	-	38939874	38940045	38939874	38939972	38943058	38943166
717	"ENSMUSG00000050875.11"	"AC132242.1"	chr18	+	59066816	59066989	59066909	59066989	59065834	59065885
718	"ENSMUSG00000050875.11"	"AC132242.1"	chr18	+	59066816	59066989	59066928	59066989	59065834	59065885
719	"ENSMUSG00000050875.11"	"AC132242.1"	chr18	+	59066909	59066989	59066928	59066989	59065834	59065885
720	"ENSMUSG00000028795.15"	"Ccdc28b"	chr4	-	129620682	129620876	129620682	129620853	129620983	129621150
721	"ENSMUSG00000086537.7"	"Nespas"	chr2	-	174283255	174283424	174283255	174283406	174284459	174284665
722	"ENSMUSG00000028048.11"	"Gba"	chr3	+	89207783	89207987	89207823	89207987	89207226	89207451
723	"ENSMUSG00000028218.19"	"Fam92a"	chr4	-	12168964	12169058	12168964	12169033	12170983	12171218
724	"ENSMUSG00000026110.15"	"Mgat4a"	chr1	-	37466536	37466583	37466536	37466579	37490259	37490393
725	"ENSMUSG00000057363.12"	"Uxs1"	chr1	-	43790463	43790644	43790463	43790550	43797244	43797305
726	"ENSMUSG00000057363.12"	"Uxs1"	chr1	-	43805625	43805689	43805625	43805674	43807349	43807377
727	"ENSMUSG00000026872.17"	"Zeb2"	chr2	-	45017396	45017468	45017396	45017465	45022846	45023104
728	"ENSMUSG00000040272.14"	"Accs"	chr2	-	93847916	93848189	93847916	93848186	93849764	93849939
729	"ENSMUSG00000027012.15"	"Dync1i2"	chr2	+	71227750	71227844	71227826	71227844	71219300	71219418
730	"ENSMUSG00000027012.15"	"Dync1i2"	chr2	+	71262647	71263303	71262650	71263303	71260821	71260947
731	"ENSMUSG00000040350.16"	"Trim7"	chr11	+	48845431	48845666	48845435	48845666	48838836	48838932
732	"ENSMUSG00000024679.10"	"Ms4a6d"	chr19	-	11589989	11590196	11589989	11590122	11592864	11592921
733	"ENSMUSG00000069292.4"	"Vmn1r199"	chr13	+	22382480	22388102	22382656	22388102	22379817	22379908
734	"ENSMUSG00000029012.11"	"Orc5"	chr5	-	22546397	22546598	22546397	22546504	22547923	22548016
735	"ENSMUSG00000002985.16"	"Apoe"	chr7	-	19698187	19698272	19698187	19698253	19699010	19699052
736	"ENSMUSG00000040528.15"	"Milr1"	chr11	+	106761182	106761296	106761185	106761296	106754781	106755051
737	"ENSMUSG00000030346.16"	"Rad51ap1"	chr6	-	126927537	126927690	126927537	126927687	126928140	126928227
738	"ENSMUSG00000020472.14"	"Zkscan17"	chr11	-	59503383	59503810	59503383	59503763	59504147	59504254
739	"ENSMUSG00000020282.18"	"Rhbdf1"	chr11	-	32214392	32214602	32214392	32214483	32214909	32215123
740	"ENSMUSG00000009563.16"	"Tor2a"	chr2	+	32758670	32758936	32758756	32758936	32757318	32757539
741	"ENSMUSG00000056752.16"	"Dnah9"	chr11	-	66156819	66156978	66156819	66156973	66159856	66160053
742	"ENSMUSG00000050241.8"	"Klre1"	chr6	+	129581864	129582103	129582001	129582103	129579917	129580117
743	"ENSMUSG00000064043.13"	"Trerf1"	chr17	+	47317767	47317921	47317770	47317921	47316613	47316660
744	"ENSMUSG00000064043.13"	"Trerf1"	chr17	+	47353696	47353945	47353732	47353945	47348649	47348856
745	"ENSMUSG00000020415.16"	"Pttg1"	chr11	-	43421106	43421265	43421106	43421257	43422892	43422986
746	"ENSMUSG00000086968.8"	"AC079042.1"	chr3	-	107894050	107894228	107894050	107894215	107894588	107894656
747	"ENSMUSG00000086968.8"	"AC079042.1"	chr3	-	107894050	107894228	107894050	107894208	107894860	107894992
748	"ENSMUSG00000067878.13"	"Map7d3"	chrX	-	56810862	56811551	56810862	56811461	56813314	56813407
749	"ENSMUSG00000043036.13"	"Ccdc63"	chr5	-	122129722	122129955	122129722	122129892	122130288	122130405
750	"ENSMUSG00000052752.15"	"Traf7"	chr17	-	24514712	24514866	24514712	24514829	24516504	24516596
751	"ENSMUSG00000052752.15"	"Traf7"	chr17	-	24516504	24516599	24516504	24516596	24518741	24518794
752	"ENSMUSG00000052752.15"	"Traf7"	chr17	-	24514712	24514866	24514712	24514829	24518741	24518799
753	"ENSMUSG00000052752.15"	"Traf7"	chr17	-	24518741	24518799	24518741	24518794	24519130	24519246
754	"ENSMUSG00000073830.11"	"Mup14"	chr4	-	61302479	61302553	61302479	61302550	61303321	61303455
755	"ENSMUSG00000031907.9"	"Zfp90"	chr8	+	106418996	106419197	106419070	106419197	106415338	106415770
756	"ENSMUSG00000031907.9"	"Zfp90"	chr8	+	106419420	106419610	106419514	106419610	106419070	106419197
757	"ENSMUSG00000028804.20"	"Csmd2"	chr4	+	128554854	128554920	128554857	128554920	128552574	128552754
758	"ENSMUSG00000075200.2"	"Olfr1044"	chr2	-	86168598	86170977	86168598	86170311	86171450	86171830
759	"ENSMUSG00000030741.15"	"Spns1"	chr7	-	126373921	126374073	126373921	126373973	126375066	126375203
760	"ENSMUSG00000015176.10"	"Nolc1"	chr19	+	46078857	46079021	46078872	46079021	46078702	46078758
761	"ENSMUSG00000015176.10"	"Nolc1"	chr19	+	46078857	46079021	46078875	46079021	46078702	46078758
762	"ENSMUSG00000015176.10"	"Nolc1"	chr19	+	46078872	46079021	46078875	46079021	46078702	46078758
763	"ENSMUSG00000015176.10"	"Nolc1"	chr19	+	46079907	46080085	46079910	46080085	46079130	46079258
764	"ENSMUSG00000061859.16"	"Inadl"	chr4	+	98441053	98441142	98441065	98441142	98437329	98437470
765	"ENSMUSG00000040003.18"	"Magi2"	chr5	+	20661241	20661352	20661263	20661352	20651054	20651193
766	"ENSMUSG00000101581.6"	"RP24-217M7.2"	chr9	+	96771480	96771613	96771567	96771613	96769950	96770096
767	"ENSMUSG00000020231.15"	"Dip2a"	chr10	-	76279705	76279816	76279705	76279786	76279856	76279966
768	"ENSMUSG00000020231.15"	"Dip2a"	chr10	-	76286361	76286488	76286361	76286442	76287312	76287449
769	"ENSMUSG00000074862.11"	"AC153919.1"	chr10	+	81608109	81609545	81608138	81609545	81606882	81607057
770	"ENSMUSG00000052369.8"	"Tmem106c"	chr15	+	97966068	97966310	97966246	97966310	97964839	97965030
771	"ENSMUSG00000035125.10"	"Gcfc2"	chr6	+	81944320	81944520	81944406	81944520	81943428	81943541
772	"ENSMUSG00000066510.5"	"Ankdd1a"	chr9	-	65503365	65503570	65503365	65503513	65504092	65504188
773	"ENSMUSG00000110393.2"	"RP23-414P13.3"	chr13	+	65247441	65247767	65247640	65247767	65241752	65242015
774	"ENSMUSG00000035545.13"	"Leng8"	chr7	+	4143258	4143697	4143418	4143697	4142833	4143037
775	"ENSMUSG00000022377.16"	"Asap1"	chr15	-	64173217	64173292	64173217	64173286	64191483	64191629
776	"ENSMUSG00000030556.13"	"Lrrc28"	chr7	-	67559857	67560064	67559857	67559969	67617992	67618130
777	"ENSMUSG00000054693.14"	"Adam10"	chr9	+	70766871	70767055	70766897	70767055	70765951	70766102
778	"ENSMUSG00000020153.14"	"Ndufs7"	chr10	+	80253073	80253157	80253078	80253157	80252396	80252433
779	"ENSMUSG00000041225.16"	"Arhgap12"	chr18	-	6061846	6062250	6061846	6061972	6064340	6064421
780	"ENSMUSG00000028484.16"	"Psip1"	chr4	-	83461870	83462473	83461870	83462174	83463594	83463713
781	"ENSMUSG00000028484.16"	"Psip1"	chr4	-	83461870	83462553	83461870	83462174	83463594	83463713
782	"ENSMUSG00000028484.16"	"Psip1"	chr4	-	83461870	83462553	83461870	83462473	83463594	83463713
783	"ENSMUSG00000025219.13"	"Fgf8"	chr19	-	45741498	45741679	45741498	45741646	45741910	45741997
784	"ENSMUSG00000025219.13"	"Fgf8"	chr19	-	45741498	45741679	45741498	45741646	45742515	45742552
785	"ENSMUSG00000014301.13"	"Pam16"	chr16	-	4617125	4617262	4617125	4617149	4617918	4618003
786	"ENSMUSG00000025872.5"	"Thoc3"	chr13	-	54466179	54466455	54466179	54466384	54467825	54467982
787	"ENSMUSG00000007617.18"	"Homer1"	chr13	+	93366242	93367134	93366277	93367134	93355939	93356079
788	"ENSMUSG00000007880.16"	"Arid1a"	chr4	-	133687203	133687379	133687203	133687376	133687537	133687670
789	"ENSMUSG00000042249.11"	"Adrbk2"	chr5	-	112969167	112969308	112969167	112969269	112973506	112973580
790	"ENSMUSG00000026601.14"	"Axdnd1"	chr1	-	156392648	156392879	156392648	156392789	156395431	156395553
791	"ENSMUSG00000000823.16"	"Zfp512b"	chr2	-	181587980	181588103	181587980	181588079	181588213	181588306
792	"ENSMUSG00000028382.15"	"Ptbp3"	chr4	-	59485606	59485746	59485606	59485731	59488110	59488188
793	"ENSMUSG00000057280.15"	"Musk"	chr4	+	58347807	58347859	58347852	58347859	58344151	58344311
794	"ENSMUSG00000024914.16"	"Drap1"	chr19	-	5423559	5423674	5423559	5423653	5423771	5423891
795	"ENSMUSG00000037101.16"	"Ttc29"	chr8	+	78217864	78218017	78217904	78218017	78214007	78214071
796	"ENSMUSG00000004562.16"	"Arhgef40"	chr14	+	51990881	51991030	51990903	51991030	51990047	51990215
797	"ENSMUSG00000004562.16"	"Arhgef40"	chr14	+	51991784	51991892	51991811	51991892	51991600	51991697
798	"ENSMUSG00000004562.16"	"Arhgef40"	chr14	+	52004599	52004742	52004611	52004742	52003972	52004116
799	"ENSMUSG00000004562.16"	"Arhgef40"	chr14	+	52004878	52005035	52004988	52005035	52004611	52004742
800	"ENSMUSG00000004562.16"	"Arhgef40"	chr14	+	52005158	52005623	52005340	52005623	52004988	52005035
801	"ENSMUSG00000021666.16"	"Gfm2"	chr13	+	97145646	97145704	97145652	97145704	97143007	97143092
802	"ENSMUSG00000072501.5"	"Phf20l1"	chr15	+	66595102	66595199	66595114	66595199	66594806	66594978
803	"ENSMUSG00000072501.5"	"Phf20l1"	chr15	+	66597664	66597754	66597676	66597754	66597358	66597447
804	"ENSMUSG00000072501.5"	"Phf20l1"	chr15	+	66604776	66604905	66604779	66604905	66604026	66604240
805	"ENSMUSG00000018567.14"	"Gabarap"	chr11	+	69992581	69992700	69992675	69992700	69992364	69992443
806	"ENSMUSG00000002475.15"	"Abhd3"	chr18	-	10644412	10645223	10644412	10645181	10647725	10647891
807	"ENSMUSG00000002475.15"	"Abhd3"	chr18	-	10644412	10645235	10644412	10645181	10647725	10647891
808	"ENSMUSG00000002475.15"	"Abhd3"	chr18	-	10644412	10645235	10644412	10645223	10647725	10647891
809	"ENSMUSG00000034165.16"	"Ccnd3"	chr17	+	47593608	47593852	47593644	47593852	47578708	47578773
810	"ENSMUSG00000034165.16"	"Ccnd3"	chr17	+	47593608	47593852	47593653	47593852	47578708	47578773
811	"ENSMUSG00000034165.16"	"Ccnd3"	chr17	+	47593644	47593852	47593653	47593852	47578708	47578773
812	"ENSMUSG00000034165.16"	"Ccnd3"	chr17	+	47593608	47593852	47593644	47593852	47578708	47578792
813	"ENSMUSG00000034165.16"	"Ccnd3"	chr17	+	47593608	47593852	47593653	47593852	47578708	47578792
814	"ENSMUSG00000034165.16"	"Ccnd3"	chr17	+	47593644	47593852	47593653	47593852	47578708	47578792
815	"ENSMUSG00000026197.12"	"Zfand2b"	chr1	+	75168830	75168906	75168833	75168906	75168645	75168707
816	"ENSMUSG00000046223.10"	"Plaur"	chr7	+	24466488	24466818	24466674	24466818	24465130	24465241
817	"ENSMUSG00000036557.8"	"RP23-10B20.7"	chr17	-	87422513	87422771	87422513	87422677	87425642	87425702
818	"ENSMUSG00000052736.15"	"Klrc2"	chr6	-	129658665	129658841	129658665	129658817	129659977	129660079
819	"ENSMUSG00000108534.2"	"Olfr1360"	chr13	-	21673430	21675396	21673430	21675069	21677056	21677405
820	"ENSMUSG00000026049.11"	"Tex30"	chr1	-	44099847	44100001	44099847	44099935	44101899	44101957
821	"ENSMUSG00000040481.17"	"Bptf"	chr11	-	107077659	107077798	107077659	107077768	107078519	107078649
822	"ENSMUSG00000018395.19"	"Kif3a"	chr11	+	53593373	53593530	53593394	53593530	53590716	53590725
823	"ENSMUSG00000029290.12"	"Zfp326"	chr5	+	105888433	105888839	105888700	105888839	105886316	105886428
824	"ENSMUSG00000025154.14"	"Arhgap19"	chr19	-	41781157	41781349	41781157	41781304	41782330	41782396
825	"ENSMUSG00000078490.9"	"Cfap74"	chr4	+	155463434	155463554	155463447	155463554	155463275	155463331
826	"ENSMUSG00000050015.3"	"Olfr350"	chr2	+	36846654	36846769	36846718	36846769	36846309	36846478
827	"ENSMUSG00000027284.16"	"Cdan1"	chr2	-	120720881	120721010	120720881	120720989	120722609	120722758
828	"ENSMUSG00000059995.12"	"Atxn7l3"	chr11	-	102293066	102293152	102293066	102293095	102293275	102293321
829	"ENSMUSG00000059995.12"	"Atxn7l3"	chr11	-	102293275	102293342	102293275	102293321	102293645	102293668
830	"ENSMUSG00000041763.14"	"Tpp2"	chr1	+	43972529	43972687	43972555	43972687	43971563	43971732
831	"ENSMUSG00000041763.14"	"Tpp2"	chr1	+	43983071	43983316	43983237	43983316	43981729	43981867
832	"ENSMUSG00000074182.8"	"Znhit6"	chr3	+	145578220	145578358	145578251	145578358	145576850	145576996
833	"ENSMUSG00000040812.14"	"Agbl2"	chr2	+	90783985	90784125	90784061	90784125	90783575	90783673
834	"ENSMUSG00000042508.16"	"Dmtf1"	chr5	-	9121781	9122461	9121781	9121937	9124441	9124527
835	"ENSMUSG00000042508.16"	"Dmtf1"	chr5	-	9126539	9126749	9126539	9126643	9127956	9128108
836	"ENSMUSG00000042508.16"	"Dmtf1"	chr5	-	9126539	9126802	9126539	9126643	9127956	9128108
837	"ENSMUSG00000042508.16"	"Dmtf1"	chr5	-	9126539	9126802	9126539	9126749	9127956	9128108
838	"ENSMUSG00000042508.16"	"Dmtf1"	chr5	-	9130367	9130652	9130367	9130477	9131275	9131308
839	"ENSMUSG00000042508.16"	"Dmtf1"	chr5	-	9130367	9130693	9130367	9130477	9131275	9131308
840	"ENSMUSG00000042508.16"	"Dmtf1"	chr5	-	9130367	9130693	9130367	9130652	9131275	9131308
841	"ENSMUSG00000053877.12"	"Srcap"	chr7	+	127529134	127529224	127529137	127529224	127528395	127528489
842	"ENSMUSG00000037989.15"	"Wnk2"	chr13	-	49042627	49042884	49042627	49042866	49044373	49044418
843	"ENSMUSG00000037989.15"	"Wnk2"	chr13	-	49057611	49057700	49057611	49057697	49060350	49060426
844	"ENSMUSG00000037989.15"	"Wnk2"	chr13	-	49078058	49078250	49078058	49078214	49078670	49078826
845	"ENSMUSG00000021481.11"	"Zfp346"	chr13	+	55115479	55115624	55115482	55115624	55113677	55113770
846	"ENSMUSG00000021481.11"	"Zfp346"	chr13	+	55122281	55122515	55122329	55122515	55115479	55115624
847	"ENSMUSG00000020196.10"	"Cabin1"	chr10	-	75725258	75725404	75725258	75725385	75725548	75725755
848	"ENSMUSG00000020196.10"	"Cabin1"	chr10	-	75725548	75725755	75725548	75725681	75726857	75727019
849	"ENSMUSG00000030309.16"	"Caprin2"	chr6	-	148842492	148843398	148842492	148843054	148845171	148845235
850	"ENSMUSG00000040621.14"	"Gemin8"	chrX	+	166180352	166180809	166180445	166180809	166178791	166178830
851	"ENSMUSG00000021504.14"	"B4galt7"	chr13	+	55604019	55604382	55604119	55604382	55600064	55600192
852	"ENSMUSG00000051736.8"	"Fam229b"	chr10	-	39122176	39122335	39122176	39122332	39132246	39132378
853	"ENSMUSG00000000738.18"	"Spg7"	chr8	+	123070375	123070465	123070379	123070465	123066472	123066575
854	"ENSMUSG00000000738.18"	"Spg7"	chr8	+	123090074	123090234	123090123	123090234	123088944	123089047
855	"ENSMUSG00000038671.15"	"Arfrp1"	chr2	-	181364013	181364195	181364013	181364096	181364310	181364398
856	"ENSMUSG00000038671.15"	"Arfrp1"	chr2	-	181364013	181364398	181364013	181364096	181364604	181364711
857	"ENSMUSG00000021240.6"	"Abcd4"	chr12	-	84605871	84605982	84605871	84605963	84606099	84606308
858	"ENSMUSG00000021240.6"	"Abcd4"	chr12	-	84612324	84612583	84612324	84612450	84612779	84612896
859	"ENSMUSG00000021240.6"	"Abcd4"	chr12	-	84612324	84612450	84612324	84612445	84613904	84614044
860	"ENSMUSG00000021240.6"	"Abcd4"	chr12	-	84612324	84612896	84612324	84612445	84613904	84614044
861	"ENSMUSG00000021240.6"	"Abcd4"	chr12	-	84612324	84612896	84612324	84612450	84613904	84614044
862	"ENSMUSG00000025185.14"	"Loxl4"	chr19	-	42604131	42604318	42604131	42604315	42604806	42605026
863	"ENSMUSG00000031570.17"	"Plpp5"	chr8	+	25722429	25722600	25722471	25722600	25721661	25721786
864	"ENSMUSG00000027589.14"	"Pcmtd2"	chr2	+	181851581	181851709	181851585	181851709	181846467	181846639
865	"ENSMUSG00000010476.14"	"Ebf3"	chr7	-	137198491	137198689	137198491	137198581	137199093	137199282
866	"ENSMUSG00000021704.8"	"Mtx3"	chr13	+	92846817	92846953	92846860	92846953	92845620	92845697
867	"ENSMUSG00000026082.11"	"Rev1"	chr1	-	38074314	38075023	38074314	38074443	38079289	38079398
868	"ENSMUSG00000026082.11"	"Rev1"	chr1	-	38079289	38079398	38079289	38079395	38083703	38083820
869	"ENSMUSG00000059022.14"	"Kcp"	chr6	-	29489032	29489153	29489032	29489150	29490065	29490148
870	"ENSMUSG00000059022.14"	"Kcp"	chr6	-	29501201	29501309	29501201	29501290	29502289	29502383
871	"ENSMUSG00000059022.14"	"Kcp"	chr6	-	29502777	29502975	29502777	29502874	29504232	29504309
872	"ENSMUSG00000021189.11"	"Atxn3"	chr12	-	101948003	101948048	101948003	101948045	101948274	101948439
873	"ENSMUSG00000001248.15"	"Gramd1a"	chr7	-	31142550	31142654	31142550	31142575	31142803	31142888
874	"ENSMUSG00000044433.16"	"Camsap3"	chr8	+	3602367	3602425	3602370	3602425	3602185	3602279
