ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
215	"ENSMUSG00000005871.14"	"Apc"	chr18	+	34282006	34282009	34289837	34289942	34279268	34279352	34296030	34296129
216	"ENSMUSG00000029095.17"	"Ablim2"	chr5	+	35848803	35848905	35849515	35849569	35841280	35841401	35857127	35857180
217	"ENSMUSG00000029095.17"	"Ablim2"	chr5	+	35848803	35848905	35856100	35856220	35841280	35841401	35857127	35857180
218	"ENSMUSG00000029095.17"	"Ablim2"	chr5	+	35849515	35849569	35856100	35856220	35841280	35841401	35857127	35857180
219	"ENSMUSG00000029095.17"	"Ablim2"	chr5	+	35866704	35866766	35874632	35874640	35857825	35857964	35874832	35874913
220	"ENSMUSG00000040528.15"	"Milr1"	chr11	+	106757702	106757809	106761182	106761296	106754781	106755051	106763855	106763948
221	"ENSMUSG00000040528.15"	"Milr1"	chr11	+	106757702	106757809	106761185	106761296	106754781	106755051	106763855	106763948
222	"ENSMUSG00000002679.14"	"Med6"	chr12	-	81574524	81574552	81579569	81579685	81573556	81573960	81581800	81581909
223	"ENSMUSG00000030346.16"	"Rad51ap1"	chr6	-	126928140	126928160	126929992	126930102	126927537	126927690	126934713	126934849
224	"ENSMUSG00000052752.15"	"Traf7"	chr17	-	24514712	24514829	24516504	24516596	24514124	24514217	24518741	24518799
225	"ENSMUSG00000052752.15"	"Traf7"	chr17	-	24514712	24514829	24516504	24516599	24514124	24514217	24518741	24518799
226	"ENSMUSG00000052752.15"	"Traf7"	chr17	-	24514712	24514866	24516504	24516596	24514124	24514217	24518741	24518799
227	"ENSMUSG00000052752.15"	"Traf7"	chr17	-	24514712	24514866	24516504	24516599	24514124	24514217	24518741	24518799
228	"ENSMUSG00000052752.15"	"Traf7"	chr17	-	24516504	24516599	24518741	24518799	24514712	24514829	24519130	24519246
229	"ENSMUSG00000052752.15"	"Traf7"	chr17	-	24516504	24516599	24518741	24518799	24514712	24514866	24519130	24519246
230	"ENSMUSG00000023349.14"	"Clec4n"	chr6	+	123230503	123230593	123232092	123232194	123229856	123230043	123235443	123235595
231	"ENSMUSG00000034908.16"	"Sidt2"	chr9	-	45946983	45947055	45947835	45947888	45946744	45946816	45948214	45948308
232	"ENSMUSG00000034908.16"	"Sidt2"	chr9	-	45947540	45947552	45947628	45947697	45946983	45947055	45947835	45947888
233	"ENSMUSG00000030741.15"	"Spns1"	chr7	-	126370734	126370906	126371177	126371276	126370066	126370413	126371957	126372147
234	"ENSMUSG00000034088.15"	"Hdlbp"	chr1	-	93429377	93429485	93430097	93430304	93428147	93428252	93430954	93431170
235	"ENSMUSG00000021747.12"	"RP23-466M3.1"	chr14	-	8482416	8482620	8510861	8511193	8473350	8473412	8515252	8515375
236	"ENSMUSG00000022377.16"	"Asap1"	chr15	-	64208483	64208556	64312348	64312475	64191483	64191629	64349827	64349913
237	"ENSMUSG00000041225.16"	"Arhgap12"	chr18	-	6064340	6064421	6069830	6070091	6061846	6061972	6111684	6112363
238	"ENSMUSG00000030428.16"	"Ttyh1"	chr7	+	4122476	4122655	4124619	4124731	4119529	4119780	4125522	4125743
239	"ENSMUSG00000021115.15"	"Vrk1"	chr12	+	106042836	106042892	106062629	106062808	106036539	106036704	106070524	106070615
240	"ENSMUSG00000004562.16"	"Arhgef40"	chr14	+	52003653	52003758	52003972	52004116	52002284	52002462	52004611	52004742
241	"ENSMUSG00000035572.16"	"Dcaf10"	chr4	+	45349536	45349591	45359760	45359958	45348105	45348219	45370305	45370508
242	"ENSMUSG00000040481.17"	"Bptf"	chr11	-	107086711	107086897	107095001	107095190	107082512	107082700	107095715	107095925
243	"ENSMUSG00000078490.9"	"Cfap74"	chr4	+	155418846	155418990	155420246	155420345	155418619	155418695	155422199	155422304
244	"ENSMUSG00000028437.14"	"Ubap1"	chr4	+	41378946	41379870	41387174	41387357	41371724	41371849	41388095	41388197
245	"ENSMUSG00000042508.16"	"Dmtf1"	chr5	-	9148899	9149022	9150375	9150492	9140385	9140480	9151797	9151918
246	"ENSMUSG00000037989.15"	"Wnk2"	chr13	-	49044373	49044418	49051356	49051527	49042627	49042866	49052558	49052773
247	"ENSMUSG00000021481.11"	"Zfp346"	chr13	+	55113677	55113770	55115482	55115624	55113035	55113139	55122329	55122515
248	"ENSMUSG00000087380.7"	"RP23-402K12.2"	chr6	+	31244104	31244358	31277847	31277955	31220350	31220519	31285002	31285120
249	"ENSMUSG00000087380.7"	"RP23-402K12.2"	chr6	+	31244104	31244358	31249817	31249936	31220421	31220519	31285002	31285120
250	"ENSMUSG00000087380.7"	"RP23-402K12.2"	chr6	+	31285002	31285120	31328288	31328389	31220404	31220519	31335990	31336062
251	"ENSMUSG00000087380.7"	"RP23-402K12.2"	chr6	+	31285002	31285120	31328331	31328360	31277847	31277955	31335990	31336062
252	"ENSMUSG00000038671.15"	"Arfrp1"	chr2	-	181364310	181364398	181364604	181364711	181364013	181364096	181365218	181365404
253	"ENSMUSG00000001248.15"	"Gramd1a"	chr7	-	31134413	31134517	31134578	31134580	31134157	31134331	31135596	31135739
254	"ENSMUSG00000044433.16"	"Camsap3"	chr8	+	3599216	3599249	3600357	3600405	3598892	3598988	3600675	3600814
255	"ENSMUSG00000031155.16"	"Pim2"	chrX	+	7878683	7878793	7879627	7879678	7878301	7878556	7881247	7881620
256	"ENSMUSG00000031155.16"	"Pim2"	chrX	+	7879627	7879678	7882072	7882249	7878301	7878556	7882353	7883432
257	"ENSMUSG00000031155.16"	"Pim2"	chrX	+	7879627	7879678	7881247	7881620	7878683	7878793	7882072	7882249
258	"ENSMUSG00000024566.9"	"Atp9b"	chr18	-	80808611	80808772	80836354	80836431	80795289	80795432	80844526	80844602
259	"ENSMUSG00000021282.17"	"Eif5"	chr12	+	111542679	111542841	111543099	111543264	111542151	111542310	111543526	111543661
260	"ENSMUSG00000039850.16"	"Endov"	chr11	+	119499526	119499661	119499845	119499885	119491784	119491956	119500590	119500703
261	"ENSMUSG00000028538.12"	"St3gal3"	chr4	-	118014704	118014797	118031839	118031882	117964329	117964424	118107548	118107693
262	"ENSMUSG00000052423.14"	"B4galt3"	chr1	+	171270582	171270689	171270991	171271105	171270342	171270414	171271202	171271373
263	"ENSMUSG00000023033.14"	"Scn8a"	chr15	+	100959339	100959431	100959602	100959694	100957460	100957589	100969020	100969242
264	"ENSMUSG00000030313.15"	"Dennd5b"	chr6	-	149054899	149055087	149068049	149068716	149044482	149045019	149080805	149080915
265	"ENSMUSG00000039242.10"	"B3galnt2"	chr13	+	13970766	13970867	13975437	13975634	13966309	13966457	13980600	13980696
266	"ENSMUSG00000039242.10"	"B3galnt2"	chr13	+	13970766	13970867	13975437	13975634	13966343	13966457	13987352	13987463
267	"ENSMUSG00000039242.10"	"B3galnt2"	chr13	+	13975437	13975634	13980600	13980696	13970766	13970867	13987352	13987463
268	"ENSMUSG00000038347.14"	"Tcte2"	chr17	-	13722419	13722679	13724901	13724963	13716435	13717633	13727921	13728022
269	"ENSMUSG00000068663.14"	"Clec16a"	chr16	+	10571668	10571674	10572917	10572923	10571493	10571599	10573299	10573423
270	"ENSMUSG00000063524.13"	"Eno1"	chr4	+	150241766	150241825	150242121	150242180	150241044	150241140	150244004	150244074
271	"ENSMUSG00000063524.13"	"Eno1"	chr4	+	150247450	150247652	150247830	150247939	150246569	150246767	150248060	150248119
272	"ENSMUSG00000040774.15"	"Cept1"	chr3	-	106512802	106512887	106520008	106520093	106505720	106505852	106531136	106531278
273	"ENSMUSG00000032625.14"	"Thsd7a"	chr6	-	12349709	12349715	12351611	12351617	12348196	12348330	12351984	12352163
274	"ENSMUSG00000090841.2"	"Myl6"	chr10	-	128492601	128492745	128493333	128493353	128492227	128492402	128493538	128493566
275	"ENSMUSG00000090841.2"	"Myl6"	chr10	-	128492938	128493045	128493333	128493353	128492601	128492745	128493538	128493566
276	"ENSMUSG00000041870.16"	"Ankrd13a"	chr5	+	114800704	114800812	114801655	114801816	114799383	114799541	114803556	114803624
277	"ENSMUSG00000029328.15"	"Hnrnpdl"	chr5	-	100036103	100036195	100036480	100036651	100033576	100034984	100036861	100036976
278	"ENSMUSG00000055436.18"	"Srsf11"	chr3	-	158023242	158023359	158024122	158024231	158022840	158022950	158026724	158026858
279	"ENSMUSG00000017119.19"	"Nbr1"	chr11	+	101577193	101577251	101577931	101578037	101576302	101576409	101580584	101581951
280	"ENSMUSG00000028156.12"	"Eif4e"	chr3	+	138546320	138546427	138547658	138547754	138526424	138527314	138550262	138550326
281	"ENSMUSG00000028156.12"	"Eif4e"	chr3	+	138547658	138547754	138550262	138550326	138546320	138546427	138550892	138551006
282	"ENSMUSG00000109771.1"	"RP23-316L10.2"	chr5	-	110087520	110087573	110092906	110092999	110080737	110080864	110094330	110094401
283	"ENSMUSG00000029655.17"	"N4bp2l2"	chr5	-	150643168	150643315	150647000	150647077	150608006	150608440	150647459	150647519
284	"ENSMUSG00000031848.15"	"Lsm4"	chr8	+	70676554	70676596	70677777	70677876	70673247	70673457	70677953	70678134
285	"ENSMUSG00000029778.12"	"Adcyap1r1"	chr6	+	55487658	55487742	55491226	55491310	55484941	55485033	55494076	55494206
286	"ENSMUSG00000029778.12"	"Adcyap1r1"	chr6	+	55487658	55487742	55491229	55491310	55484941	55485033	55494076	55494206
287	"ENSMUSG00000020974.6"	"Pole2"	chr12	-	69208916	69208971	69209311	69209401	69208020	69208080	69209821	69209994
288	"ENSMUSG00000020385.16"	"Clk4"	chr11	+	51268164	51268231	51270536	51270595	51267170	51267331	51271799	51272022
289	"ENSMUSG00000058897.17"	"Col25a1"	chr3	+	130474807	130474867	130475592	130475664	130439312	130439339	130476368	130476476
290	"ENSMUSG00000058897.17"	"Col25a1"	chr3	+	130589410	130589497	130589959	130590037	130585682	130585736	130591793	130591832
291	"ENSMUSG00000034755.18"	"Pcdh11x"	chrX	+	120811139	120811163	120899554	120899700	120726500	120726699	120905697	120906344
292	"ENSMUSG00000033373.16"	"Fntb"	chr12	+	76773257	76773393	76775593	76775664	76765597	76765638	76862485	76862550
293	"ENSMUSG00000030589.15"	"Rasgrp4"	chr7	+	29145131	29145248	29145807	29146083	29140487	29140641	29148366	29148447
294	"ENSMUSG00000008090.14"	"Fgfrl1"	chr5	+	108694894	108695118	108703285	108703558	108694501	108694532	108704666	108704747
295	"ENSMUSG00000033752.7"	"Mnd1"	chr3	-	84104934	84105049	84116426	84116501	84093554	84093599	84134017	84134166
296	"ENSMUSG00000024177.8"	"Nme4"	chr17	-	26093616	26093729	26093858	26093960	26091733	26092152	26094136	26094270
297	"ENSMUSG00000030279.15"	"C2cd5"	chr6	-	143072542	143072694	143073662	143073787	143067055	143067141	143078262	143078461
298	"ENSMUSG00000024236.18"	"Svil"	chr18	+	5055979	5056849	5057274	5057439	5048884	5049494	5058124	5058159
299	"ENSMUSG00000053819.16"	"Camk2d"	chr3	+	126770784	126770857	126771773	126771846	126767513	126767579	126780359	126780462
300	"ENSMUSG00000053819.16"	"Camk2d"	chr3	+	126802936	126802969	126805856	126805916	126801716	126801761	126810638	126810687
301	"ENSMUSG00000053819.16"	"Camk2d"	chr3	+	126805856	126805916	126808207	126808249	126801723	126801761	126810638	126810687
302	"ENSMUSG00000040263.16"	"Klhdc4"	chr8	-	121806505	121806598	121813706	121813843	121804946	121805106	121820121	121820220
303	"ENSMUSG00000057113.13"	"Npm1"	chr11	-	33156002	33156104	33156663	33156747	33154926	33155220	33156990	33157048
304	"ENSMUSG00000031819.13"	"Emc8"	chr8	-	120659958	120660187	120660493	120660670	120659004	120659074	120660783	120660860
305	"ENSMUSG00000025892.16"	"Gria4"	chr9	-	4427029	4427144	4432772	4432887	4424319	4424454	4456004	4456252
306	"ENSMUSG00000022394.14"	"L3mbtl2"	chr15	+	81675514	81675632	81676257	81676392	81671067	81671147	81676824	81676913
307	"ENSMUSG00000038777.19"	"Sema6c"	chr3	+	95168298	95168389	95168586	95168706	95167998	95168100	95168808	95168897
308	"ENSMUSG00000031328.15"	"Flna"	chrX	-	74228759	74228921	74229018	74229192	74228320	74228524	74229380	74229509
309	"ENSMUSG00000021884.18"	"Hacl1"	chr14	-	31630960	31631038	31632895	31632968	31630032	31630127	31634198	31634279
310	"ENSMUSG00000021884.18"	"Hacl1"	chr14	-	31632895	31632968	31634198	31634279	31630960	31631038	31635743	31635784
311	"ENSMUSG00000063145.10"	"Bbs5"	chr2	+	69656896	69656992	69661035	69661098	69655423	69655634	69663025	69663160
312	"ENSMUSG00000063145.10"	"Bbs5"	chr2	+	69661035	69661098	69663025	69663160	69656896	69656992	69665025	69665109
313	"ENSMUSG00000026074.15"	"Map4k4"	chr1	+	40001429	40001591	40003756	40003987	40000530	40000749	40004806	40004913
314	"ENSMUSG00000001120.15"	"Pcbp3"	chr10	-	76770259	76770319	76770960	76771036	76767863	76767916	76781831	76781873
315	"ENSMUSG00000000804.14"	"Usp32"	chr11	-	85039200	85039341	85039994	85040170	85036521	85036639	85042487	85042680
316	"ENSMUSG00000038005.15"	"AC114920.2"	chr8	+	60893700	60893860	60895460	60895650	60890450	60890536	60896737	60896836
317	"ENSMUSG00000028797.20"	"Tmem234"	chr4	+	129601406	129601533	129601869	129601961	129600982	129601243	129602194	129602261
318	"ENSMUSG00000028797.20"	"Tmem234"	chr4	+	129601406	129601625	129601869	129601961	129600982	129601134	129602194	129602261
319	"ENSMUSG00000028797.20"	"Tmem234"	chr4	+	129601406	129601625	129601869	129601961	129600982	129601243	129602194	129602261
320	"ENSMUSG00000044477.11"	"Zfand3"	chr17	+	30135322	30135505	30153302	30153368	30060809	30060850	30192562	30192730
321	"ENSMUSG00000044477.11"	"Zfand3"	chr17	+	30153302	30153368	30192562	30192730	30060809	30060850	30208017	30208409
322	"ENSMUSG00000032397.7"	"Tipin"	chr9	+	64289709	64289782	64290373	64290449	64288107	64288243	64294009	64294132
323	"ENSMUSG00000030825.19"	"Hsd17b14"	chr7	+	45562914	45563019	45566119	45566216	45559380	45559472	45566646	45567318
324	"ENSMUSG00000025979.13"	"Mob4"	chr1	+	55136676	55136739	55145123	55145224	55131230	55131359	55148318	55148361
325	"ENSMUSG00000015937.15"	"H2afy"	chr13	-	56088251	56088342	56089757	56089857	56084195	56084285	56096123	56096234
326	"ENSMUSG00000037605.16"	"Adgrl3"	chr5	+	81787435	81787564	81792360	81792412	81771583	81771680	81794263	81795347
327	"ENSMUSG00000025006.16"	"Sorbs1"	chr19	-	40340044	40340146	40340684	40340750	40336985	40337035	40344355	40344439
328	"ENSMUSG00000025006.16"	"Sorbs1"	chr19	-	40340684	40340750	40344355	40344439	40340044	40340146	40349898	40350013
329	"ENSMUSG00000041975.17"	"Mettl8"	chr2	-	70971118	70971203	70972207	70972333	70967049	70967156	70973252	70973392
330	"ENSMUSG00000041975.17"	"Mettl8"	chr2	-	71018219	71018374	71051671	71051733	70993483	70993575	71055370	71055583
331	"ENSMUSG00000023951.17"	"Vegfa"	chr17	-	46020990	46021122	46022276	46022348	46018857	46018879	46024064	46024094
332	"ENSMUSG00000074698.10"	"Csnk2a1"	chr2	+	152257377	152257479	152257940	152257991	152254209	152254321	152258675	152258735
333	"ENSMUSG00000024642.16"	"Tle4"	chr19	-	14491782	14491799	14516358	14516375	14468151	14468271	14517771	14517973
334	"ENSMUSG00000024642.16"	"Tle4"	chr19	-	14544787	14544862	14564388	14564451	14517771	14517973	14594383	14594428
335	"ENSMUSG00000057378.15"	"Ryr3"	chr2	-	112672234	112672331	112673165	112673265	112670586	112670693	112675268	112675381
336	"ENSMUSG00000026975.10"	"Dph7"	chr2	+	24963022	24963156	24963455	24963543	24962399	24962625	24965559	24965654
337	"ENSMUSG00000026975.10"	"Dph7"	chr2	+	24963455	24963543	24965559	24965654	24962399	24962625	24966501	24966674
338	"ENSMUSG00000026975.10"	"Dph7"	chr2	+	24963455	24963543	24965559	24965654	24963022	24963156	24966501	24966674
339	"ENSMUSG00000052298.12"	"Cdc42se2"	chr11	-	54740237	54740550	54756405	54756559	54723573	54723675	54787559	54787646
340	"ENSMUSG00000041654.15"	"Slc39a11"	chr11	-	113591781	113591932	113613383	113613479	113562005	113562124	113649941	113650070
341	"ENSMUSG00000002329.7"	"Mdp1"	chr14	-	55659987	55660098	55660167	55660228	55659369	55659477	55660337	55660508
342	"ENSMUSG00000027082.15"	"Tfpi"	chr2	-	84453799	84453997	84458095	84458133	84452556	84452595	84473698	84473799
343	"ENSMUSG00000020389.19"	"Cdkl3"	chr11	+	52035946	52036020	52040560	52040620	52033513	52033611	52084370	52084490
344	"ENSMUSG00000046753.10"	"Ccdc66"	chr14	-	27500240	27500682	27505637	27505663	27498723	27498889	27506650	27506715
345	"ENSMUSG00000084885.7"	"RP23-147K15.3"	chrX	+	152385644	152385752	152403312	152403477	152369841	152370022	152416290	152416698
346	"ENSMUSG00000026240.12"	"Cops7b"	chr1	+	86589163	86589341	86592290	86592366	86582903	86583096	86596750	86596839
347	"ENSMUSG00000026240.12"	"Cops7b"	chr1	+	86592290	86592366	86596750	86596839	86582903	86583096	86599002	86599205
348	"ENSMUSG00000026240.12"	"Cops7b"	chr1	+	86592290	86592366	86596750	86596839	86589163	86589341	86599002	86599205
349	"ENSMUSG00000027634.14"	"Ndrg3"	chr2	-	156958466	156958502	156970036	156970138	156950033	156950139	156991998	156992035
350	"ENSMUSG00000078671.11"	"Chd2"	chr7	-	73435734	73435978	73441585	73441679	73429641	73430000	73441768	73441799
351	"ENSMUSG00000042439.12"	"Zfp532"	chr18	+	65651559	65651722	65656350	65656632	65644192	65644369	65682894	65683007
352	"ENSMUSG00000073643.11"	"Wdfy1"	chr1	-	79717202	79717315	79724644	79724757	79714873	79715000	79726565	79726716
353	"ENSMUSG00000073643.11"	"Wdfy1"	chr1	-	79719123	79719274	79726565	79726716	79717202	79717315	79729655	79729710
354	"ENSMUSG00000073643.11"	"Wdfy1"	chr1	-	79722213	79722268	79729655	79729710	79718973	79719274	79733799	79733873
355	"ENSMUSG00000029862.15"	"Clcn1"	chr6	+	42294077	42294156	42298798	42298924	42292940	42293018	42299237	42299322
356	"ENSMUSG00000018995.12"	"Nars2"	chr7	+	96973481	96973562	97002797	97002892	96959670	96959811	97023617	97023750
357	"ENSMUSG00000031508.14"	"Ankrd10"	chr8	-	11620261	11620373	11623696	11623858	11619061	11619297	11628438	11628530
358	"ENSMUSG00000021252.11"	"RP23-43G12.1"	chr12	-	85819478	85819569	85822087	85822248	85816315	85816434	85824470	85824522
359	"ENSMUSG00000022292.16"	"Rrm2b"	chr15	-	37931601	37931706	37953680	37953754	37929037	37929151	37960843	37960891
360	"ENSMUSG00000020380.16"	"Rad50"	chr11	-	53686149	53686307	53688094	53688277	53684125	53684301	53692112	53692319
361	"ENSMUSG00000030452.16"	"Nipa2"	chr7	-	55944480	55944709	55961451	55961572	55937571	55937662	55962395	55962430
362	"ENSMUSG00000031753.16"	"Cog4"	chr8	+	110849867	110849950	110851335	110851450	110847050	110847209	110852285	110852460
363	"ENSMUSG00000053436.14"	"Mapk14"	chr17	+	28737010	28737090	28740679	28740759	28728903	28728975	28741787	28741866
364	"ENSMUSG00000041765.6"	"Ubac2"	chr14	+	121973608	121973732	121983267	121983315	121908210	121908320	121994224	121994308
365	"ENSMUSG00000036452.17"	"Arhgap26"	chr18	+	39357552	39357663	39357737	39357828	39306701	39306852	39363116	39363208
366	"ENSMUSG00000030884.12"	"Uqcrc2"	chr7	+	120637847	120637997	120640233	120640298	120637661	120637745	120641678	120641735
367	"ENSMUSG00000010554.14"	"Mettl16"	chr11	+	74800325	74800455	74802892	74803012	74795981	74796124	74803830	74803900
368	"ENSMUSG00000021493.15"	"Pdlim7"	chr13	-	55507863	55507880	55508207	55508326	55507487	55507624	55508779	55508810
369	"ENSMUSG00000029767.16"	"Calu"	chr6	+	29361293	29361487	29361559	29361753	29356470	29356697	29366039	29366206
370	"ENSMUSG00000032280.16"	"Tle3"	chr9	+	61403451	61403468	61407124	61407144	61401852	61402057	61407353	61407473
371	"ENSMUSG00000017652.16"	"Cd40"	chr2	+	165066502	165066564	165069628	165069715	165063467	165063561	165069816	165069848
372	"ENSMUSG00000042605.16"	"Atxn2"	chr5	+	121772666	121772788	121783856	121784039	121749078	121749229	121785214	121785412
373	"ENSMUSG00000025217.15"	"Btrc"	chr19	+	45406544	45406586	45456532	45456610	45364086	45364142	45471014	45471104
374	"ENSMUSG00000025217.15"	"Btrc"	chr19	+	45456532	45456610	45471014	45471104	45406544	45406586	45502931	45503163
375	"ENSMUSG00000040732.18"	"Erg"	chr16	-	95369994	95370063	95377300	95377372	95369321	95369378	95379111	95379192
376	"ENSMUSG00000061887.14"	"Ssbp3"	chr4	+	107009678	107009768	107027216	107027297	106915644	106915729	107028192	107028252
377	"ENSMUSG00000061887.14"	"Ssbp3"	chr4	+	107009678	107009768	107027216	107027297	106915644	106915729	107030861	107030928
378	"ENSMUSG00000061887.14"	"Ssbp3"	chr4	+	107027216	107027297	107028192	107028252	107009678	107009768	107030861	107030928
379	"ENSMUSG00000036817.14"	"Sun1"	chr5	+	139229752	139229944	139233470	139233569	139226705	139226885	139233900	139233994
380	"ENSMUSG00000062031.13"	"Athl1"	chr7	+	140945625	140945762	140945955	140946013	140945454	140945527	140946106	140946202
381	"ENSMUSG00000032387.15"	"Rbpms2"	chr9	+	65649966	65650005	65650561	65650624	65649348	65649426	65650932	65651083
382	"ENSMUSG00000020121.15"	"Srgap1"	chr10	-	121828728	121828762	121829226	121829329	121825633	121825694	121831884	121831912
383	"ENSMUSG00000034729.16"	"Mrps10"	chr17	+	47375933	47376042	47377759	47377849	47374972	47375109	47378201	47378678
384	"ENSMUSG00000028578.8"	"Caap1"	chr4	-	94549118	94549194	94550421	94550506	94521061	94521135	94551264	94551465
385	"ENSMUSG00000032058.14"	"Ppp2r1b"	chr9	+	50861292	50861464	50861530	50861763	50858850	50858951	50862365	50862513
386	"ENSMUSG00000028577.13"	"Plaa"	chr4	-	94573981	94574083	94575165	94575234	94571686	94571851	94578386	94578455
387	"ENSMUSG00000028577.13"	"Plaa"	chr4	-	94575165	94575234	94578386	94578455	94573860	94574083	94582480	94582700
388	"ENSMUSG00000073896.5"	"Olfr716"	chr7	+	107139004	107139104	107139171	107139201	107138326	107138527	107147297	107150581
389	"ENSMUSG00000017664.16"	"Slc35c2"	chr2	-	165280785	165280891	165281307	165281380	165280616	165280700	165282080	165282144
390	"ENSMUSG00000001052.15"	"Sec24b"	chr3	-	130020537	130020642	130030531	130030657	130011791	130011872	130033830	130033974
391	"ENSMUSG00000040648.14"	"Ppip5k2"	chr1	-	97756843	97756934	97759168	97759364	97755885	97755971	97761424	97761538
392	"ENSMUSG00000023277.12"	"Twf2"	chr9	+	106212255	106212351	106212731	106212836	106211718	106211897	106212937	106213063
393	"ENSMUSG00000028943.18"	"Espn"	chr4	-	152131051	152131294	152132923	152132956	152130768	152130961	152134160	152134441
394	"ENSMUSG00000001441.13"	"Npepps"	chr11	-	97236064	97236169	97238093	97238258	97235054	97235115	97240928	97241043
395	"ENSMUSG00000001441.13"	"Npepps"	chr11	-	97242602	97242803	97244427	97244535	97241950	97242047	97248201	97248323
396	"ENSMUSG00000035392.17"	"Dennd1a"	chr2	-	38136925	38136975	38159806	38159850	38126528	38126648	38243401	38243472
397	"ENSMUSG00000023977.15"	"Ubr2"	chr17	-	46980319	46980418	46980488	46980587	46975926	46976090	46981353	46981442
398	"ENSMUSG00000026709.10"	"Dars2"	chr1	-	161053940	161054120	161056460	161056530	161051330	161051438	161057446	161057553
399	"ENSMUSG00000027201.16"	"Myef2"	chr2	-	125097562	125097634	125097976	125098075	125095911	125096120	125098449	125098518
400	"ENSMUSG00000027201.16"	"Myef2"	chr2	-	125097976	125098075	125098449	125098518	125097562	125097634	125100318	125100420
401	"ENSMUSG00000027201.16"	"Myef2"	chr2	-	125109669	125109823	125110479	125110671	125109153	125109203	125113848	125113942
402	"ENSMUSG00000033470.12"	"Cysltr2"	chr14	-	73035272	73035371	73048208	73048265	73034377	73034448	73048523	73048628
403	"ENSMUSG00000036912.17"	"Piwil4"	chr9	-	14715727	14715839	14716020	14716210	14714842	14715027	14718235	14718353
404	"ENSMUSG00000040537.17"	"Adam22"	chr5	-	8086593	8086623	8087981	8088068	8082142	8082269	8090141	8090252
405	"ENSMUSG00000040537.17"	"Adam22"	chr5	-	8086593	8086623	8087981	8088068	8082142	8082269	8092339	8092406
406	"ENSMUSG00000040537.17"	"Adam22"	chr5	-	8086593	8086623	8090141	8090252	8082142	8082269	8092339	8092406
407	"ENSMUSG00000040537.17"	"Adam22"	chr5	-	8087981	8088068	8090141	8090252	8082142	8082269	8092339	8092406
408	"ENSMUSG00000040537.17"	"Adam22"	chr5	-	8087981	8088068	8091364	8091422	8082145	8082269	8092339	8092406
409	"ENSMUSG00000040537.17"	"Adam22"	chr5	-	8087981	8088068	8090141	8090252	8086593	8086623	8092339	8092406
410	"ENSMUSG00000040537.17"	"Adam22"	chr5	-	8090141	8090252	8091364	8091422	8082145	8082269	8092339	8092406
411	"ENSMUSG00000040537.17"	"Adam22"	chr5	-	8094985	8095047	8095072	8095180	8092730	8092831	8107001	8107019
412	"ENSMUSG00000040537.17"	"Adam22"	chr5	-	8094985	8095047	8095072	8095180	8092730	8092831	8111894	8111985
413	"ENSMUSG00000040537.17"	"Adam22"	chr5	-	8094985	8095047	8107001	8107019	8092730	8092831	8111894	8111985
414	"ENSMUSG00000040537.17"	"Adam22"	chr5	-	8094985	8095180	8107001	8107019	8092730	8092831	8111894	8111985
415	"ENSMUSG00000040537.17"	"Adam22"	chr5	-	8095072	8095180	8107001	8107019	8092730	8092831	8111894	8111985
416	"ENSMUSG00000042569.13"	"Dhrs7b"	chr11	+	60852418	60852511	60855699	60855852	60851741	60851958	60857717	60858423
417	"ENSMUSG00000080316.11"	"Spaca6"	chr17	+	17837508	17837586	17837664	17837769	17836720	17836744	17838086	17838243
418	"ENSMUSG00000080316.11"	"Spaca6"	chr17	+	17837508	17837586	17837664	17837771	17836720	17836744	17838086	17838243
419	"ENSMUSG00000055762.16"	"Eef1d"	chr15	-	75897225	75897282	75900690	75900762	75896819	75896919	75901131	75901252
420	"ENSMUSG00000023809.9"	"Rps6ka2"	chr17	+	7227912	7228029	7236045	7236127	7170114	7170443	7246701	7246782
421	"ENSMUSG00000021264.12"	"Yy1"	chr12	+	108806478	108806641	108812918	108812979	108792972	108794091	108814605	108814764
422	"ENSMUSG00000021264.12"	"Yy1"	chr12	+	108812918	108812979	108814605	108814764	108806238	108806641	108815472	108815564
423	"ENSMUSG00000035268.14"	"Pkig"	chr2	+	163703485	163703555	163721127	163721301	163659149	163659235	163725456	163725688
424	"ENSMUSG00000051504.18"	"Siglech"	chr7	+	55768886	55769165	55769331	55769379	55768183	55768721	55771602	55771696
425	"ENSMUSG00000023051.11"	"Tarbp2"	chr15	+	102519121	102519291	102520474	102520577	102518801	102518844	102521120	102521213
426	"ENSMUSG00000051169.14"	"Rpusd3"	chr6	-	113416306	113416446	113416788	113416912	113415318	113415722	113417140	113417225
427	"ENSMUSG00000078970.5"	"Wdr92"	chr11	+	17219013	17219114	17222196	17222327	17211917	17212146	17224548	17224650
428	"ENSMUSG00000029660.10"	"Tex26"	chr5	+	149457060	149457246	149458785	149458913	149456817	149456962	149460820	149460997
429	"ENSMUSG00000025786.16"	"Zdhhc3"	chr9	-	123089031	123089156	123098922	123098974	123084213	123084310	123100262	123100592
430	"ENSMUSG00000025786.16"	"Zdhhc3"	chr9	-	123090635	123091132	123098922	123098974	123089031	123089156	123100262	123100592
431	"ENSMUSG00000031012.17"	"Cask"	chrX	-	13550946	13550982	13552372	13552441	13549164	13549361	13554877	13554946
