ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
828	"ENSMUSG00000058290.4"	"Espl1"	chr15	+	102323154	102323275	102323154	102323270	102323449	102323533
829	"ENSMUSG00000071653.9"	"RP24-458M20.2"	chr19	+	8889123	8889727	8889123	8889248	8890002	8890100
830	"ENSMUSG00000034729.16"	"Mrps10"	chr17	+	47372426	47372645	47372426	47372491	47374972	47375109
831	"ENSMUSG00000074282.10"	"Zfp94"	chr7	-	24314349	24314411	24314381	24314411	24312381	24312495
832	"ENSMUSG00000059842.12"	"Zfp341"	chr2	+	154628799	154628995	154628799	154628974	154630408	154630499
833	"ENSMUSG00000024012.17"	"Mtch1"	chr17	-	29336166	29336311	29336217	29336311	29333957	29334005
834	"ENSMUSG00000114021.1"	"RP24-115G21.2"	chr12	-	98992744	98993009	98992796	98993009	98991339	98991695
835	"ENSMUSG00000114021.1"	"RP24-115G21.2"	chr12	-	98992744	98993009	98992916	98993009	98991339	98991695
836	"ENSMUSG00000114021.1"	"RP24-115G21.2"	chr12	-	98992796	98993009	98992916	98993009	98991339	98991695
837	"ENSMUSG00000042520.16"	"Ubap2l"	chr3	-	90031295	90031370	90031310	90031370	90028324	90028377
838	"ENSMUSG00000042520.16"	"Ubap2l"	chr3	-	90038814	90039016	90038847	90039016	90038369	90038465
839	"ENSMUSG00000025899.14"	"Alkbh8"	chr9	+	3335477	3335748	3335477	3335594	3338455	3338591
840	"ENSMUSG00000073896.5"	"Olfr716"	chr7	+	107138326	107139104	107138326	107138527	107147297	107150581
841	"ENSMUSG00000041912.12"	"Tdrkh"	chr3	+	94413317	94413368	94413317	94413362	94422801	94422951
842	"ENSMUSG00000041912.12"	"Tdrkh"	chr3	+	94424500	94424690	94424500	94424590	94425562	94425702
843	"ENSMUSG00000097585.2"	"RP24-88J19.1"	chr7	+	90037948	90038074	90037948	90038070	90040729	90040849
844	"ENSMUSG00000036825.12"	"Ssx2ip"	chr3	+	146404641	146404935	146404641	146404784	146417606	146417790
845	"ENSMUSG00000054757.13"	"Akr1c20"	chr13	-	4512585	4512702	4512666	4512702	4511205	4511283
846	"ENSMUSG00000033147.16"	"Slc22a15"	chr3	-	101862900	101862977	101862904	101862977	101860800	101860989
847	"ENSMUSG00000027998.11"	"Plrg1"	chr3	+	83059326	83059380	83059326	83059353	83059836	83059927
848	"ENSMUSG00000031148.14"	"Gpkow"	chrX	+	7705299	7705432	7705299	7705372	7706010	7706149
849	"ENSMUSG00000039410.16"	"Prdm16"	chr4	-	154367173	154367312	154367177	154367312	154355246	154355349
850	"ENSMUSG00000038045.14"	"Sult6b1"	chr17	-	78906793	78906899	78906798	78906899	78905508	78905621
851	"ENSMUSG00000006276.10"	"Eps15l1"	chr8	-	72378990	72379155	72379083	72379155	72373822	72373946
852	"ENSMUSG00000026648.18"	"Dclre1c"	chr2	+	3437029	3437090	3437029	3437086	3437675	3437748
853	"ENSMUSG00000030061.16"	"Uba3"	chr6	-	97205102	97205347	97205305	97205347	97203473	97203594
854	"ENSMUSG00000016344.14"	"Ppdpf"	chr2	+	181187549	181187886	181187549	181187736	181188003	181188100
855	"ENSMUSG00000019139.10"	"Isyna1"	chr8	+	70595138	70595554	70595138	70595271	70595704	70595854
856	"ENSMUSG00000021898.14"	"Asb14"	chr14	+	26900422	26900478	26900422	26900477	26900846	26900978
857	"ENSMUSG00000021898.14"	"Asb14"	chr14	+	26903242	26903517	26903242	26903488	26911296	26911468
858	"ENSMUSG00000001441.13"	"Npepps"	chr11	-	97248201	97248323	97248231	97248323	97244427	97244535
859	"ENSMUSG00000024773.14"	"Atg2a"	chr19	+	6255100	6255271	6255100	6255265	6255408	6255538
860	"ENSMUSG00000026709.10"	"Dars2"	chr1	-	161044958	161045476	161045257	161045476	161043612	161043688
861	"ENSMUSG00000112023.1"	"Lilr4b"	chr10	+	51480675	51480758	51480675	51480753	51480905	51480941
862	"ENSMUSG00000112023.1"	"Lilr4b"	chr10	+	51482868	51482927	51482868	51482904	51483761	51483878
863	"ENSMUSG00000112023.1"	"Lilr4b"	chr10	+	51484516	51484617	51484516	51484569	51485712	51485780
864	"ENSMUSG00000028294.15"	"Cfap206"	chr4	-	34730059	34730195	34730063	34730195	34728795	34728908
865	"ENSMUSG00000028294.15"	"Cfap206"	chr4	-	34730059	34730195	34730066	34730195	34728795	34728908
866	"ENSMUSG00000028294.15"	"Cfap206"	chr4	-	34730063	34730195	34730066	34730195	34728795	34728908
867	"ENSMUSG00000040813.16"	"Tex264"	chr9	-	106684928	106684995	106684946	106684995	106673516	106673738
868	"ENSMUSG00000040813.16"	"Tex264"	chr9	-	106684928	106684995	106684946	106684995	106681867	106682163
869	"ENSMUSG00000070424.12"	"Art5"	chr7	-	102097780	102098510	102098215	102098510	102097307	102097340
870	"ENSMUSG00000000916.15"	"Nsun5"	chr5	+	135374926	135375105	135374926	135375065	135375274	135375485
871	"ENSMUSG00000006676.16"	"Usp19"	chr9	+	108494626	108494698	108494626	108494687	108494811	108494927
872	"ENSMUSG00000031298.15"	"Adgrg2"	chrX	+	160458834	160458882	160458834	160458873	160461342	160461381
873	"ENSMUSG00000011096.17"	"Akt1s1"	chr7	+	44850006	44850296	44850006	44850276	44852570	44852959
874	"ENSMUSG00000020741.17"	"Cluh"	chr11	+	74665922	74666076	74665922	74666066	74666154	74666294
875	"ENSMUSG00000021933.11"	"Gucy1b2"	chr14	-	62419033	62419230	62419078	62419230	62417199	62417311
876	"ENSMUSG00000040537.17"	"Adam22"	chr5	-	8094985	8095180	8095072	8095180	8092730	8092831
877	"ENSMUSG00000005465.9"	"Il27ra"	chr8	-	84035840	84036273	84036084	84036273	84034191	84034293
878	"ENSMUSG00000062609.13"	"Kcnj15"	chr16	+	95258201	95258451	95258201	95258374	95258852	95258956
879	"ENSMUSG00000062609.13"	"Kcnj15"	chr16	+	95291810	95291908	95291810	95291896	95295590	95300211
880	"ENSMUSG00000055214.15"	"Pld5"	chr1	-	176074413	176074525	176074438	176074525	176044834	176044962
881	"ENSMUSG00000018167.10"	"Stard3"	chr11	+	98375475	98375553	98375475	98375540	98375674	98375728
882	"ENSMUSG00000026608.12"	"Kctd3"	chr1	-	188976370	188976707	188976610	188976707	188974286	188974471
883	"ENSMUSG00000031591.14"	"Asah1"	chr8	-	41374505	41374773	41374509	41374773	41354826	41354917
884	"ENSMUSG00000066952.11"	"Myo1h"	chr5	+	114356862	114357013	114356862	114356989	114357918	114358078
885	"ENSMUSG00000023153.9"	"Tmem52"	chr4	+	155469302	155469503	155469302	155469346	155469988	155470167
886	"ENSMUSG00000029055.17"	"Plch2"	chr4	-	154986214	154987016	154986718	154987016	154985365	154985392
887	"ENSMUSG00000029055.17"	"Plch2"	chr4	-	155010638	155010984	155010866	155010984	155008990	155009137
888	"ENSMUSG00000080316.11"	"Spaca6"	chr17	+	17837664	17837771	17837664	17837769	17838086	17838243
889	"ENSMUSG00000020817.16"	"Rabep1"	chr11	+	70908385	70908556	70908385	70908517	70917314	70917782
890	"ENSMUSG00000006932.17"	"Ctnnb1"	chr9	+	120955813	120955972	120955813	120955969	120957106	120957226
891	"ENSMUSG00000001909.15"	"Trmt1"	chr8	+	84689256	84689376	84689256	84689349	84689707	84689908
892	"ENSMUSG00000001909.15"	"Trmt1"	chr8	+	84695221	84695337	84695221	84695324	84695427	84695530
893	"ENSMUSG00000001909.15"	"Trmt1"	chr8	+	84697268	84697348	84697268	84697338	84697424	84697559
894	"ENSMUSG00000074643.12"	"Cpne1"	chr2	-	156078751	156078974	156078899	156078974	156078573	156078654
895	"ENSMUSG00000006024.13"	"Napa"	chr7	+	16113349	16113560	16113349	16113405	16114120	16114225
896	"ENSMUSG00000017288.15"	"Vps53"	chr11	-	76077039	76077122	76077092	76077122	76076434	76076513
897	"ENSMUSG00000017288.15"	"Vps53"	chr11	-	76163797	76163864	76163801	76163864	76138307	76138394
898	"ENSMUSG00000029359.13"	"Tesc"	chr5	+	118056376	118056443	118056376	118056438	118056536	118056644
899	"ENSMUSG00000034684.12"	"Sema3f"	chr9	-	107689649	107689779	107689685	107689779	107688229	107688349
900	"ENSMUSG00000004187.11"	"Kifc2"	chr15	+	76660707	76660852	76660707	76660765	76661005	76661087
901	"ENSMUSG00000037353.9"	"Letmd1"	chr15	+	100475022	100475407	100475022	100475209	100475501	100475654
902	"ENSMUSG00000048100.13"	"Taf13"	chr3	+	108571698	108572113	108571698	108571748	108572879	108572958
903	"ENSMUSG00000036291.6"	"Ap5m1"	chr14	+	49073548	49074194	49073548	49073742	49078694	49078922
904	"ENSMUSG00000015709.9"	"Arnt2"	chr7	-	84283935	84284127	84283992	84284127	84282096	84282171
905	"ENSMUSG00000024002.17"	"Brd4"	chr17	-	32224083	32224222	32224086	32224222	32221872	32222165
906	"ENSMUSG00000024002.17"	"Brd4"	chr17	-	32252996	32253200	32253040	32253200	32229416	32229735
907	"ENSMUSG00000051504.18"	"Siglech"	chr7	+	55768886	55769165	55768886	55769107	55769331	55769379
908	"ENSMUSG00000035151.12"	"Elmod2"	chr8	-	83332349	83332486	83332354	83332486	83331110	83331258
909	"ENSMUSG00000086804.8"	"RP24-414G20.1"	chr6	+	31671682	31671792	31671682	31671781	31678547	31678631
910	"ENSMUSG00000020135.13"	"Apc2"	chr10	+	80306133	80306521	80306133	80306506	80307128	80307224
911	"ENSMUSG00000015947.10"	"Fcgr1"	chr3	-	96292252	96292510	96292469	96292510	96286983	96287232
912	"ENSMUSG00000035851.14"	"Ythdc1"	chr5	+	86827954	86829479	86827954	86828121	86830553	86830636
913	"ENSMUSG00000036208.13"	"Nepro"	chr16	+	44729241	44729325	44729241	44729321	44729581	44729713
914	"ENSMUSG00000078970.5"	"Wdr92"	chr11	+	17228140	17228275	17228140	17228252	17229768	17229866
915	"ENSMUSG00000004105.8"	"Angptl2"	chr2	+	33228174	33229032	33228174	33228357	33242199	33242393
916	"ENSMUSG00000025332.14"	"Kdm5c"	chrX	+	152271859	152271938	152271859	152271929	152272074	152272274
917	"ENSMUSG00000031556.6"	"Tm2d2"	chr8	+	25018065	25018674	25018065	25018153	25020438	25020554
918	"ENSMUSG00000026958.13"	"Dpp7"	chr2	-	25354892	25355721	25355557	25355721	25354740	25354822
919	"ENSMUSG00000026958.13"	"Dpp7"	chr2	-	25355809	25355953	25355813	25355953	25355557	25355721
920	"ENSMUSG00000030748.9"	"Il4ra"	chr7	+	125564551	125564736	125564551	125564727	125565636	125565724
921	"ENSMUSG00000025786.16"	"Zdhhc3"	chr9	-	123100258	123100592	123100262	123100592	123089031	123089156
922	"ENSMUSG00000004221.16"	"Ikbkg"	chrX	+	74427761	74427902	74427761	74427874	74432804	74433006
923	"ENSMUSG00000031012.17"	"Cask"	chrX	-	13785918	13786049	13785936	13786049	13714665	13714771
924	"ENSMUSG00000068735.14"	"Trp53i11"	chr2	+	93196896	93196979	93196896	93196978	93197461	93197748
925	"ENSMUSG00000040929.16"	"Rfx3"	chr19	-	27830610	27830792	27830652	27830792	27826032	27826152
926	"ENSMUSG00000024268.16"	"Celf4"	chr18	-	25491080	25491224	25491140	25491224	25486793	25486965
927	"ENSMUSG00000024268.16"	"Celf4"	chr18	-	25537676	25537755	25537706	25537755	25504889	25505015
928	"ENSMUSG00000024268.16"	"Celf4"	chr18	-	25537676	25537755	25537706	25537755	25504889	25505018
929	"ENSMUSG00000062929.8"	"Cfl2"	chr12	-	54861525	54861833	54861668	54861833	54861336	54861413
930	"ENSMUSG00000062929.8"	"Cfl2"	chr12	-	54861525	54861833	54861779	54861833	54861336	54861413
931	"ENSMUSG00000062929.8"	"Cfl2"	chr12	-	54861668	54861833	54861779	54861833	54861336	54861413
932	"ENSMUSG00000032336.17"	"Nptn"	chr9	+	58643528	58643802	58643528	58643684	58650496	58650518
933	"ENSMUSG00000023994.13"	"Nfya"	chr17	-	48398981	48399065	48398984	48399065	48395649	48395796
934	"ENSMUSG00000004264.17"	"Phb2"	chr6	+	124715953	124716430	124715953	124716030	124716605	124716950
935	"ENSMUSG00000034157.12"	"Cipc"	chr12	+	86952743	86953004	86952743	86952931	86959727	86959828
936	"ENSMUSG00000019817.18"	"Plagl1"	chr10	+	13090831	13091024	13090831	13091020	13091774	13091812
937	"ENSMUSG00000019817.18"	"Plagl1"	chr10	+	13090831	13091024	13090831	13091020	13105854	13105893
938	"ENSMUSG00000073468.11"	"Sft2d1"	chr17	+	8321799	8322140	8321799	8321835	8323276	8323335
939	"ENSMUSG00000073468.11"	"Sft2d1"	chr17	+	8321799	8323335	8321799	8321835	8324433	8324463
940	"ENSMUSG00000041115.16"	"Iqsec2"	chrX	+	152216340	152216466	152216340	152216439	152218876	152218976
941	"ENSMUSG00000027852.14"	"Nras"	chr3	+	103059938	103060040	103059938	103060034	103060200	103060379
942	"ENSMUSG00000029320.11"	"AC161169.3"	chr5	-	103655444	103655723	103655585	103655723	103654921	103655056
943	"ENSMUSG00000029320.11"	"AC161169.3"	chr5	-	103655444	103655723	103655603	103655723	103654921	103655056
944	"ENSMUSG00000029320.11"	"AC161169.3"	chr5	-	103655585	103655723	103655603	103655723	103654921	103655056
945	"ENSMUSG00000070425.13"	"Xntrpc"	chr7	+	102078732	102078897	102078732	102078818	102079004	102079177
946	"ENSMUSG00000070425.13"	"Xntrpc"	chr7	+	102082040	102083018	102082040	102082441	102083860	102084580
947	"ENSMUSG00000056696.5"	"Olfr1350"	chr7	+	6564840	6565134	6564840	6564887	6569927	6571401
948	"ENSMUSG00000064120.13"	"Mocs1"	chr17	+	49439421	49439596	49439421	49439586	49449099	49449161
949	"ENSMUSG00000029106.14"	"Add1"	chr5	+	34616562	34616907	34616562	34616814	34619349	34619451
950	"ENSMUSG00000042198.12"	"Chchd7"	chr4	+	3938913	3939131	3938913	3938962	3939423	3939526
951	"ENSMUSG00000023206.16"	"Il15ra"	chr2	+	11718263	11718458	11718263	11718342	11720012	11720105
952	"ENSMUSG00000047428.14"	"Dlk2"	chr17	+	46301643	46301788	46301643	46301709	46302365	46303271
953	"ENSMUSG00000022211.9"	"Carmil3"	chr14	+	55493523	55493681	55493523	55493639	55493827	55493925
954	"ENSMUSG00000022211.9"	"Carmil3"	chr14	+	55494178	55494249	55494178	55494240	55494347	55494421
955	"ENSMUSG00000022211.9"	"Carmil3"	chr14	+	55505399	55505471	55505399	55505466	55505569	55505659
956	"ENSMUSG00000028580.15"	"Pum1"	chr4	+	130765920	130766055	130765920	130766049	130768815	130768953
957	"ENSMUSG00000030083.11"	"Abtb1"	chr6	-	88840837	88840900	88840872	88840900	88840709	88840765
958	"ENSMUSG00000038569.13"	"Rad9b"	chr5	-	122352543	122352614	122352545	122352614	122351560	122351710
959	"ENSMUSG00000031098.18"	"Syt8"	chr7	+	142435000	142435092	142435000	142435081	142438162	142438273
960	"ENSMUSG00000041459.15"	"Tardbp"	chr4	-	148618646	148618791	148618664	148618791	148612381	148617705
961	"ENSMUSG00000041459.15"	"Tardbp"	chr4	-	148618664	148618791	148618673	148618791	148617565	148617635
962	"ENSMUSG00000041459.15"	"Tardbp"	chr4	-	148618664	148618791	148618673	148618791	148617565	148617705
963	"ENSMUSG00000041459.15"	"Tardbp"	chr4	-	148618664	148618791	148618673	148618791	148617565	148617825
964	"ENSMUSG00000041359.14"	"Tcl1"	chr12	-	105218658	105218829	105218707	105218829	105218222	105218292
965	"ENSMUSG00000112766.1"	"RP23-202A18.4"	chr10	-	51522265	51522447	51522394	51522447	51520840	51520962
966	"ENSMUSG00000054099.11"	"Slc25a40"	chr5	+	8440720	8442571	8440720	8440788	8443611	8443785
967	"ENSMUSG00000020790.14"	"Ankfy1"	chr11	+	72739988	72740106	72739988	72740057	72740401	72740601
968	"ENSMUSG00000041147.10"	"Brca2"	chr5	+	150522631	150523090	150522631	150522896	150523174	150523279
969	"ENSMUSG00000022241.6"	"Tars"	chr15	-	11388080	11388460	11388297	11388460	11387700	11387778
970	"ENSMUSG00000020882.17"	"Cacnb1"	chr11	-	98010003	98010376	98010295	98010376	98009857	98009916
971	"ENSMUSG00000041375.18"	"Ccdc9"	chr7	-	16284224	16284375	16284270	16284375	16282751	16282850
972	"ENSMUSG00000026385.16"	"Dbi"	chr1	-	120119788	120120012	120119894	120120012	120116385	120116448
973	"ENSMUSG00000053158.10"	"Fes"	chr7	-	80384190	80384287	80384239	80384287	80383833	80384017
974	"ENSMUSG00000022106.14"	"Rcbtb2"	chr14	+	73154314	73154410	73154314	73154408	73154830	73154894
975	"ENSMUSG00000028649.18"	"Macf1"	chr4	-	123438466	123438666	123438472	123438666	123434699	123435195
976	"ENSMUSG00000044916.10"	"RP23-316M14.6"	chr2	+	92382917	92383113	92382917	92383051	92383207	92383281
977	"ENSMUSG00000097039.8"	"Pvt1"	chr15	+	62107147	62107511	62107147	62107465	62175466	62175548
978	"ENSMUSG00000097039.8"	"Pvt1"	chr15	+	62242173	62242301	62242173	62242297	62242433	62242561
979	"ENSMUSG00000032570.17"	"Atp2c1"	chr9	-	105451792	105451879	105451803	105451879	105448821	105448888
980	"ENSMUSG00000020743.15"	"Mif4gd"	chr11	-	115609279	115609435	115609370	115609435	115609060	115609096
981	"ENSMUSG00000004768.14"	"Rab23"	chr1	+	33723785	33724102	33723785	33724005	33724933	33725019
982	"ENSMUSG00000042328.13"	"Hps4"	chr5	+	112343094	112343163	112343094	112343122	112344540	112345048
983	"ENSMUSG00000057894.10"	"Zfp329"	chr7	-	12809696	12811666	12810805	12811666	12807911	12807973
984	"ENSMUSG00000021694.18"	"Ercc8"	chr13	+	108173991	108174060	108173991	108174011	108175553	108175620
985	"ENSMUSG00000014039.17"	"Prdm15"	chr16	-	97816848	97817045	97816863	97817045	97816535	97816630
986	"ENSMUSG00000039178.9"	"Tbc1d19"	chr5	+	53830454	53830500	53830454	53830498	53832969	53833045
987	"ENSMUSG00000039178.9"	"Tbc1d19"	chr5	+	53830454	53830555	53830454	53830498	53832969	53833045
988	"ENSMUSG00000039178.9"	"Tbc1d19"	chr5	+	53830454	53830555	53830454	53830500	53832969	53833045
989	"ENSMUSG00000022545.13"	"Ercc4"	chr16	+	13111730	13111911	13111730	13111884	13121995	13122191
990	"ENSMUSG00000022545.13"	"Ercc4"	chr16	+	13130133	13131022	13130133	13130734	13132857	13132950
991	"ENSMUSG00000049321.17"	"Zfp2"	chr11	-	50910705	50910876	50910749	50910876	50910435	50910525
992	"ENSMUSG00000049321.17"	"Zfp2"	chr11	-	50910705	50910876	50910749	50910876	50910435	50910528
993	"ENSMUSG00000003378.9"	"Grik5"	chr7	-	25067984	25068174	25068009	25068174	25065372	25065470
994	"ENSMUSG00000021541.13"	"Trpc7"	chr13	-	56831269	56831450	56831285	56831450	56822424	56822641
995	"ENSMUSG00000086370.8"	"Ftx"	chrX	-	103613022	103613195	103613043	103613195	103609303	103609416
996	"ENSMUSG00000073988.13"	"Ttpa"	chr4	+	20023784	20023895	20023784	20023894	20028407	20030785
997	"ENSMUSG00000029267.17"	"Mtf2"	chr5	+	108069161	108069523	108069161	108069363	108080824	108081023
998	"ENSMUSG00000029267.17"	"Mtf2"	chr5	+	108080824	108081027	108080824	108081023	108081136	108081218
999	"ENSMUSG00000029267.17"	"Mtf2"	chr5	+	108081136	108081222	108081136	108081218	108086998	108087094
1000	"ENSMUSG00000068134.13"	"Zfp120"	chr2	-	150119480	150119628	150119564	150119628	150114405	150118200
1001	"ENSMUSG00000037363.9"	"Letm2"	chr8	-	25593718	25594166	25593750	25594166	25592451	25592595
1002	"ENSMUSG00000037363.9"	"Letm2"	chr8	-	25596963	25597496	25597119	25597496	25596361	25596445
1003	"ENSMUSG00000037363.9"	"Letm2"	chr8	-	25597119	25597513	25597274	25597513	25596361	25596445
1004	"ENSMUSG00000005699.16"	"Pard6a"	chr8	+	105702173	105702396	105702173	105702306	105702610	105703493
1005	"ENSMUSG00000028906.16"	"Epb41"	chr4	-	132006042	132006123	132006048	132006123	132003584	132003794
1006	"ENSMUSG00000073402.11"	"RP23-108F2.1"	chr17	-	36167432	36167708	36167542	36167708	36165598	36165874
1007	"ENSMUSG00000099722.3"	"RP23-380A10.3"	chr9	-	103947535	103947726	103947564	103947726	103946840	103947009
1008	"ENSMUSG00000041506.15"	"Rrp9"	chr9	+	106481759	106482031	106481759	106481886	106482911	106483036
1009	"ENSMUSG00000048285.9"	"Frmd6"	chr12	+	70877159	70877263	70877159	70877239	70878416	70878493
1010	"ENSMUSG00000052922.9"	"Bpi"	chr2	+	158274674	158274851	158274674	158274842	158275921	158275989
1011	"ENSMUSG00000015522.18"	"Arnt"	chr3	+	95493700	95493860	95493700	95493815	95494446	95494613
1012	"ENSMUSG00000058013.11"	"Sept11"	chr5	+	93138437	93138596	93138437	93138537	93139448	93139563
1013	"ENSMUSG00000029062.14"	"Cdk11b"	chr4	+	155625530	155625773	155625530	155625654	155626773	155626889
1014	"ENSMUSG00000019518.10"	"Ap4m1"	chr5	+	138172348	138172479	138172348	138172437	138172786	138172893
1015	"ENSMUSG00000031402.12"	"Mpp1"	chrX	-	75125736	75125880	75125787	75125880	75125370	75125449
1016	"ENSMUSG00000002279.18"	"Lmf1"	chr17	+	25588675	25588742	25588675	25588686	25612295	25612444
1017	"ENSMUSG00000037337.11"	"Map4k1"	chr7	+	28999963	29000094	28999963	29000022	29000190	29000294
1018	"ENSMUSG00000067616.11"	"Klk11"	chr7	+	43776880	43777041	43776880	43777037	43777487	43777753
1019	"ENSMUSG00000024613.16"	"Tcof1"	chr18	-	60821632	60821764	60821642	60821764	60819387	60819610
1020	"ENSMUSG00000062818.7"	"Vmn1r51"	chr6	+	90122595	90122811	90122595	90122672	90124656	90124765
1021	"ENSMUSG00000062818.7"	"Vmn1r51"	chr6	+	90122595	90122811	90122595	90122672	90124660	90124765
1022	"ENSMUSG00000036402.13"	"Gng12"	chr6	+	66943824	66943882	66943824	66943877	67015724	67015843
1023	"ENSMUSG00000054252.17"	"Fgfr3"	chr5	+	33721723	33721954	33721723	33721928	33722305	33722511
1024	"ENSMUSG00000023805.16"	"Synj2"	chr17	+	6007937	6008110	6007937	6008099	6009731	6009813
1025	"ENSMUSG00000031167.16"	"Rbm3"	chrX	-	8143246	8143332	8143250	8143332	8142367	8142955
1026	"ENSMUSG00000038354.13"	"Ankrd35"	chr3	+	96678132	96678267	96678132	96678263	96679179	96679268
1027	"ENSMUSG00000030584.14"	"Dpf1"	chr7	+	29312847	29312926	29312847	29312912	29313081	29313213
1028	"ENSMUSG00000026696.15"	"Vamp4"	chr1	+	162588195	162588296	162588195	162588250	162589464	162589544
1029	"ENSMUSG00000055850.12"	"Rnf181"	chr6	-	72361116	72361226	72361121	72361226	72360874	72360949
1030	"ENSMUSG00000029534.17"	"St7"	chr6	+	17921988	17922139	17921988	17922124	17930765	17930858
1031	"ENSMUSG00000036180.15"	"Gatad2a"	chr8	-	69912901	69913224	69912922	69913224	69911676	69911869
1032	"ENSMUSG00000036180.15"	"Gatad2a"	chr8	-	69916559	69916700	69916568	69916700	69916283	69916448
1033	"ENSMUSG00000036180.15"	"Gatad2a"	chr8	-	69916559	69916700	69916568	69916700	69916283	69916451
1034	"ENSMUSG00000096289.4"	"Olfr1484"	chr19	+	13583510	13583656	13583510	13583585	13585279	13588832
1035	"ENSMUSG00000000148.17"	"Brat1"	chr5	+	140712504	140712901	140712504	140712877	140713052	140713172
1036	"ENSMUSG00000023411.12"	"Nfatc4"	chr14	+	55829893	55830066	55829893	55829949	55830455	55830596
1037	"ENSMUSG00000075221.3"	"Olfr992"	chr2	-	85407991	85408182	85408112	85408182	85403169	85403327
1038	"ENSMUSG00000074165.10"	"Zfp788"	chr7	+	41634679	41634899	41634679	41634710	41643332	41643432
1039	"ENSMUSG00000031708.16"	"Tecr"	chr8	-	83572840	83573323	83573027	83573323	83572662	83572753
1040	"ENSMUSG00000031708.16"	"Tecr"	chr8	-	83573027	83573323	83573219	83573323	83572840	83572946
1041	"ENSMUSG00000031708.16"	"Tecr"	chr8	-	83573708	83573922	83573870	83573922	83573410	83573455
1042	"ENSMUSG00000051046.7"	"Olfr214"	chr6	+	116554234	116554473	116554234	116554281	116554905	116554976
1043	"ENSMUSG00000036054.15"	"Sugp2"	chr8	+	70260468	70261317	70260468	70260589	70262870	70263105
1044	"ENSMUSG00000027977.15"	"Ndst3"	chr3	-	123556791	123556915	123556835	123556915	123552505	123552680
1045	"ENSMUSG00000099853.3"	"RP24-173C11.2"	chr7	+	71369772	71369892	71369772	71369828	71370334	71370423
1046	"ENSMUSG00000096508.7"	"RP23-65C22.1"	chrX	+	135434159	135434286	135434159	135434278	135438530	135438830
1047	"ENSMUSG00000021268.17"	"Meg3"	chr12	+	109543699	109543849	109543699	109543805	109544026	109544742
1048	"ENSMUSG00000023902.18"	"Zscan10"	chr17	+	23605504	23605964	23605504	23605829	23607123	23607388
1049	"ENSMUSG00000024120.12"	"Lrpprc"	chr17	-	84773203	84773329	84773207	84773329	84773043	84773102
1050	"ENSMUSG00000022491.5"	"Glycam1"	chr15	-	103563204	103563458	103563242	103563458	103562761	103563014
1051	"ENSMUSG00000079020.9"	"Slc45a4"	chr15	-	73587520	73587724	73587544	73587724	73586018	73587085
1052	"ENSMUSG00000032299.10"	"Commd4"	chr9	-	57156171	57156555	57156515	57156555	57155901	57155982
1053	"ENSMUSG00000026600.12"	"Soat1"	chr1	-	156466657	156466798	156466680	156466798	156457945	156458004
1054	"ENSMUSG00000035443.10"	"Thyn1"	chr9	+	27003596	27003778	27003596	27003764	27005145	27005214
1055	"ENSMUSG00000025586.17"	"Cpeb1"	chr7	-	81356893	81356998	81356908	81356998	81355874	81356011
1056	"ENSMUSG00000033220.7"	"Rac2"	chr15	-	78570677	78570803	78570731	78570803	78565913	78566031
1057	"ENSMUSG00000021156.17"	"Zmynd11"	chr13	-	9690277	9690514	9690445	9690514	9689451	9689724
1058	"ENSMUSG00000040652.16"	"Oaz2"	chr9	+	65686195	65686271	65686195	65686268	65686272	65686353
1059	"ENSMUSG00000032409.15"	"Atr"	chr9	+	95908249	95908460	95908249	95908442	95910478	95910657
1060	"ENSMUSG00000062314.3"	"Olfr1505"	chr19	+	13916000	13916336	13916000	13916218	13918801	13921866
1061	"ENSMUSG00000000489.7"	"Pdgfb"	chr15	-	80005468	80005565	80005472	80005565	80003324	80003414
1062	"ENSMUSG00000025735.13"	"Rhbdl1"	chr17	-	25836398	25836572	25836410	25836572	25835968	25836193
1063	"ENSMUSG00000042331.13"	"Specc1"	chr11	+	62132275	62132481	62132275	62132454	62146305	62146451
1064	"ENSMUSG00000022770.16"	"Dlg1"	chr16	+	31796865	31797010	31796865	31796965	31805613	31805734
1065	"ENSMUSG00000026301.16"	"Iqca"	chr1	-	90047773	90047966	90047788	90047966	90045591	90045830
1066	"ENSMUSG00000026301.16"	"Iqca"	chr1	-	90097910	90098063	90097937	90098063	90089474	90089550
1067	"ENSMUSG00000026429.9"	"Ube2t"	chr1	+	134967726	134967902	134967726	134967898	134969240	134969310
1068	"ENSMUSG00000010911.12"	"Apip"	chr2	+	103088560	103088736	103088560	103088678	103089402	103089538
1069	"ENSMUSG00000020659.16"	"Cbll1"	chr12	-	31494581	31494749	31494590	31494749	31492078	31492176
1070	"ENSMUSG00000020659.16"	"Cbll1"	chr12	-	31494581	31494749	31494590	31494749	31492078	31492179
1071	"ENSMUSG00000032604.16"	"Qars"	chr9	+	108508058	108508199	108508058	108508163	108508382	108508530
1072	"ENSMUSG00000032604.16"	"Qars"	chr9	+	108508382	108508530	108508382	108508481	108508876	108508986
1073	"ENSMUSG00000032604.16"	"Qars"	chr9	+	108508876	108509004	108508876	108508986	108509148	108509224
1074	"ENSMUSG00000032604.16"	"Qars"	chr9	+	108512482	108512582	108512482	108512569	108512699	108512778
